match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_penaltyWon,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_errorLeadToAShot,stat_outfielderBlock,stat_penaltyConceded
13473403,home,Cruzeiro,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,1,1,False,23.0,17.0,9.0,3.0,0.0,16.0,17.0,1.0,6.0,10.0,1.0,3.0,3.0,90.0,30.0,6.9,6.0,0.00026154,0,-0.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473403,home,Cruzeiro,Fagner,fagner,Fagner,D,23,168,3781,M,Fagner,25554,EUR,613526400,D,23,23,False,37.0,24.0,5.0,1.0,0.0,8.0,14.0,16.0,23.0,5.0,,,,90.0,71.0,7.2,19.0,0.210418,0,,5.0,2.0,2.0,3.0,8.0,1.0,1.0,3.0,2.0,6.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13473403,home,Cruzeiro,Fabrício Bruno,fabricio-bruno,F. Bruno,D,15,192,6526,M,fabriciobruno96,840220,EUR,824083200,D,15,15,False,44.0,36.0,7.0,3.0,0.0,28.0,31.0,8.0,13.0,5.0,,,,90.0,57.0,6.8,8.0,0.00363178,0,,,,2.0,2.0,4.0,,,9.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
13473403,home,Cruzeiro,Lucas Villalba,lucas-villalba,L. Villalba,D,25,177,1898,M,,260077,EUR,777254400,D,25,25,False,40.0,30.0,5.0,,0.0,20.0,25.0,10.0,15.0,4.0,,,,90.0,56.0,6.9,13.0,0.00538155,0,,,,2.0,2.0,4.0,,,9.0,1.0,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
13473403,home,Cruzeiro,Kaiki,kaiki,Kaiki,D,6,172,2601,M,,1112484,EUR,1047081600,D,6,6,False,30.0,25.0,5.0,2.0,0.0,16.0,17.0,9.0,13.0,10.0,,,,90.0,61.0,7.3,12.0,0.0363533,2,,4.0,2.0,3.0,6.0,14.0,,,3.0,1.0,6.0,5.0,,3.0,1.0,,4.0,3.0,Kaiki,,2.0,1.0,1.0,2.0,0.0404,,,,,,,,,,,,,,
13473403,home,Cruzeiro,Lucas Romero,lucas-romero,L. Romero,M,29,167,2727,M,,263477,EUR,766627200,M,29,29,False,44.0,37.0,8.0,3.0,1.0,12.0,13.0,25.0,31.0,3.0,,,,90.0,55.0,7.0,10.0,0.0452772,0,,,,1.0,3.0,5.0,,,,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
13473403,home,Cruzeiro,Lucas Silva,lucas-silva,L. Silva,M,16,182,2401,M,,245159,EUR,729820800,M,16,16,False,38.0,34.0,,,0.0,17.0,18.0,17.0,20.0,2.0,,,,90.0,47.0,6.4,8.0,0.0441232,0,,,,,6.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,2.0,,,,,True,,,,,,,,,,,,,
13473403,home,Cruzeiro,Christian,christian,Christian,M,88,178,1761,M,,981733,EUR,977184000,M,88,88,False,18.0,15.0,,,0.0,5.0,5.0,10.0,13.0,1.0,,,,90.0,36.0,6.9,9.0,0.0126305,1,,3.0,,,5.0,5.0,,,,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,0.0335,,1.0,0.1154,,,,,,,,,,,
13473403,home,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175,14140,M,matheus_pereira,377238,EUR,831254400,M,10,10,False,33.0,30.0,,,0.0,7.0,7.0,23.0,26.0,6.0,,,,88.0,52.0,7.7,9.0,0.118725,4,,3.0,,,6.0,4.0,,,,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,0.0772,,3.0,0.1038,,,,,,,,,,,
13473403,home,Cruzeiro,Wanderson,wanderson,Wanderson,M,94,175,1923,M,,247483,EUR,781401600,M,94,94,False,13.0,10.0,2.0,,0.0,2.0,4.0,8.0,9.0,3.0,,,,88.0,30.0,7.3,7.0,0.103044,3,,5.0,2.0,1.0,6.0,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,,3.0,4.0,2.0,2.0,,,,,1.0,,0.0509,,2.0,0.1247,1.0,1.0,,,,,,,,,
