match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_dispossessed,captain,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId
12499493,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,22.0,13.0,12.0,3.0,0.0,11.0,11.0,2.0,11.0,2.0,8.0,4.0,2.0,2.0,1.0,1.0,1.0,90.0,36.0,6.2,9.0,0.00017817,0,-1.8417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499493,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,23.0,15.0,5.0,1.0,0.0,11.0,15.0,4.0,8.0,3.0,3.0,,,,,,,90.0,28.0,5.9,8.0,0.00335087,1,,,,3.0,2.0,5.0,3.0,1.0,1.0,2.0,0.0155,1.0,,,,,,,,,,,,,,,,,,,,
12499493,home,1. FC Union Berlin,Leopold Querfeld,querfeld-leopold,L. Querfeld,D,14,190,1226,M,1086547,EUR,1071878400,D,14,14,False,27.0,21.0,11.0,6.0,1.0,12.0,13.0,9.0,14.0,7.0,5.0,,,,,,,90.0,43.0,8.1,6.0,0.310103,2,,,,3.0,3.0,3.0,6.0,,2.0,,0.1035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.1165,,,,,,,,,,,,
12499493,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,30.0,26.0,3.0,,1.0,20.0,21.0,7.0,10.0,5.0,2.0,,,,,,,90.0,44.0,7.6,5.0,0.00622913,1,,,,2.0,1.0,3.0,6.0,,3.0,,0.2981,1.0,,,1.0,1.0,,2.0,2.0,0.6967,1.0,1.0,1.0,,,,,,,,,
12499493,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,14.0,9.0,2.0,,1.0,3.0,5.0,11.0,16.0,4.0,1.0,,,,,,,90.0,36.0,7.8,12.0,0.470156,0,,,,,,,4.0,,4.0,,,5.0,1.0,,,,,3.0,,,7.0,5.0,,True,,,,,,,,
12499493,home,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2407,M,877302,EUR,923961600,M,13,13,False,26.0,17.0,3.0,1.0,0.0,5.0,10.0,12.0,16.0,2.0,4.0,,,,,,,89.0,36.0,6.7,12.0,0.00783771,0,,,,,1.0,1.0,5.0,,2.0,,,,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,2.0,,,
12499493,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,9.0,5.0,1.0,,0.0,5.0,7.0,,2.0,,,,,,,,,90.0,16.0,6.3,6.0,0.00013635,0,,,,1.0,,3.0,2.0,,1.0,1.0,,,,,,,2.0,,1.0,,,,,,,1.0,,1.0,1.0,,,
12499493,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,17.0,13.0,1.0,1.0,0.0,6.0,9.0,7.0,8.0,1.0,2.0,,,,,,,72.0,26.0,6.6,4.0,0.0099815,0,,,,,,1.0,3.0,,3.0,1.0,,,,,,,1.0,3.0,,,,,,,,,,,,,,
12499493,home,1. FC Union Berlin,Tom Rothe,rothe-tom,T. Rothe,M,15,192,809,M,1210666,EUR,1099008000,M,15,15,False,26.0,15.0,3.0,,0.0,6.0,9.0,9.0,19.0,3.0,2.0,,,,,,,90.0,49.0,6.5,16.0,0.0110622,1,,,,1.0,1.0,6.0,2.0,,1.0,,0.0329,,,,1.0,,2.0,1.0,,0.0883,2.0,,2.0,,3.0,,,,,,,
12499493,home,1. FC Union Berlin,Andrej Ilić,andrej-ilic,A. Ilić,F,23,189,856,M,953767,EUR,954720000,F,23,23,False,10.0,4.0,1.0,,0.0,1.0,2.0,3.0,9.0,1.0,1.0,,,,,,,83.0,22.0,8.3,10.0,0.0008906,3,,,,3.0,4.0,6.0,5.0,,,1.0,0.6789,1.0,,1.0,2.0,2.0,1.0,,1.0,1.7484,1.0,,1.0,,1.0,,,1.0,2.0,,,
