match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_accurateCross,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_penaltyConceded,stat_crossNotClaimed,stat_outfielderBlock,stat_bigChanceMissed,stat_penaltyWon
11450109,home,İstanbulspor,Alp Arda,,,alp-arda,A. Arda,G,59,192.0,35,M,999485,EUR,802483200,G,59,59,False,28.0,22.0,11.0,5.0,19.0,19.0,3.0,9.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,36.0,6.4,6.0,0.00178375,0,-0.3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450109,home,İstanbulspor,Okan Erdoğan,,,okan-erdogan,O. Erdoğan,D,3,185.0,54,M,881213,EUR,907027200,D,23,23,False,65.0,45.0,12.0,4.0,26.0,34.0,19.0,31.0,5.0,,,,,,,90.0,95.0,6.6,26.0,0.0107576,0,,2.0,1.0,8.0,10.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,
11450109,home,İstanbulspor,Mehmet Yeşil,,,mehmet-yesil,M. Yeşil,D,21,188.0,48,M,840639,EUR,896572800,D,4,4,False,43.0,33.0,10.0,4.0,26.0,32.0,7.0,12.0,9.0,,,,,,,90.0,56.0,6.5,11.0,0.00891365,3,,1.0,3.0,2.0,5.0,,,,,5.0,,2.0,2.0,,,1.0,1.0,2.0,1.0,0.2549,,,,,,,,,,,,,,
11450109,home,İstanbulspor,Simon Deli,,,simon-deli,S. Deli,D,13,192.0,262,M,326419,EUR,688521600,D,14,14,False,40.0,31.0,5.0,2.0,24.0,27.0,8.0,15.0,3.0,,,,,,,90.0,51.0,6.9,10.0,0.036391,0,,1.0,2.0,4.0,6.0,1.0,,1.0,1.0,3.0,2.0,3.0,2.0,,,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,,
11450109,home,İstanbulspor,David Sambissa,,,david-sambissa,D. Sambissa,M,7,177.0,220,M,280459,EUR,821318400,M,7,7,False,51.0,40.0,,,19.0,24.0,21.0,30.0,8.0,,,,,,,90.0,85.0,7.7,21.0,0.621662,0,,,4.0,8.0,12.0,2.0,2.0,8.0,5.0,,2.0,1.0,,1.0,2.0,1.0,3.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,
11450109,home,İstanbulspor,Vefa Temel,,,temel-vefa,V. Temel,M,8,176.0,41,M,1067329,EUR,1036281600,M,8,8,False,27.0,22.0,3.0,2.0,11.0,15.0,11.0,12.0,9.0,,,,,,,60.0,39.0,6.8,10.0,0.0149013,0,,,,1.0,4.0,,1.0,,,,,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
11450109,home,İstanbulspor,Modestas Vorobjovas,,,modestas-vorobjovas,M. Vorobjovas,M,6,177.0,70,M,319751,EUR,820281600,M,6,6,False,41.0,33.0,1.0,,23.0,26.0,10.0,15.0,4.0,,,,,,,76.0,51.0,6.5,10.0,0.00404062,0,,1.0,,2.0,2.0,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11450109,home,İstanbulspor,Florian Loshaj,,,florian-loshaj,F. Loshaj,M,10,174.0,152,M,831407,EUR,839894400,M,34,34,False,29.0,20.0,2.0,,10.0,12.0,11.0,24.0,5.0,,,,,,,70.0,50.0,6.4,21.0,0.0568882,1,,,1.0,7.0,8.0,2.0,2.0,4.0,3.0,,,2.0,1.0,3.0,2.0,2.0,7.0,,,0.4342,1.0,1.0,,,,1.0,1.0,0.6522,,,,,,
11450109,home,İstanbulspor,Ali Yaşar,,,ali-yasar,A. Yaşar,D,66,180.0,31,M,190815,EUR,794620800,M,66,66,False,28.0,22.0,5.0,2.0,11.0,13.0,11.0,15.0,3.0,,,,,,,76.0,45.0,6.5,9.0,0.107755,0,,,,3.0,2.0,1.0,1.0,,,1.0,3.0,2.0,1.0,,,1.0,,,,,,1.0,,,,,,,True,1.0,,,,
11450109,home,İstanbulspor,Emir Kaan Gültekin,,,emir-kaan-gultekin,E. K. Gültekin,F,9,180.0,80,M,903714,EUR,970444800,F,19,19,False,22.0,16.0,1.0,,10.0,10.0,6.0,12.0,3.0,,,,,,,86.0,34.0,6.6,12.0,0.00850656,1,,3.0,,10.0,4.0,,3.0,3.0,2.0,,,1.0,1.0,2.0,1.0,3.0,,1.0,,0.2722,,,,,,,,,,,,,,
11450109,home,İstanbulspor,Mendy Mamadou,,,mendy-mamadou,M. Mamadou,M,66,185.0,525,M,929718,EUR,907459200,F,12,12,False,18.0,10.0,,,1.0,2.0,10.0,20.0,,,,,,,,76.0,29.0,6.6,12.0,0.0247753,0,,8.0,3.0,10.0,6.0,,,,,,,,,1.0,3.0,2.0,4.0,,,,1.0,,,,2.0,,,,,,,,,
11450109,home,İstanbulspor,Emrehan Gedikli,,,emrehan-gedikli,E. Gedikli,F,9,185.0,198,M,997130,EUR,1051228800,F,9,9,True,9.0,6.0,,,4.0,4.0,2.0,5.0,1.0,,,,,,,30.0,14.0,6.4,5.0,0.00239593,1,,,,2.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,0.0072,,,,,,,,,,,,,,
11450109,home,İstanbulspor,Racine Coly,,,racine-coly,R. Coly,D,,185.0,81,M,553454,EUR,818380800,D,13,13,True,14.0,11.0,,,6.0,8.0,5.0,7.0,1.0,,,,,,,14.0,26.0,6.1,8.0,0.00335005,0,,,,3.0,1.0,,1.0,2.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,
11450109,home,İstanbulspor,Eslem Öztürk,,,eslem-ozturk,E. Öztürk,M,10,177.0,8,M,788975,EUR,880934400,M,5,5,True,4.0,2.0,,,1.0,2.0,1.0,4.0,,,,,,,,14.0,8.0,6.3,4.0,0.00021969,0,,1.0,,2.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,
11450109,home,İstanbulspor,Jackson,,,jackson,Jackson,M,,178.0,61,M,911351,EUR,924912000,F,99,99,True,17.0,16.0,3.0,3.0,8.0,8.0,8.0,9.0,3.0,,,,,,,14.0,25.0,7.1,3.0,0.00452503,0,,1.0,,2.0,4.0,,,2.0,1.0,,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
11450109,home,İstanbulspor,Djakaridja Junior Traoré,,,djakaridja-traore,D. J. Traoré,F,,193.0,31,M,1415021,EUR,902016000,F,88,88,True,6.0,3.0,1.0,,2.0,3.0,1.0,3.0,1.0,,,,,,,12.0,8.0,6.7,3.0,0.00024926,0,,1.0,1.0,1.0,3.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11450109,home,İstanbulspor,Mücahit Serbest,,,serbest-mucahit,M. Serbest,G,26,190.0,18,M,1174228,EUR,1101168000,G,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450109,home,İstanbulspor,Özcan Şahan,Özcan Sahan,,sahan-ozcan,Ö. Şahan,D,20,176.0,17,M,1170353,EUR,915753600,F,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450109,home,İstanbulspor,Bartu Kırtaş,Bartu Kirtas,,kirtas-bartu,B. Kırtaş,D,,182.0,7,M,1409047,EUR,1075334400,D,28,28,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450109,home,İstanbulspor,Enver Azmi Sarıalioğlu,,,enver-azmi-sarialioglu,E. A. Sarıalioğlu,M,16,187.0,8,M,1431733,EUR,1088121600,M,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450109,home,İstanbulspor,Tunahan Samdanli,,,samdanli-tunahan,T. Samdanli,M,41,185.0,4,M,1142909,EUR,1111104000,M,41,41,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450109,away,Gaziantep FK,Florin Niță,,,florin-nita,F. Niță,G,,185.0,1579,M,83551,EUR,552268800,G,33,33,False,21.0,6.0,18.0,3.0,4.0,7.0,2.0,14.0,5.0,,,,,1.0,1.0,90.0,23.0,6.1,15.0,0.00057498,0,-0.3478,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
11450109,away,Gaziantep FK,Mustafa Eskihellaç,,,mustafa-eskihellac,M. Eskihellaç,D,19,175.0,571,M,899069,EUR,862790400,D,11,11,False,42.0,38.0,1.0,1.0,13.0,14.0,25.0,33.0,9.0,,,,,,,90.0,74.0,6.3,17.0,0.0250077,0,,,,7.0,4.0,1.0,1.0,6.0,1.0,2.0,,2.0,1.0,1.0,1.0,,5.0,,,,,,,,,,,,,,,,,
11450109,away,Gaziantep FK,Arda Kızıldağ,,,arda-kizildag,A. Kızıldağ,D,4,187.0,127,M,904228,EUR,908409600,D,4,4,False,55.0,46.0,6.0,3.0,30.0,34.0,16.0,21.0,7.0,,,,,,,90.0,67.0,7.5,10.0,0.0331375,1,,,6.0,2.0,9.0,,,,,6.0,,3.0,3.0,,,2.0,,1.0,,0.0234,,1.0,,,,,,,,,,1.0,,
11450109,away,Gaziantep FK,Nicolas N'Koulou,,,nicolas-nkoulou,N. N'Koulou,D,3,184.0,462,M,38533,EUR,638496000,D,63,63,False,30.0,24.0,5.0,1.0,16.0,19.0,8.0,11.0,3.0,,,,,,,90.0,40.0,6.7,7.0,0.00399121,0,,1.0,2.0,1.0,4.0,,,,,3.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
11450109,away,Gaziantep FK,Papy Djilobodji,,,papy-djilobodji,P. Djilobodji,D,3,193.0,175,M,106661,EUR,596937600,D,3,3,False,47.0,29.0,13.0,4.0,14.0,18.0,15.0,30.0,6.0,,,,,,,90.0,61.0,6.6,20.0,0.00885827,1,,1.0,4.0,3.0,4.0,,1.0,,,8.0,1.0,,,,,1.0,1.0,1.0,,0.7474,,,,,,,,,True,,,,1.0,
11450109,away,Gaziantep FK,Júnior Morais,Júnior,Morais,junior-morais,J. Morais,M,12,176.0,58,M,79056,EUR,522374400,D,13,13,False,23.0,19.0,1.0,1.0,10.0,12.0,9.0,12.0,7.0,,,,,,,71.0,49.0,6.7,7.0,0.00521412,0,,1.0,1.0,10.0,6.0,5.0,,1.0,,4.0,3.0,2.0,1.0,,3.0,3.0,1.0,,,,,,,,,,,,,,,1.0,,
11450109,away,Gaziantep FK,Alexandru Maxim,,,alexandru-maxim,A. Maxim,M,44,177.0,793,M,180511,EUR,647395200,M,44,44,False,44.0,42.0,,,17.0,17.0,28.0,32.0,6.0,,,,,,,83.0,63.0,7.1,10.0,0.190395,0,,,,8.0,2.0,2.0,3.0,3.0,,2.0,,1.0,,,1.0,,5.0,,,,3.0,2.0,,1.0,,,,,,,,,,1.0
11450109,away,Gaziantep FK,Ogün Özçiçek,,,ogun-ozcicek,O. Özçiçek,M,61,172.0,50,M,859783,EUR,917136000,M,61,61,False,42.0,32.0,6.0,2.0,13.0,14.0,19.0,28.0,4.0,,,,,,,90.0,65.0,6.7,16.0,0.0473471,2,,2.0,,10.0,6.0,4.0,1.0,3.0,1.0,,4.0,2.0,,3.0,3.0,1.0,,1.0,,0.3563,,,,,,1.0,,0.0735,,,,,1.0,
11450109,away,Gaziantep FK,Jamiro Monteiro,Jamiro,Monteiro,monteiro-jamiro,J. Monteiro,M,35,175.0,308,M,815080,EUR,754444800,M,23,23,False,38.0,32.0,1.0,1.0,14.0,16.0,19.0,23.0,10.0,,,,,,,83.0,57.0,7.7,12.0,0.173702,0,,1.0,,5.0,8.0,,1.0,2.0,2.0,,3.0,4.0,3.0,5.0,2.0,3.0,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,
11450109,away,Gaziantep FK,Lazar Marković,,,lazar-markovic,L. Marković,M,50,175.0,330,M,98461,EUR,762566400,F,50,50,False,18.0,15.0,,,6.0,6.0,9.0,14.0,2.0,,,,,,,71.0,27.0,6.9,7.0,0.0102109,1,,,,2.0,2.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,,,2.0,,,0.0317,,,,,,1.0,,0.3847,,,,,,
11450109,away,Gaziantep FK,Denis Drăguş,,,denis-dragus,D. Drăguş,F,70,184.0,2440,M,841199,EUR,931219200,F,70,70,False,25.0,16.0,,,4.0,6.0,12.0,19.0,2.0,,,,,,,89.0,52.0,8.1,19.0,0.0268496,3,,4.0,2.0,11.0,8.0,3.0,1.0,2.0,1.0,1.0,,3.0,2.0,6.0,2.0,2.0,,1.0,,1.0946,,,,,2.0,2.0,2.0,1.5321,,,,,1.0,
11450109,away,Gaziantep FK,Salem M'Bakata,,,salem-mbakata,S. M'Bakata,D,22,177.0,65,M,940367,EUR,892944000,D,22,22,True,11.0,8.0,,,3.0,3.0,5.0,9.0,2.0,,,,,,,19.0,19.0,6.9,4.0,0.00561768,0,,,1.0,,3.0,,,,,,2.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,
11450109,away,Gaziantep FK,Aliou Badji,,,aliou-badji,A. Badji,F,11,188.0,484,M,869845,EUR,876441600,F,7,7,True,10.0,7.0,1.0,,3.0,3.0,4.0,7.0,1.0,,,,,,,19.0,17.0,6.7,5.0,0.00689787,0,,3.0,3.0,5.0,6.0,,1.0,2.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
11450109,away,Gaziantep FK,Furkan Soyalp,,,furkan-soyalp,F. Soyalp,M,33,175.0,70,M,226992,EUR,802915200,M,5,5,True,10.0,7.0,1.0,,6.0,6.0,1.0,4.0,2.0,,,,,,,15.0,12.0,6.8,3.0,0.0032053,0,,1.0,,2.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
11450109,away,Gaziantep FK,Marko Jevtović,,,marko-jevtovic,M. Jevtović,M,16,194.0,134,M,310068,EUR,743472000,M,8,8,True,7.0,5.0,1.0,,4.0,6.0,1.0,1.0,2.0,,,,,,,15.0,13.0,6.8,2.0,0.00023061,0,,,,,3.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
