match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_dispossessed,stat_interceptionWon,stat_keyPass,stat_challengeLost,player_firstName,player_lastName,stat_totalCross,stat_shotOffTarget,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAGoal,stat_errorLeadToAShot
11396176,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,42.0,28.0,23.0,9.0,0.0,23.0,25.0,5.0,17.0,1.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,90.0,49.0,7.0,14.0,0.00169967,0,0.0345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396176,home,TSG Hoffenheim,Ozan Kabak,ozan-kabak,O. Kabak,D,5,185,2402,M,857740,EUR,953942400,D,5,5,False,,55.0,50.0,6.0,5.0,0.0,26.0,28.0,24.0,27.0,9.0,3.0,,,,,,,90.0,63.0,7.2,5.0,0.0718552,1,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,0.091,,,,,,,,,,,,,,,,,,,,
11396176,home,TSG Hoffenheim,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,27,187,755,M,186719,EUR,807753600,D,11,11,False,,71.0,65.0,11.0,7.0,0.0,33.0,35.0,32.0,36.0,2.0,8.0,,,,,,,90.0,82.0,6.7,8.0,0.0530263,0,,,5.0,2.0,1.0,,,,1.0,,2.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11396176,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,False,,44.0,40.0,4.0,3.0,0.0,22.0,23.0,18.0,21.0,7.0,2.0,1.0,,,,,,90.0,58.0,6.9,4.0,0.0235475,0,,2.0,4.0,2.0,2.0,,3.0,1.0,2.0,1.0,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,
11396176,home,TSG Hoffenheim,Pavel Kadeřábek,pavel-kaderabek,P. Kadeřábek,M,3,182,266,M,109296,EUR,704160000,M,3,3,False,,31.0,25.0,1.0,,0.0,10.0,11.0,15.0,23.0,4.0,3.0,,,,,,,90.0,47.0,6.7,9.0,0.0720291,1,,,7.0,1.0,1.0,,,,3.0,2.0,,0.0769,3.0,,,1.0,4.0,,,3.0,1.0,,,,,,,,,,,
11396176,home,TSG Hoffenheim,Grischa Prömel,grischa-promel,G. Prömel,M,6,182,280,M,253993,EUR,789609600,M,6,6,False,,31.0,27.0,1.0,,0.0,13.0,13.0,14.0,19.0,2.0,4.0,1.0,,,,,,61.0,40.0,6.3,7.0,0.00792414,0,,1.0,2.0,,,,,,,,,,,2.0,2.0,,,,,1.0,,,,,,,,,,,,
11396176,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,16,16,False,,44.0,39.0,5.0,4.0,0.0,14.0,14.0,25.0,30.0,6.0,5.0,2.0,,,,,,81.0,61.0,7.0,10.0,0.0286355,1,,2.0,3.0,2.0,,1.0,1.0,,2.0,1.0,,0.0578,,,4.0,1.0,1.0,,,,,3.0,,,,,,,,,,
11396176,home,TSG Hoffenheim,Marius Bülter,marius-bulter,M. Bülter,F,30,188,454,M,378340,EUR,733363200,M,21,21,False,,23.0,18.0,3.0,2.0,0.0,9.0,11.0,10.0,16.0,4.0,5.0,,,,,,,61.0,40.0,7.0,11.0,0.417761,1,,,1.0,1.0,1.0,1.0,,1.0,3.0,2.0,,0.0215,,1.0,,1.0,,,,4.0,,,1.0,,,,,,,,,
11396176,home,TSG Hoffenheim,Maximilian Beier,maximilian-beier,M. Beier,F,14,183,4887,M,980628,EUR,1034812800,F,14,14,False,,12.0,12.0,,,0.0,7.0,7.0,5.0,8.0,3.0,2.0,1.0,,,,,,89.0,30.0,8.0,7.0,0.113982,4,,,2.0,1.0,1.0,,,,1.0,1.0,,0.3859,,1.0,1.0,1.0,1.0,,,3.0,2.0,3.0,,1.0,2.0,1.0,1.0526,,,,,
11396176,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,F,27,27,False,,40.0,37.0,2.0,2.0,1.0,6.0,7.0,32.0,42.0,5.0,2.0,1.0,,,,,,90.0,68.0,10.0,16.0,0.434019,6,,,5.0,4.0,4.0,1.0,1.0,,,,2.0,0.9862,,3.0,,3.0,,,,9.0,,1.0,1.0,1.0,5.0,3.0,2.2752,andrejkramaric,1.0,,,
