match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,confirmed,player_id,player_name,description,reason,playerName,rescinded
10389963,FT,2.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10389963,,,,,90,4.0,,1,,,substitution,121404500.0,False,True,regular,,,,,,,,
10389963,,,,,90,0.0,,1,,,injuryTime,,,,,4.0,,,,,,,
10389963,,,,,90,,,1,,,varDecision,14001.0,,False,penaltyNotAwarded,,True,55052.0,Maxime Le Marchand,,,,
10389963,,,,,81,,,10,,,substitution,121404360.0,False,True,regular,,,,,,,,
10389963,,,,,74,,,17,,,substitution,121404259.0,False,True,regular,,,,,,,,
10389963,,,,,74,,,17,,,substitution,121404258.0,False,True,regular,,,,,,,,
10389963,,2.0,2.0,,73,,,18,,,goal,166867385.0,,False,regular,,,3504.0,Kévin Gameiro,,,,
10389963,,,,,73,,,18,,,inGamePenalty,118409528.0,,False,missed,,,3504.0,Kévin Gameiro,Goalkeeper save,goalkeeperSave,,
10389963,,,,,72,,,19,,,substitution,121404236.0,False,False,regular,,,,,,,,
10389963,,,,,71,,,20,,,card,120520600.0,,True,yellowRed,,,798124.0,Rasmus Nicolaisen,,Handball,Rasmus Nicolaisen,False
10389963,,2.0,1.0,,65,,,26,,,goal,166867152.0,,False,regular,,,845084.0,Lebo Mothiba,,,,
10389963,,,,,60,,,31,,,substitution,121404070.0,False,False,regular,,,,,,,,
10389963,,,,,60,,,31,,,substitution,121404071.0,False,False,regular,,,,,,,,
10389963,,,,,60,,,31,,,substitution,121404069.0,False,False,regular,,,,,,,,
10389963,,2.0,0.0,,55,,,36,,,goal,166866741.0,,True,regular,,,122859.0,Brecht Dejaegere,,,,
10389963,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10389963,,,,,45,0.0,,1,,,injuryTime,,,,,2.0,,,,,,,
10389963,,1.0,0.0,,44,,,2,,,goal,166866036.0,,True,regular,,,991479.0,Anthony Rouault,,,,
10389963,,,,,40,,,6,,,card,120520226.0,,True,yellow,,,798124.0,Rasmus Nicolaisen,,Foul,Rasmus Nicolaisen,False
10389963,,,,,30,,,16,,,card,120520145.0,,False,yellow,,,365358.0,Dimitri Liénard,,Foul,Dimitri Liénard,False
10389963,,,,,26,,,20,,,substitution,121403553.0,True,False,injury,,,,,,,,
