match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_wasFouled,stat_dispossessed,stat_totalOffside,stat_keyPass,captain,stat_challengeLost,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_ownGoals,stat_goals
12499752,home,VfB Stuttgart,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2048,M,584722,EUR,844041600,G,33,33,False,21.0,16.0,6.0,2.0,0.0,14.0,17.0,2.0,4.0,2.0,9.0,1.0,4.0,4.0,1.0,1.0,1.0,90.0,35.0,7.2,5.0,0.00039394,0,0.0438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499752,home,VfB Stuttgart,Leonidas Stergiou,,,leonidas-stergiou,L. Stergiou,D,25,180,684,M,962898,EUR,1015113600,D,20,20,False,38.0,33.0,2.0,,0.0,13.0,13.0,21.0,26.0,3.0,5.0,,,,,,,90.0,60.0,7.2,7.0,0.0266295,1,,1.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,0.091,,,,,,,,,,,,,,,,,,,,,,
12499752,home,VfB Stuttgart,Anthony Rouault,,,anthony-rouault,A. Rouault,D,24,186,602,M,991479,EUR,991094400,D,29,29,False,73.0,68.0,6.0,5.0,0.0,34.0,36.0,34.0,37.0,10.0,6.0,,,,,,,90.0,95.0,7.3,8.0,0.0526649,1,,,,6.0,,1.0,1.0,2.0,1.0,0.1231,3.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
12499752,home,VfB Stuttgart,Ameen Al-Dakhil,Ameen,Al-Dakhil,al-dhakil,A. Al-Dakhil,D,2,185,567,M,1979970,EUR,1015372800,D,2,2,False,60.0,55.0,5.0,3.0,0.0,38.0,41.0,17.0,19.0,4.0,5.0,,,,,,,59.0,72.0,7.0,6.0,0.00870606,0,,,,3.0,,,2.0,1.0,1.0,,1.0,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,
12499752,home,VfB Stuttgart,Ramon Hendriks,,,ramon-hendriks,R. Hendriks,D,3,189,435,M,916943,EUR,995414400,D,3,3,False,58.0,56.0,3.0,2.0,0.0,31.0,32.0,26.0,28.0,3.0,1.0,,,,,,,90.0,73.0,6.5,6.0,0.0409769,0,,2.0,1.0,4.0,,,,2.0,,,4.0,,6.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,
12499752,home,VfB Stuttgart,Jamie Leweling,,,leweling-jamie,J. Leweling,M,18,184,1954,M,990201,EUR,983145600,M,18,18,False,19.0,16.0,,,0.0,,,18.0,25.0,,4.0,,,,,,,59.0,38.0,6.8,11.0,0.29697,0,,6.0,2.0,7.0,,,,,,,,,5.0,5.0,4.0,,,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,
12499752,home,VfB Stuttgart,Enzo Millot,,,millot-enzo,E. Millot,M,10,175,4915,M,957889,EUR,1026864000,M,8,8,False,59.0,56.0,6.0,5.0,0.0,24.0,24.0,32.0,36.0,,9.0,,,,,,,80.0,74.0,6.7,10.0,0.0546376,0,,1.0,,2.0,,,,1.0,,,1.0,,5.0,,,,3.0,1.0,1.0,3.0,,,,,,,,,,,,
12499752,home,VfB Stuttgart,Angelo Stiller,,,stiller-angelo,A. Stiller,M,6,183,7426,M,901882,EUR,986342400,M,6,6,False,96.0,85.0,11.0,6.0,0.0,29.0,29.0,57.0,70.0,1.0,7.0,,,,,,,90.0,114.0,7.0,17.0,0.198352,0,,3.0,1.0,5.0,,1.0,1.0,3.0,1.0,,1.0,1.0,7.0,,,,2.0,2.0,1.0,1.0,,1.0,True,3.0,,,,,,,,
12499752,home,VfB Stuttgart,Jacob Bruun Larsen,,,jacob-bruun-larsen,J. B. Larsen,M,7,183,704,M,809276,EUR,906163200,M,25,25,False,33.0,24.0,1.0,1.0,0.0,7.0,8.0,19.0,29.0,2.0,,,,,,,,80.0,42.0,7.6,13.0,0.677326,1,,4.0,2.0,,1.0,,,,,0.0939,,,1.0,1.0,,,,,,,,3.0,,,1.0,,,,,,,
12499752,home,VfB Stuttgart,Ermedin Demirović,,,ermedin-demirovic,E. Demirović,F,9,184,5628,M,878081,EUR,890784000,F,9,9,False,9.0,5.0,,,0.0,2.0,2.0,3.0,7.0,2.0,,,,,,,,70.0,18.0,6.8,5.0,0.122139,2,,,,3.0,,,,1.0,,0.3238,,2.0,,,,2.0,1.0,,,,2.0,,,,,e.demirovic29,,,,,,
