match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,captain,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_accurateCross,stat_keyPass,stat_errorLeadToAGoal,player_sofascoreId,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,stat_goals
14771922,home,Damac FC,Kewin,kewin,Kewin,G,1,187.0,116,M,865371,EUR,790992000,G,1,1,False,36.0,19.0,24.0,8.0,0.0,13.0,17.0,6.0,19.0,2.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,90.0,47.0,7.6,17.0,0.00225791,24.96537082989,3.0,20.37,7.77,1.1168,0,1.4092,0.0,0.0,-0.41,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771922,home,Damac FC,Alhwsawi Sanousi Mohammed,alhwsawi-sanousi-mohammed,A. S. Mohammed,D,12,172.0,20,M,1085415,EUR,902707200,D,12,12,False,19.0,11.0,2.0,,0.0,5.0,8.0,6.0,11.0,2.0,1.0,,,,,,,,90.0,39.0,5.9,11.0,0.00139981,8.1925402653878,1.0,-8.19,-8.19,,0,,-0.01,-0.06,-0.39,,Alhwsawi Sanousi Mohammed,,1.0,5.0,2.0,8.0,6.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
14771922,home,Damac FC,Jamal Harkass,jamal-harkass,J. Harkass,D,15,185.0,1144,M,970761,EUR,817171200,D,15,15,False,13.0,9.0,4.0,,0.0,7.0,7.0,2.0,6.0,1.0,1.0,,,,,,,,64.0,20.0,6.0,5.0,0.00044695,44.144739326045,5.0,25.305,21.735,,1,,0.01,-0.05,-0.36,,,,,,1.0,1.0,2.0,1.0,,,,,,,1.0,1.0,0.0111,22.899028123482,1.0,-0.11,,,,,,,,,,,,,,,
14771922,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,3,185.0,1163,M,906407,EUR,702172800,D,3,3,False,28.0,24.0,3.0,,0.0,17.0,18.0,7.0,10.0,6.0,5.0,,,,,,,,90.0,40.0,6.6,4.0,0.00254224,71.084266601964,11.0,24.15,12.495,,1,,0.01,0.01,-0.15,,,,,1.0,2.0,1.0,5.0,,,1.0,2.0,2.0,,,,,0.0665,,,-0.05,True,1.0,1.0,1.0,,,,,,,,,,,
14771922,home,Damac FC,Abdulrahman Al-Obaid,abdulrahman-al-obaid,A. Al-Obaid,D,13,172.0,51,M,818705,EUR,736128000,D,13,13,False,39.0,33.0,6.0,3.0,0.0,18.0,18.0,15.0,21.0,4.0,4.0,,,,,,,,90.0,52.0,6.4,7.0,0.0707486,74.610932606124,9.0,49.455,24.99,,0,,0.1,0.04,-0.21,,,,1.0,,,,,,,1.0,,,,,,,,44.359473717995,2.0,,,,,,1.0,1.0,,,,,,,,,
14771922,home,Damac FC,Dhari Al-Enezi,dhari-al-enezi,D. Al-Enezi,D,20,170.0,42,M,1214301,EUR,957571200,D,20,20,False,26.0,21.0,2.0,,0.0,11.0,12.0,10.0,14.0,2.0,3.0,,,,,,,,71.0,42.0,6.0,7.0,0.0242653,100.70212458341,9.0,50.505,24.15,,0,,0.07,0.06,-0.65,,Dhari Al-Enezi,,2.0,,,1.0,5.0,,,1.0,2.0,2.0,,1.0,,2.0,,43.661062418596,2.0,,,2.0,1.0,,1.0,,1.0,,,,,,,,
14771922,home,Damac FC,Morlaye Sylla,morlaye-sylla,M. Sylla,M,2,170.0,6357,M,822492,EUR,901497600,M,2,2,False,38.0,35.0,4.0,3.0,0.0,18.0,20.0,17.0,18.0,1.0,8.0,,,,,,,,90.0,48.0,6.7,7.0,0.0232607,178.55030704676,15.0,45.465,22.155,,0,,0.03,0.1,-0.04,,,,,,,4.0,3.0,1.0,,,1.0,1.0,,,,,,54.414253539762,2.0,,,3.0,2.0,,,3.0,,morlayesylla2,2.0,,,,,,
14771922,home,Damac FC,Riyadh Sharahili,riyadh-sharahili,R. Sharahili,M,26,185.0,28,M,818624,EUR,735955200,M,26,26,False,21.0,18.0,1.0,1.0,0.0,10.0,10.0,8.0,11.0,,3.0,,,,,,,,71.0,26.0,6.5,4.0,0.00855164,20.443370812845,3.0,5.04,6.405,,1,,0.01,0.05,-0.01,,,,,1.0,,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,0.0225,,,-0.09,,,,,,1.0,,,,,,,,,
14771922,home,Damac FC,Valentín Vada,valentin-vada,V. Vada,M,8,175.0,250,M,580802,EUR,826070400,M,8,8,False,54.0,45.0,2.0,1.0,0.0,24.0,28.0,21.0,26.0,,6.0,,,,,,,,84.0,67.0,6.7,12.0,0.0186348,167.26312155939,22.0,103.215,11.865,,3,,0.07,0.27,-0.04,,,,1.0,,,1.0,2.0,,1.0,,1.0,,1.0,,3.0,,0.0612,18.828771202604,1.0,-0.2,,1.0,1.0,,,1.0,,,1.0,,,,,,
14771922,home,Damac FC,Abdullah Al-Qahtani,abdullah-al-qahtani,A. Al-Qahtani,M,7,172.0,38,M,974064,EUR,854668800,M,7,7,False,28.0,23.0,1.0,1.0,0.0,8.0,10.0,15.0,18.0,,4.0,1.0,,,,,,,90.0,43.0,5.9,12.0,0.00657008,66.384723663746,10.0,-15.75,5.46,,0,,-0.11,-0.51,-0.35,,,,,2.0,1.0,12.0,7.0,3.0,,,1.0,1.0,1.0,2.0,,3.0,,,,,,6.0,2.0,,,,,,2.0,,,,,,
