match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_aerialLost,stat_accurateCross,stat_dispossessed,stat_goalAssist,stat_totalContest,stat_wonContest,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated
11406786,home,Monza,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,16,16,False,60.0,50.0,28.0,18.0,38.0,40.0,12.0,20.0,1.0,1.0,2.0,11.0,1.0,3.0,4.0,2.0,1.0,1.0,90.0,74.0,7.7,10.0,0.00738261,0,-0.2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406786,home,Monza,Samuele Birindelli,,,samuele-birindelli,S. Birindelli,M,19,175,231,M,,856729,EUR,932342400,D,19,19,False,70.0,64.0,3.0,1.0,30.0,32.0,34.0,42.0,,,1.0,1.0,,,,,,,90.0,97.0,7.1,13.0,0.18934,4,,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.1107,3.0,,,,,,,,,,,,,,,
11406786,home,Monza,Armando Izzo,,,armando-izzo,A. Izzo,D,4,183,521,M,,165583,EUR,699494400,D,4,4,False,63.0,55.0,5.0,4.0,43.0,48.0,12.0,15.0,2.0,1.0,3.0,5.0,,,,,,,78.0,74.0,6.8,8.0,0.00421759,0,,,2.0,4.0,,,2.0,2.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,
11406786,home,Monza,Pablo Marí,,,pablo-mari,P. Marí,D,30,191,1707,M,,208988,EUR,746755200,D,22,22,False,43.0,37.0,12.0,8.0,31.0,31.0,6.0,12.0,2.0,,5.0,1.0,,,,,,,90.0,59.0,7.0,6.0,0.00242092,0,,,2.0,3.0,,,3.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
11406786,home,Monza,Georgios Kyriakopoulos,,,georgios-kyriakopoulos,G. Kyriakopoulos,M,77,186,878,M,,377302,EUR,823478400,D,77,77,False,33.0,31.0,3.0,2.0,17.0,18.0,15.0,17.0,4.0,,1.0,1.0,,,,,,,65.0,55.0,6.6,5.0,0.0773612,2,,2.0,1.0,1.0,1.0,1.0,,,,,,,0.1582,1.0,,3.0,1.0,1.0,,,,,,,,,,,
11406786,home,Monza,Roberto Gagliardini,,,roberto-gagliardini,R. Gagliardini,M,63,188,567,M,,287057,EUR,765676800,M,6,6,False,40.0,36.0,2.0,2.0,22.0,25.0,14.0,15.0,2.0,1.0,2.0,,,,,,,,78.0,50.0,7.0,5.0,0.0198237,2,,,2.0,4.0,2.0,,,2.0,1.0,1.0,,,0.1335,2.0,,1.0,,,,,,,,,,,,,
11406786,home,Monza,Warren Bondo,,,warren-bondo,W. Bondo,M,38,177,2004,M,,1000366,EUR,1063584000,M,38,38,False,35.0,35.0,1.0,1.0,21.0,21.0,14.0,14.0,3.0,1.0,,3.0,,,,,,,90.0,43.0,7.0,2.0,0.0197643,0,,,,5.0,,,,4.0,3.0,2.0,1.0,1.0,,2.0,,1.0,,,1.0,,,,,,,,,,
11406786,home,Monza,Andrea Colpani,,,colpani-andrea,A. Colpani,M,28,186,944,M,,928122,EUR,926380800,M,28,28,False,23.0,15.0,3.0,1.0,4.0,7.0,11.0,16.0,3.0,1.0,2.0,4.0,,,,,,,54.0,33.0,6.6,12.0,0.00398193,1,,,1.0,2.0,1.0,,2.0,,,2.0,,,0.0213,,,,,1.0,,2.0,1.0,,,,,,,,
11406786,home,Monza,Matteo Pessina,,,matteo-pessina,M. Pessina,M,32,183,659,M,,350210,EUR,861580800,M,32,32,False,57.0,52.0,6.0,3.0,25.0,28.0,27.0,30.0,4.0,,3.0,5.0,,,,,,,90.0,70.0,7.1,8.0,0.0879989,1,,1.0,1.0,6.0,1.0,,,1.0,1.0,,3.0,,0.2327,1.0,,3.0,,,,2.0,1.0,True,,,,,,,
11406786,home,Monza,Alessio Zerbin,,,alessio-zerbin,A. Zerbin,M,7,182,1060,M,,869888,EUR,920419200,M,20,20,False,27.0,24.0,3.0,2.0,9.0,10.0,16.0,19.0,12.0,2.0,,5.0,,,,,,,90.0,54.0,7.0,12.0,0.213277,2,,2.0,1.0,9.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0851,3.0,,4.0,1.0,2.0,,8.0,5.0,,1.0,0.256,,,,,
