match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalClearance,stat_totalTackle,stat_wonTackle,captain,stat_accurateCross,stat_shotOffTarget,stat_outfielderBlock,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_keyPass,stat_blockedScoringAttempt,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_bigChanceCreated,stat_penaltyConceded
10388368,home,1. FC Köln,Marvin Schwäbe,,,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,20,20,False,33.0,29.0,13.0,9.0,24.0,26.0,5.0,7.0,1.0,1.0,3.0,2.0,2.0,90.0,36.0,6.2,4.0,0.0,0.0,0.002134,0,-0.5769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388368,home,1. FC Köln,Benno Schmitz,,,benno-schmitz,B. Schmitz,D,6,182,70,M,147775,EUR,785030400,D,2,2,False,38.0,21.0,10.0,3.0,11.0,16.0,10.0,23.0,2.0,9.0,4.0,,,62.0,57.0,5.6,24.0,0.0,0.0,0.0209825,0,,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388368,home,1. FC Köln,Timo Hübers,,,timo-hubers,T. Hübers,D,4,190,271,M,387220,EUR,837820800,D,4,4,False,65.0,56.0,6.0,2.0,40.0,46.0,16.0,19.0,1.0,2.0,10.0,,,90.0,72.0,6.7,9.0,0.0,0.0,0.0241892,0,,,4.0,7.0,1.0,,2.0,2.0,3.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
10388368,home,1. FC Köln,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,48.0,37.0,8.0,3.0,29.0,33.0,8.0,15.0,1.0,3.0,4.0,,,90.0,60.0,6.6,12.0,0.0,0.0,0.00484714,0,,,1.0,5.0,1.0,,1.0,,3.0,,1.0,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
10388368,home,1. FC Köln,Jonas Hector,,,jonas-hector,J. Hector,D,,185,234,,124544,EUR,643766400,D,14,14,False,44.0,41.0,3.0,2.0,25.0,27.0,17.0,19.0,,6.0,9.0,,,90.0,77.0,7.2,11.0,0.0152,0.0,0.0867466,1,,2.0,3.0,16.0,2.0,4.0,4.0,4.0,2.0,,2.0,,2.0,7.0,6.0,True,1.0,1.0,,,,,,,,,,,,,,,,,
10388368,home,1. FC Köln,Eric Martel,,,martel-eric,E. Martel,M,6,186,936,M,988639,EUR,1020038400,M,6,6,False,44.0,33.0,3.0,1.0,18.0,20.0,15.0,25.0,1.0,5.0,8.0,,,90.0,67.0,7.4,16.0,0.1488,0.0,0.0235242,1,,1.0,1.0,9.0,1.0,2.0,,,5.0,1.0,,1.0,1.0,8.0,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,
10388368,home,1. FC Köln,Ellyes Skhiri,,,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,28,28,False,54.0,47.0,1.0,1.0,33.0,35.0,14.0,19.0,,4.0,6.0,,,90.0,68.0,6.5,13.0,0.1382,0.0,0.0114321,1,,,1.0,3.0,1.0,2.0,1.0,,1.0,3.0,,,,2.0,1.0,,,1.0,1.0,ellyes_skhiri,,,,,,,,,,,,,,,
10388368,home,1. FC Köln,Dejan Ljubičić,,,dejan-ljubicic,D. Ljubičić,M,21,186,826,M,869883,EUR,876268800,M,7,7,False,18.0,11.0,1.0,,4.0,6.0,9.0,19.0,2.0,10.0,3.0,,,82.0,34.0,6.2,18.0,0.7884,0.991,0.0802595,1,,7.0,,1.0,3.0,2.0,1.0,,,2.0,,2.0,,1.0,,,2.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,
10388368,home,1. FC Köln,Florian Kainz,,,florian-kainz,F. Kainz,M,11,176,502,M,78781,EUR,719884800,M,11,11,False,24.0,20.0,1.0,1.0,13.0,13.0,9.0,18.0,,3.0,5.0,,,62.0,38.0,6.7,11.0,0.121,0.0,0.0799369,2,,7.0,,,2.0,1.0,,,2.0,1.0,,,,,,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,
10388368,home,1. FC Köln,Linton Maina,,,linton-maina,L. Maina,M,37,173,490,M,921033,EUR,930096000,M,37,37,False,20.0,14.0,,,4.0,7.0,10.0,15.0,,5.0,4.0,,,82.0,28.0,6.2,12.0,0.0,0.0,0.0173628,0,,2.0,,2.0,,3.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
