match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalCross,stat_outfielderBlock,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,stat_dispossessed,stat_blockedScoringAttempt,stat_fouls,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,player_sofascoreId,stat_accurateCross,stat_goodHighClaim,stat_ownGoals,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
12764517,home,VfB Stuttgart,Fabian Bredlow,fabian-bredlow,F. Bredlow,G,1,191,219,M,152463,EUR,794102400,G,1,1,False,28.0,17.0,17.0,7.0,0.0,14.0,20.0,3.0,8.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,90.0,40.0,6.3,12.0,0.0043645,1.0,0,-0.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764517,home,VfB Stuttgart,Josha Vagnoman,josha-vagnoman,J. Vagnoman,D,4,186,545,M,906278,EUR,976492800,D,4,4,False,27.0,22.0,3.0,1.0,0.0,10.0,12.0,12.0,15.0,3.0,,,3.0,6.0,,,,,,61.0,42.0,6.0,7.0,0.0246752,,0,,1.0,4.0,3.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12764517,home,VfB Stuttgart,Ameen Al-Dakhil,al-dhakil,A. Al-Dakhil,D,2,185,567,M,1979970,EUR,1015372800,D,2,2,False,34.0,31.0,3.0,2.0,0.0,22.0,23.0,9.0,12.0,,,,,4.0,,,,,,71.0,41.0,6.4,4.0,0.0041132,,0,,1.0,2.0,1.0,1.0,,,,Ameen,Al-Dakhil,1.0,3.0,,,,,,,,,,,,,,,,,
12764517,home,VfB Stuttgart,Jeff Chabot,julian-chabot,J. Chabot,D,24,194,722,M,863271,EUR,887241600,D,24,24,False,41.0,35.0,7.0,2.0,0.0,26.0,27.0,9.0,14.0,3.0,,,5.0,3.0,,,,,,90.0,54.0,6.3,7.0,0.00919174,,1,,,1.0,1.0,,1.0,1.0,,,,,,2.0,1.0,0.0328,,,,,,,,,,,,,,
12764517,home,VfB Stuttgart,Maximilian Mittelstädt,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,False,35.0,31.0,2.0,1.0,0.0,18.0,18.0,13.0,21.0,11.0,2.0,1.0,2.0,5.0,3.0,,,,,90.0,69.0,7.1,11.0,0.106732,,1,,,6.0,3.0,2.0,6.0,5.0,1.0,,,4.0,1.0,1.0,,0.0198,1.0,1.0,1.0,,,,,,,,,,,
12764517,home,VfB Stuttgart,Atakan Karazor,atakan-karazor,A. Karazor,M,16,190,1077,M,801030,EUR,845164800,M,16,16,False,51.0,44.0,3.0,1.0,0.0,17.0,22.0,27.0,29.0,8.0,,,2.0,5.0,1.0,,,,,90.0,65.0,6.9,8.0,0.0338132,3.0,0,,,5.0,1.0,2.0,6.0,1.0,,,,,,1.0,,,,,4.0,True,,,,,,,,,,
12764517,home,VfB Stuttgart,Angelo Stiller,stiller-angelo,A. Stiller,M,6,183,7435,M,901882,EUR,986342400,M,6,6,False,55.0,48.0,6.0,3.0,0.0,17.0,18.0,31.0,39.0,3.0,2.0,1.0,1.0,6.0,,,,,,71.0,69.0,6.8,12.0,0.207142,1.0,0,,,3.0,,2.0,2.0,1.0,1.0,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,
12764517,home,VfB Stuttgart,Chris Führich,chris-fuhrich,C. Führich,M,10,178,1567,M,891510,EUR,884304000,M,27,27,False,20.0,15.0,1.0,,0.0,5.0,6.0,10.0,14.0,6.0,2.0,1.0,1.0,2.0,,,,,,90.0,34.0,6.9,8.0,0.189447,,2,,1.0,3.0,,,5.0,1.0,1.0,,,,,,,0.4046,1.0,,,,2.0,1.0876,,,,,,,,
12764517,home,VfB Stuttgart,Enzo Millot,millot-enzo,E. Millot,M,10,175,4909,M,957889,EUR,1026864000,M,8,8,False,47.0,38.0,1.0,1.0,0.0,13.0,17.0,25.0,32.0,6.0,3.0,2.0,,8.0,1.0,,,,,90.0,64.0,6.9,17.0,0.0280442,1.0,1,,,5.0,1.0,,3.0,2.0,2.0,,,2.0,,,1.0,0.0832,3.0,,,,,,1.0,,,,,,,
12764517,home,VfB Stuttgart,Jamie Leweling,leweling-jamie,J. Leweling,M,18,184,1958,M,990201,EUR,983145600,M,18,18,False,24.0,19.0,,,0.0,5.0,7.0,14.0,18.0,3.0,4.0,1.0,1.0,3.0,1.0,,,,,78.0,40.0,6.5,9.0,0.144687,1.0,1,,,4.0,,2.0,1.0,1.0,,,,1.0,,,,0.0349,,1.0,1.0,,,,,,,,,,,
