match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_fouls,captain,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_totalCross,player_firstName,player_lastName,stat_penaltyWon,stat_goalAssist,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_penaltyConceded,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_hitWoodwork,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated,stat_errorLeadToAGoal
11396311,home,SV Werder Bremen,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,30,30,False,37.0,30.0,13.0,7.0,27.0,30.0,3.0,7.0,1.0,1.0,12.0,1.0,3.0,1.0,3.0,1.0,90.0,51.0,7.4,7.0,0.00291138,0,1.2895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396311,home,SV Werder Bremen,Niklas Stark,niklas-stark,N. Stark,D,4,190,247,M,229544,EUR,797817600,D,4,4,False,47.0,37.0,12.0,6.0,30.0,34.0,7.0,13.0,3.0,1.0,3.0,2.0,,,,,90.0,52.0,6.4,10.0,0.0026404,0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396311,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,53.0,43.0,6.0,2.0,35.0,42.0,8.0,11.0,7.0,5.0,5.0,,,,,,90.0,67.0,7.1,11.0,0.00911942,1,,3.0,4.0,4.0,1.0,True,2.0,2.0,1.0,2.0,1.0,1.0,0.0298,1.0,,,,,,,,,,,,,,,,,,,
11396311,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,D,3,3,False,53.0,48.0,3.0,2.0,40.0,42.0,8.0,12.0,3.0,3.0,7.0,1.0,,,,,90.0,60.0,6.8,6.0,0.0118615,0,,1.0,2.0,2.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
11396311,home,SV Werder Bremen,Felix Agu,agu-felix,F. Agu,M,27,180,629,M,933398,EUR,938390400,M,27,27,False,16.0,11.0,1.0,,6.0,9.0,5.0,8.0,7.0,,,3.0,,,,,89.0,31.0,7.5,6.0,0.00225741,1,,1.0,,1.0,,,,,1.0,1.0,4.0,3.0,0.1773,,1.0,,,1.0,,,,,,,,,,,,,,,
11396311,home,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,M,20,20,False,31.0,26.0,1.0,1.0,6.0,7.0,20.0,25.0,1.0,,3.0,,,,,,72.0,38.0,6.8,9.0,0.0755365,0,,1.0,,5.0,,,1.0,,,,1.0,1.0,,2.0,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,,
11396311,home,SV Werder Bremen,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,40.0,30.0,3.0,2.0,20.0,22.0,10.0,18.0,3.0,3.0,8.0,1.0,,,,,90.0,51.0,6.9,11.0,0.026441,0,,2.0,,5.0,3.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,
11396311,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,49.0,35.0,6.0,2.0,24.0,31.0,11.0,18.0,8.0,3.0,6.0,1.0,,,,,85.0,63.0,7.1,15.0,0.0738052,2,,,4.0,3.0,3.0,,,,1.0,,3.0,2.0,0.1268,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,
11396311,home,SV Werder Bremen,Olivier Deman,deman-olivier,O. Deman,D,2,181,445,M,960114,EUR,954979200,M,2,2,False,21.0,12.0,3.0,1.0,9.0,11.0,3.0,12.0,3.0,2.0,6.0,,,,,,90.0,35.0,6.1,12.0,0.00118587,2,,1.0,2.0,9.0,5.0,,,,1.0,,1.0,1.0,0.1353,,2.0,,,,,2.0,1.0,,,1.0,1.0,,,,,,,,
11396311,home,SV Werder Bremen,Marvin Ducksch,marvin-ducksch,M. Ducksch,F,33,187,1088,M,258325,EUR,762998400,F,7,7,False,35.0,18.0,2.0,1.0,6.0,10.0,13.0,28.0,1.0,,4.0,1.0,,,,,72.0,51.0,7.1,22.0,0.187509,2,,2.0,,4.0,,,,,,1.0,,,0.867,1.0,3.0,,,,,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,,,,,
