match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_dispossessed,stat_wonTackle,stat_totalOffside,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,captain,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_goalAssist,stat_outfielderBlock,stat_goals
11368706,home,Almería,Luís Maximiano,,,luis-maximiano,L. Maximiano,G,81,190,768,M,845797,EUR,915494400,G,25,25,False,31.0,27.0,6.0,2.0,25.0,26.0,2.0,5.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,90.0,39.0,5.7,4.0,0.00059971,0,-1.3186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368706,home,Almería,Marc Pubill,,,marc-pubill,Pubill,D,18,190,2708,M,1094106,EUR,1056067200,D,18,18,False,26.0,21.0,5.0,3.0,15.0,17.0,6.0,10.0,2.0,2.0,,,,,,90.0,54.0,6.4,12.0,0.00647907,1,,1.0,3.0,6.0,4.0,1.0,2.0,2.0,2.0,3.0,0.035,2.0,,,,,,,,,,,,,,,,,,,,,
11368706,home,Almería,César Montes,,,cesar-montes,C. Montes,D,23,195,1738,M,818406,EUR,856742400,D,22,22,False,52.0,39.0,11.0,2.0,32.0,36.0,7.0,16.0,1.0,4.0,,,,,,90.0,56.0,5.9,13.0,0.00258829,0,,,1.0,3.0,2.0,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
11368706,home,Almería,Aleksandar Radovanović,,,aleksandar-radovanovic,A. Radovanović,D,16,189,129,M,823996,EUR,752976000,D,16,16,False,14.0,13.0,1.0,,10.0,10.0,3.0,4.0,1.0,,,,,,,22.0,16.0,6.2,1.0,0.00068692,0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11368706,home,Almería,Álex Centelles,,,centelles-alex,Á. Centelles,D,20,185,70,M,964174,EUR,935971200,D,20,20,False,40.0,34.0,10.0,5.0,17.0,18.0,17.0,26.0,2.0,4.0,,,,,,90.0,66.0,6.7,15.0,0.0138557,0,,4.0,3.0,4.0,7.0,,2.0,3.0,2.0,,,,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11368706,home,Almería,Jonathan Viera,,,jonathan-viera,J. Viera,M,21,171,424,M,129451,EUR,624931200,M,8,8,False,30.0,28.0,1.0,1.0,18.0,19.0,10.0,13.0,,1.0,,,,,,63.0,45.0,6.7,10.0,0.0170927,0,,2.0,1.0,4.0,6.0,,1.0,4.0,2.0,1.0,,2.0,1.0,,,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,
11368706,home,Almería,Edgar González,,,edgar-gonzalez,E. González,D,12,193,375,M,914522,EUR,859852800,M,3,3,False,72.0,65.0,7.0,3.0,53.0,59.0,12.0,13.0,5.0,6.0,,,,,,90.0,93.0,6.9,10.0,0.00349067,1,,,6.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,0.091,,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,
11368706,home,Almería,Lucas Robertone,,,lucas-robertone,L. Robertone,M,8,173,656,M,848926,EUR,858643200,M,5,5,False,36.0,32.0,2.0,1.0,16.0,17.0,17.0,22.0,,4.0,,,,,,77.0,53.0,6.6,9.0,0.154505,0,,3.0,1.0,3.0,4.0,,2.0,3.0,2.0,1.0,,1.0,,2.0,,,,1.0,,,,True,1.0,,,,,,,,,,
11368706,home,Almería,Largie Ramazani,,,largie-ramazani,L. Ramazani,M,17,167,1568,M,909966,EUR,983232000,F,7,7,False,18.0,12.0,1.0,1.0,2.0,2.0,10.0,18.0,,5.0,,,,,,90.0,42.0,7.1,15.0,0.0221458,3,,2.0,2.0,4.0,4.0,1.0,,4.0,2.0,,0.4169,2.0,1.0,4.0,,,,,3.0,1.0,,,,1.0,1.0,1.0,0.6259,,,,,,
11368706,home,Almería,Marko Milovanović,Marko,Milovanović,marko-milovanovic,M. Milovanović,F,9,196,376,M,1100957,EUR,1059955200,F,29,29,False,8.0,7.0,,,3.0,3.0,4.0,6.0,,1.0,,,,,,45.0,13.0,6.8,2.0,0.0103409,1,,1.0,1.0,1.0,4.0,1.0,,,2.0,1.0,0.0291,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
11368706,home,Almería,Sergio Arribas,,,sergio-arribas,S. Arribas,M,11,174,2229,M,997203,EUR,1001808000,F,19,19,False,19.0,17.0,1.0,,9.0,10.0,9.0,12.0,,2.0,,,,,,45.0,24.0,6.5,5.0,0.0850816,0,,3.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,
11368706,home,Almería,Marcos Peña,Marcos Peña,,pena-marcos,M. Peña,M,8,180,49,M,1493216,EUR,1106352000,M,26,26,True,36.0,32.0,1.0,,30.0,31.0,2.0,5.0,,5.0,,,,,,68.0,49.0,6.8,7.0,0.00107908,2,,,1.0,6.0,7.0,1.0,5.0,1.0,1.0,2.0,0.1402,,1.0,2.0,2.0,4.0,,1.0,,,,,,1.0,1.0,,0.0718,,,,,,
11368706,home,Almería,Adrián Embarba,,,adrian-embarba,A. Embarba,M,23,173,477,M,346516,EUR,705196800,F,10,10,True,14.0,12.0,1.0,1.0,4.0,5.0,9.0,14.0,,2.0,,,,,,45.0,30.0,7.2,11.0,0.221315,2,,5.0,1.0,3.0,2.0,,,2.0,,,0.0772,1.0,1.0,1.0,,,,,3.0,1.0,1.0,,1.0,,2.0,,0.8661,,,,,,
11368706,home,Almería,Léo Baptistão,,,leo-baptistao,Léo Baptistão,M,12,181,560,M,252857,EUR,714787200,F,12,12,True,11.0,8.0,1.0,,3.0,4.0,5.0,8.0,,1.0,,,,,,45.0,17.0,6.6,5.0,0.00403869,2,,1.0,2.0,3.0,,,,1.0,,1.0,0.0556,1.0,,1.0,,,,,,,,,,,1.0,1.0,0.141,,,,,,
11368706,home,Almería,Luka Romero,Luka Romero,,luka-romero,L. Romero,F,18,169,4732,M,1032022,EUR,1100736000,F,38,38,True,8.0,7.0,,,2.0,2.0,5.0,7.0,,2.0,,,,,,27.0,10.0,6.6,2.0,0.00400953,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,lukaromero10,,,,,
11368706,home,Almería,Dion Lopy,,,dion-lopy,D. Lopy,M,17,186,2405,M,982327,EUR,1012608000,M,6,6,True,6.0,5.0,,,4.0,5.0,1.0,1.0,,3.0,,,,,,13.0,10.0,6.5,3.0,0.00239932,0,,,2.0,3.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11368706,home,Almería,Fernando Martínez,,,fernando-martinez,F. Martínez,G,13,185,172,M,139925,EUR,644976000,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368706,home,Almería,Diego Mariño,,,diego-marino,D. Mariño,G,1,187,90,M,69379,EUR,642211200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368706,home,Almería,Alejandro Pozo,,,alejandro-pozo,A. Pozo,D,7,174,158,M,848080,EUR,919641600,D,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368706,home,Almería,Bruno Langa,,,bruno-langa,B. Langa,D,24,178,2435,M,987490,EUR,878256000,D,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368706,home,Almería,Chumi,,,chumi,Chumi,D,21,186,188,M,913455,EUR,920332800,D,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368706,home,Almería,Iddrisu Baba,,,iddrisu-baba,I. Baba,M,14,182,943,M,914014,EUR,822268800,M,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368706,away,Osasuna,Sergio Herrera,,,sergio-herrera,S. Herrera,G,1,192,995,M,294377,EUR,736646400,G,1,1,False,40.0,28.0,28.0,16.0,21.0,24.0,7.0,16.0,1.0,7.0,,1.0,5.0,2.0,1.0,90.0,49.0,8.5,12.0,0.0011424,0,1.7048,,,,2.0,,,,,,,,2.0,,,,,,,,,True,,,,,,,1.0,1.0,,,
11368706,away,Osasuna,Jesús Areso,,,jesus-areso,J. Areso,D,12,183,656,M,910267,EUR,930873600,D,12,12,False,34.0,29.0,4.0,2.0,15.0,16.0,14.0,19.0,,7.0,,,,,,90.0,55.0,7.3,14.0,0.0467758,0,,1.0,1.0,3.0,3.0,,1.0,2.0,,1.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,
