match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_unsuccessfulTouch,stat_wonContest,stat_lastManTackle,player_firstName,player_lastName,captain,stat_bigChanceMissed,stat_outfielderBlock,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAShot,stat_errorLeadToAGoal
12499599,home,FC Bayern München,Daniel Peretz,daniel-peretz,D. Peretz,G,41,190,3561,M,1048265,EUR,963187200,G,18,18,False,26.0,20.0,8.0,3.0,0.0,17.0,21.0,3.0,5.0,1.0,6.0,90.0,28.0,6.3,6.0,0.00101383,0,-0.3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499599,home,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,355492,EUR,864691200,D,27,27,False,38.0,38.0,1.0,1.0,0.0,11.0,11.0,28.0,28.0,,,69.0,53.0,7.4,5.0,0.202666,1,,KonradLaimer,1.0,1.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.3358,0.4793,1.0,,,,,,,,,,,,,,,,,
12499599,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14152,M,798583,EUR,909446400,D,2,2,False,74.0,72.0,4.0,4.0,0.0,42.0,42.0,30.0,32.0,3.0,8.0,90.0,89.0,7.4,2.0,0.0122452,2,,Upamecano,,,2.0,5.0,8.0,2.0,,,,,,3.0,2.0,1.0,,0.1724,,,4.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,
12499599,home,FC Bayern München,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15013,M,896569,EUR,848016000,D,3,3,False,71.0,66.0,6.0,4.0,0.0,33.0,36.0,33.0,35.0,1.0,5.0,82.0,80.0,6.9,6.0,0.013683,1,,kiminjae3,,,1.0,1.0,6.0,,,,,,,1.0,,,,0.066,,,5.0,1.0,,2.0,,1.0,,,,,,,,,,,
12499599,home,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29613,M,843665,EUR,973123200,D,19,19,False,69.0,64.0,1.0,1.0,1.0,28.0,29.0,36.0,41.0,1.0,3.0,82.0,93.0,8.5,12.0,0.0775108,1,,ADavies19,1.0,,,7.0,9.0,3.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,,,0.3621,0.778,1.0,1.0,,,,3.0,2.0,3.0,2.0,,,,,,,,,
12499599,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,259117,EUR,792201600,M,6,6,False,89.0,83.0,4.0,4.0,1.0,34.0,35.0,52.0,60.0,,10.0,90.0,104.0,8.8,10.0,0.836125,2,,Jok_32,6.0,3.0,,2.0,3.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.1658,0.0718,2.0,1.0,,1.0,,1.0,,,,,,True,1.0,,,,,
12499599,home,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12148,M,184661,EUR,792028800,M,8,8,False,100.0,91.0,3.0,1.0,0.0,33.0,35.0,58.0,65.0,,6.0,90.0,111.0,7.8,9.0,0.373528,2,,leon_goretzka,,,,4.0,8.0,4.0,,2.0,1.0,,,1.0,1.0,,,0.0831,,2.0,5.0,,2.0,,,,2.0,,,,,,1.0,,,,
12499599,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79532,M,978838,EUR,1008115200,M,17,17,False,49.0,41.0,1.0,,1.0,6.0,8.0,37.0,46.0,1.0,5.0,82.0,70.0,8.2,15.0,0.7995,2,,MOlise,5.0,2.0,,6.0,6.0,1.0,,7.0,2.0,,,1.0,,3.0,,0.1312,,5.0,,1.0,1.0,,,2.0,5.0,,,,,1.0,,,,,
12499599,home,FC Bayern München,Jamal Musiala,jamal-musiala,J. Musiala,M,10,184,116690,M,1010231,EUR,1046217600,M,42,42,False,57.0,48.0,,,1.0,8.0,8.0,40.0,49.0,,2.0,90.0,81.0,9.5,13.0,0.233549,3,,Bambi,,,,2.0,11.0,1.0,,4.0,1.0,3.0,1.0,4.0,3.0,,,0.7679,1.5137,3.0,,,,,4.0,2.0,3.0,,,,,1.0,,,,,
12499599,home,FC Bayern München,Leroy Sané,leroy-sane,L. Sané,M,10,184,41295,M,293519,EUR,821318400,M,10,10,False,43.0,41.0,1.0,1.0,0.0,10.0,10.0,32.0,36.0,,5.0,90.0,66.0,7.6,14.0,0.759136,3,,LeroySane,3.0,1.0,1.0,8.0,5.0,,1.0,9.0,1.0,1.0,1.0,,,1.0,,0.7875,0.4993,3.0,1.0,2.0,,1.0,,4.0,4.0,,,,,1.0,,,,,
