match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_wonTackle,stat_shotOffTarget,stat_hitWoodwork,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_goalAssist,stat_bigChanceCreated,stat_goals
11391327,home,Le Havre,Arthur Desmas,arthur-desmas,A. Desmas,G,16,196,105,M,798306,EUR,765676800,G,30,30,False,27.0,20.0,13.0,6.0,17.0,19.0,3.0,8.0,1.0,2.0,2.0,9.0,2.0,1.0,3.0,1.0,1.0,90.0,40.0,6.8,7.0,0.00242377,0,-0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391327,home,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189,741,M,1035988,EUR,1018569600,D,93,93,False,31.0,23.0,4.0,3.0,11.0,12.0,12.0,20.0,,6.0,3.0,5.0,2.0,,,,,90.0,52.0,6.7,12.0,0.00527977,0,,,,True,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
11391327,home,Le Havre,Étienne Youte Kinkoue,etienne-youte-kinkoue,É. Y. Kinkoue,D,6,195,254,M,980406,EUR,1010966400,D,6,6,False,42.0,39.0,3.0,1.0,27.0,28.0,12.0,14.0,1.0,2.0,3.0,7.0,,,,,,90.0,52.0,7.0,3.0,0.00689925,0,,,,,,1.0,,,,,3.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11391327,home,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,False,54.0,39.0,8.0,3.0,28.0,31.0,11.0,23.0,4.0,6.0,2.0,6.0,,,,,,90.0,66.0,7.0,15.0,0.0249724,1,,,,,,2.0,1.0,,,,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,0.1219,1.0,,,,,,,,,,,,
11391327,home,Le Havre,Oualid El Hajjam,oualid-el-hajjam,O. E. Hajjam,D,2,180,439,M,363532,EUR,666921600,D,17,17,False,24.0,20.0,4.0,2.0,11.0,13.0,10.0,14.0,,,2.0,1.0,,,,,,78.0,43.0,6.6,9.0,0.062559,2,,,,,3.0,6.0,3.0,1.0,,,2.0,,2.0,,,,1.0,,0.0414,1.0,1.0,1.0,2.0,0.3058,,,,,,,,
11391327,home,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166,2008,M,1000442,EUR,1014595200,M,8,8,False,39.0,32.0,4.0,1.0,12.0,14.0,22.0,29.0,,6.0,,4.0,2.0,,,,,78.0,57.0,7.2,12.0,0.24341,1,,,,,4.0,8.0,4.0,,2.0,1.0,,3.0,1.0,2.0,,2.0,1.0,,0.1217,3.0,2.0,,2.0,,,,,,,,,
11391327,home,Le Havre,Abdoulaye Touré,abdoulaye-toure,A. Touré,M,94,187,3161,M,149732,EUR,762652800,M,94,94,False,53.0,41.0,3.0,1.0,21.0,26.0,20.0,27.0,3.0,6.0,,5.0,1.0,,,,,89.0,67.0,6.9,19.0,0.0319278,1,,,,,,2.0,,1.0,,,1.0,2.0,,1.0,,1.0,1.0,,0.0212,1.0,,,3.0,,,,,,,,,
11391327,home,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179,819,M,54308,EUR,663897600,M,7,7,False,18.0,17.0,1.0,1.0,2.0,2.0,15.0,18.0,,3.0,1.0,3.0,1.0,,,,,65.0,35.0,6.8,6.0,0.162464,2,,,,,2.0,5.0,,2.0,2.0,1.0,,1.0,2.0,,,1.0,1.0,,0.2043,1.0,,,,,1.0,,,,,,,
11391327,home,Le Havre,Daler Kuzyaev,daler-kuzyaev,D. Kuzyaev,M,14,182,744,M,541426,EUR,727056000,M,14,14,False,47.0,37.0,4.0,3.0,8.0,9.0,29.0,41.0,,1.0,,3.0,,,,,,90.0,59.0,7.1,14.0,0.0679416,1,,,,,3.0,5.0,2.0,,1.0,1.0,1.0,,1.0,3.0,,,1.0,,0.0098,2.0,,,1.0,,,,,,,,,
11391327,home,Le Havre,Emmanuel Sabbi,emmanuel-sabbi,E. Sabbi,F,11,175,311,M,880765,EUR,882921600,M,11,11,False,25.0,16.0,,,8.0,9.0,8.0,19.0,2.0,9.0,,8.0,2.0,,,,,65.0,53.0,7.3,18.0,0.0338514,3,,,,,3.0,6.0,,3.0,5.0,3.0,3.0,2.0,,1.0,,,,,0.1573,,,1.0,1.0,0.0242,2.0,,,,,,,
