match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceCreated,captain,stat_totalOffside,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded,stat_goalAssist
11453158,home,Al-Hilal,Bono,,,bono,Bono,G,37,195.0,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,23.0,22.0,6.0,5.0,20.0,20.0,2.0,3.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,90.0,30.0,7.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453158,home,Al-Hilal,Saud Abdulhamid,,,abdulhamid-saud,S. Abdulhamid,D,23,178.0,8457,M,s.abdulhamed66,966849,EUR,932256000,D,66,66,False,37.0,29.0,2.0,1.0,9.0,10.0,21.0,29.0,2.0,2.0,,,,,,90.0,61.0,6.8,19.0,0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11453158,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187.0,26133,M,kkoulibaly26,126071,EUR,677376000,D,3,3,False,66.0,58.0,10.0,6.0,29.0,29.0,29.0,37.0,4.0,8.0,,,,,,90.0,77.0,7.2,9.0,1,,,3.0,4.0,4.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
11453158,home,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182.0,1057,M,,1138857,EUR,627609600,D,5,5,False,62.0,58.0,3.0,1.0,41.0,42.0,17.0,20.0,1.0,10.0,,,,,,90.0,71.0,7.8,4.0,3,,,1.0,2.0,3.0,,,2.0,,,,,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,
11453158,home,Al-Hilal,Renan Lodi,,,renan-lodi,R. Lodi,D,16,173.0,4256,M,renan_lodi,851150,EUR,891993600,D,6,6,False,39.0,36.0,1.0,1.0,11.0,12.0,26.0,30.0,1.0,2.0,,,,,,68.0,65.0,7.1,9.0,1,3.0,1.0,,6.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,,,2.0,1.0,,,,,1.0,1.0,,,,,,,
11453158,home,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181.0,15472,M,rubenneves,280955,EUR,858211200,M,8,8,False,66.0,59.0,9.0,5.0,22.0,23.0,38.0,52.0,1.0,8.0,,,,,,90.0,90.0,8.3,17.0,3,9.0,1.0,1.0,4.0,6.0,1.0,,4.0,2.0,2.0,,3.0,1.0,2.0,,2.0,3.0,,,1.0,1.0,1.0,,1.0,,,,,,
11453158,home,Al-Hilal,Salman Al-Faraj,,,salman-al-faraj,S. Al-Faraj,M,7,180.0,489,M,,148858,EUR,617932800,M,7,7,False,66.0,57.0,9.0,5.0,15.0,16.0,43.0,53.0,,3.0,,,,,,62.0,75.0,7.1,12.0,0,3.0,1.0,,3.0,2.0,1.0,1.0,2.0,,,,1.0,,,,,1.0,,,,,,,,True,,,,,
11453158,home,Al-Hilal,Michael,,,michael,Michael,M,96,166.0,9025,M,Michael19,878084,EUR,826588800,M,96,96,False,26.0,17.0,2.0,,2.0,2.0,15.0,28.0,,2.0,,,,,,88.0,51.0,8.1,19.0,4,4.0,,1.0,4.0,8.0,,1.0,3.0,3.0,1.0,,2.0,6.0,2.0,,,2.0,,,2.0,1.0,4.0,,,,,,,,
11453158,home,Al-Hilal,Mohamed Kanno,,,mohamed-kanno,M. Kanno,M,28,191.0,1575,M,,828524,EUR,780192000,M,28,28,False,18.0,16.0,,,3.0,4.0,13.0,14.0,,2.0,,,,,,63.0,28.0,6.9,5.0,1,,,1.0,5.0,5.0,1.0,1.0,2.0,,1.0,,,3.0,1.0,,,,2.0,,,,2.0,,,,,,,,
11453158,home,Al-Hilal,Nasser Al-Dawsari,,,nasser-al-dawsari,N. Al-Dawsari,M,16,178.0,1153,M,,872607,EUR,914025600,M,16,16,False,31.0,29.0,,,8.0,8.0,21.0,27.0,,3.0,,,,,,63.0,44.0,7.0,9.0,1,4.0,,,3.0,3.0,,1.0,3.0,2.0,2.0,,2.0,,1.0,,,2.0,,1.0,,,,,,,1.0,,,,
