match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_fouls,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,captain,stat_totalOffside,stat_blockedScoringAttempt,stat_goodHighClaim,stat_dispossessed
12624392,home,Al-Hilal,Bono,,,bono,Bono,G,37,195,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,37.0,30.0,17.0,10.0,0.0,27.0,31.0,3.0,6.0,7.0,2.0,5.0,90.0,44.0,7.1,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624392,home,Al-Hilal,João Cancelo,,,joao-cancelo,J. Cancelo,D,2,182,90162,M,JCancelo,138892,EUR,769996800,D,20,20,False,35.0,30.0,2.0,1.0,0.0,21.0,21.0,10.0,15.0,4.0,,,73.0,52.0,6.9,9.0,0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
12624392,home,Al-Hilal,Hassan Al Tambakti,,,hassan-al-tambakti,H. A. Tambakti,D,87,182,1188,M,,881837,EUR,918518400,D,87,87,False,47.0,41.0,7.0,4.0,0.0,30.0,32.0,11.0,15.0,3.0,,,90.0,57.0,6.6,7.0,0,,,,3.0,3.0,1.0,,2.0,,2.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
12624392,home,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182,1057,M,,1138857,EUR,627609600,D,5,5,False,46.0,42.0,4.0,4.0,0.0,29.0,31.0,13.0,15.0,2.0,,,90.0,52.0,6.6,4.0,0,,,4.0,2.0,4.0,,,4.0,,,,,,,1.0,,1.0,,,,,,,,,,,
12624392,home,Al-Hilal,Renan Lodi,,,renan-lodi,R. Lodi,D,16,173,4256,M,renan_lodi,851150,EUR,891993600,D,6,6,False,26.0,20.0,3.0,1.0,0.0,10.0,12.0,10.0,16.0,8.0,,,73.0,46.0,6.7,13.0,0,2.0,,2.0,2.0,4.0,,1.0,4.0,2.0,2.0,2.0,3.0,,,1.0,,,,,,,,,,,,,
12624392,home,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181,15472,M,rubenneves,280955,EUR,858211200,M,8,8,False,63.0,53.0,12.0,7.0,0.0,18.0,20.0,35.0,46.0,5.0,,,90.0,77.0,7.7,14.0,2,3.0,,2.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,
12624392,home,Al-Hilal,Sergej Milinković-Savić,,,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191,13384,M,sms,331447,EUR,793843200,M,22,22,False,40.0,32.0,3.0,2.0,0.0,11.0,13.0,21.0,31.0,9.0,,,90.0,61.0,7.6,15.0,3,4.0,,6.0,6.0,7.0,1.0,3.0,3.0,1.0,,,1.0,,,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,,,,,,
12624392,home,Al-Hilal,Kaio César,Kaio César,,kaio-cesar,Kaio César,M,37,168,5030,M,,1396009,EUR,1076803200,M,27,27,False,18.0,17.0,2.0,2.0,0.0,6.0,7.0,11.0,13.0,5.0,,,84.0,36.0,6.4,12.0,0,2.0,,,8.0,4.0,,8.0,,,2.0,2.0,1.0,2.0,2.0,,,1.0,,,,,,,,,,,
12624392,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171,13905,M,malcomoliveira_97,551772,EUR,856915200,M,77,77,False,34.0,30.0,2.0,2.0,1.0,7.0,8.0,25.0,32.0,2.0,,,90.0,49.0,7.5,12.0,1,6.0,2.0,1.0,1.0,2.0,,1.0,,,,,3.0,,4.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,
12624392,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171,11126,M,29salem,160893,EUR,682560000,M,29,29,False,38.0,29.0,3.0,1.0,1.0,4.0,8.0,26.0,32.0,2.0,,,90.0,55.0,8.1,16.0,3,2.0,1.0,,7.0,3.0,1.0,5.0,2.0,,,,4.0,,1.0,,,4.0,3.0,1.0,2.0,1.0,1.0,,True,1.0,,,
