match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_hitWoodwork,stat_aerialLost,stat_blockedScoringAttempt,stat_fouls,stat_dispossessed,stat_wonContest,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_totalOffside,stat_bigChanceCreated,stat_keyPass,captain,stat_outfielderBlock,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goals,stat_savedShotsFromInsideTheBox
14025225,home,Leeds United,Karl Darlow,karl-darlow,K. Darlow,G,26,185,574,M,123689,EUR,655344000,G,26,26,False,37.0,23.0,19.0,5.0,0.0,18.0,18.0,5.0,19.0,2.0,9.0,1.0,1.0,90.0,44.0,5.7,14.0,0.00901367,-0.0014,0,-1.4004,0.17,0.17,-0.04,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025225,home,Leeds United,Jayden Bogle,bogle-jayden,J. Bogle,D,2,178,805,M,929132,EUR,964656000,D,2,2,False,34.0,26.0,2.0,2.0,0.0,12.0,15.0,14.0,19.0,4.0,4.0,,,89.0,59.0,6.8,11.0,0.064261,,1,,0.25,0.1,-0.34,,3.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,0.024,-0.11,,,,,,,,,,,,,,,,,,,,,
14025225,home,Leeds United,Joe Rodon,rodon-joe,J. Rodon,D,6,193,1190,M,828640,EUR,877478400,D,6,6,False,74.0,69.0,1.0,1.0,0.0,50.0,51.0,19.0,23.0,5.0,4.0,,,90.0,82.0,6.8,5.0,0.0154471,,2,,0.26,0.04,-0.29,,,,5.0,,5.0,,,1.0,2.0,1.0,,,,0.0938,-0.19,,,1.0,,,,,,,,,,,,,,,,,,
14025225,home,Leeds United,Pascal Struijk,pascal-struijk,P. Struijk,D,5,190,1365,M,836675,EUR,934329600,D,5,5,False,66.0,63.0,3.0,1.0,0.0,43.0,43.0,20.0,23.0,5.0,,,,90.0,76.0,6.1,3.0,0.0060424,,3,,0.15,0.06,-0.34,,,,2.0,3.0,2.0,,,,2.0,,,,,0.2988,-0.54,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,
14025225,home,Leeds United,Gabriel Gudmundsson,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,D,3,3,False,25.0,19.0,1.0,,0.0,10.0,13.0,9.0,12.0,5.0,7.0,,,79.0,46.0,5.9,12.0,0.00597417,,0,,-0.02,0.09,-0.66,,2.0,1.0,,4.0,6.0,2.0,1.0,,,,3.0,2.0,2.0,,,,,,1.0,,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,
14025225,home,Leeds United,Sean Longstaff,sean-longstaff,S. Longstaff,M,8,187,1652,M,866191,EUR,878169600,M,8,8,False,46.0,39.0,2.0,1.0,0.0,22.0,22.0,17.0,24.0,,5.0,,,90.0,64.0,6.8,12.0,0.202938,,4,,0.36,0.15,-0.23,,6.0,4.0,,5.0,5.0,3.0,,,3.0,,4.0,2.0,1.0,0.2245,-0.39,,,,,1.0,1.0,1.0,,,2.0,,1.0,5.0,,,,,,,,
14025225,home,Leeds United,Ethan Ampadu,ethan-ampadu,E. Ampadu,D,4,182,2540,M,847097,EUR,968889600,M,4,4,False,69.0,61.0,7.0,2.0,0.0,38.0,38.0,23.0,31.0,3.0,5.0,,,90.0,90.0,6.8,13.0,0.0604497,,0,,0.34,0.19,-0.21,,2.0,2.0,,4.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,,,,,,1.0,,2.0,,,,3.0,,,1.0,True,1.0,1.0,,,,,
14025225,home,Leeds United,Anton Stach,anton-stach,A. Stach,M,18,192,1468,M,889861,EUR,911088000,M,18,18,False,23.0,16.0,,,0.0,7.0,9.0,9.0,14.0,,5.0,,,67.0,37.0,6.6,10.0,0.0317621,,1,,0.02,0.17,-0.09,,2.0,1.0,,3.0,4.0,1.0,1.0,,1.0,,2.0,1.0,1.0,0.0443,0.01,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,
14025225,home,Leeds United,Brenden Aaronson,brenden-aaronson,B. Aaronson,M,11,178,2596,M,973431,EUR,972172800,F,11,11,False,17.0,15.0,,,0.0,9.0,10.0,6.0,7.0,,2.0,,,67.0,30.0,6.6,10.0,0.0176375,,1,,-0.14,0.25,-0.01,,2.0,,1.0,5.0,5.0,1.0,1.0,,,,1.0,1.0,3.0,0.0892,-0.19,,,,1.0,,,2.0,,,3.0,,,1.0,,,,1.0,0.3307,,,
14025225,home,Leeds United,Dominic Calvert-Lewin,dominic-calvert-lewin,D. Calvert-Lewin,F,9,187,5857,M,372344,EUR,858470400,F,9,9,False,13.0,11.0,,,0.0,,1.0,11.0,12.0,1.0,2.0,,,90.0,23.0,6.3,8.0,0.319629,,2,,0.25,-0.55,-0.01,,,,2.0,9.0,2.0,,3.0,1.0,1.0,,,,,0.1508,0.06,,,,3.0,,3.0,,,,3.0,,,3.0,,,,1.0,0.2044,CalvertLewin14,,
