match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_interceptionWon,player_sofascoreId,captain,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonContest,stat_goals,stat_goalAssist,stat_wasFouled,stat_punches
10382007,home,Go Ahead Eagles,Jeffrey de Lange,jeffrey-de-lange,J. de Lange,G,12,188,623,M,803034,EUR,891388800,G,1,1,False,34.0,20.0,23.0,9.0,11.0,13.0,9.0,21.0,11.0,2.0,2.0,3.0,90.0,47.0,7.5,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382007,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180,337,M,794013,EUR,868924800,D,2,2,False,41.0,29.0,10.0,4.0,18.0,22.0,11.0,19.0,10.0,,,,90.0,63.0,7.4,15.0,0,,,1.0,4.0,2.0,7.0,1.0,5.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
10382007,home,Go Ahead Eagles,Jamal Amofa,jamal-amofa,J. Amofa,D,6,185,110,M,1049653,EUR,911952000,D,25,25,False,24.0,19.0,7.0,4.0,10.0,12.0,9.0,12.0,3.0,,,,61.0,31.0,6.6,5.0,0,Jamal Amofa,,4.0,1.0,6.0,2.0,2.0,5.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
10382007,home,Go Ahead Eagles,Jay Idzes,jay-idzes,J. Idzes,D,21,190,19136,M,933641,EUR,959904000,D,6,6,False,41.0,35.0,5.0,,30.0,32.0,5.0,9.0,5.0,,,,90.0,52.0,7.2,6.0,0,,,3.0,1.0,3.0,4.0,,4.0,,3.0,3.0,,1.0,jayidzes,,,,,,,,,,,,,,,,,
10382007,home,Go Ahead Eagles,Bas Kuipers,bas-kuipers,B. Kuipers,D,25,180,146,M,339879,EUR,777081600,D,5,5,False,29.0,23.0,1.0,,7.0,9.0,17.0,24.0,7.0,,,,90.0,51.0,7.0,16.0,2,,,1.0,1.0,8.0,1.0,,2.0,,,,2.0,,,True,4.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,,,,,,,,
10382007,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187,123,M,932555,EUR,952041600,M,8,8,False,43.0,39.0,3.0,2.0,19.0,20.0,20.0,24.0,9.0,,,,73.0,56.0,7.1,5.0,2,,,2.0,1.0,2.0,4.0,,5.0,,3.0,1.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,
10382007,home,Go Ahead Eagles,Philippe Rommens,philippe-rommens,P. Rommens,M,88,175,233,M,606190,EUR,872035200,M,10,10,False,48.0,35.0,4.0,4.0,10.0,15.0,26.0,39.0,3.0,,,,90.0,67.0,7.5,20.0,1,,,,2.0,2.0,5.0,1.0,2.0,,2.0,2.0,1.0,1.0,,,6.0,1.0,1.0,1.0,1.0,,,2.0,,1.0,,1.0,,,,
10382007,home,Go Ahead Eagles,Rashaan Fernandes,rashaan-fernandes,R. Fernandes,M,7,170,40,M,803024,EUR,901670400,M,7,7,False,16.0,13.0,,,2.0,2.0,11.0,16.0,4.0,,,,73.0,27.0,6.9,6.0,1,,,,,,1.0,,2.0,,1.0,1.0,1.0,,,,2.0,,,,,,,1.0,,1.0,,,,,,
10382007,home,Go Ahead Eagles,Willum Thor Willumsson,willum-thor-willumsson,W. T. Willumsson,M,19,193,297,M,978823,EUR,909100800,M,18,18,False,36.0,31.0,1.0,,14.0,15.0,17.0,21.0,8.0,,,,90.0,54.0,7.4,13.0,3,,,1.0,2.0,5.0,6.0,2.0,,,3.0,3.0,5.0,,,,,,1.0,2.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,,,
10382007,home,Go Ahead Eagles,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175,591,M,878599,EUR,921801600,M,23,23,False,11.0,8.0,,,1.0,2.0,7.0,10.0,1.0,,,,55.0,23.0,6.6,7.0,1,,,2.0,,7.0,2.0,2.0,,,2.0,1.0,1.0,3.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,
