match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_interceptionWon,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_accurateCross,stat_shotOffTarget,stat_outfielderBlock,captain,stat_bigChanceMissed,stat_wonContest,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_errorLeadToAShot,stat_goalAssist
11396219,home,Darmstadt 98,Marcel Schuhen,marcel-schuhen,M. Schuhen,G,1,188,101,M,132654,EUR,726883200,G,1,1,False,53.0,37.0,28.0,12.0,27.0,30.0,10.0,23.0,1.0,13.0,2.0,1.0,2.0,3.0,3.0,90.0,66.0,7.0,16.0,0.0162256,0,-0.2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396219,home,Darmstadt 98,Clemens Riedel,clemens-riedel,C. Riedel,D,38,186,359,M,1129360,EUR,1058572800,D,38,38,False,67.0,61.0,6.0,5.0,36.0,40.0,25.0,28.0,,4.0,,,,,,90.0,78.0,6.9,9.0,0.0384328,1,,1.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0191,0.0365,1.0,,,,,,,,,,,,,,,,,,
11396219,home,Darmstadt 98,Christoph Klarer,christoph-klarer,C. Klarer,D,4,191,230,M,865554,EUR,960940800,D,14,14,False,52.0,46.0,1.0,1.0,36.0,37.0,10.0,15.0,7.0,4.0,,,,,,90.0,69.0,7.0,7.0,0.0106352,0,,,3.0,4.0,4.0,5.0,1.0,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,
11396219,home,Darmstadt 98,Matej Maglica,matej-maglica,M. Maglica,D,5,196,199,M,1082797,EUR,906681600,D,5,5,False,70.0,54.0,11.0,1.0,35.0,40.0,19.0,30.0,4.0,2.0,,,,,,90.0,81.0,6.8,16.0,0.157922,1,,,4.0,5.0,5.0,8.0,,,,2.0,,1.0,0.0159,,2.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,
11396219,home,Darmstadt 98,Matthias Bader,matthias-bader,M. Bader,M,26,176,59,M,800444,EUR,866505600,M,26,26,False,35.0,31.0,2.0,,19.0,19.0,12.0,17.0,1.0,2.0,,,,,,73.0,52.0,6.3,11.0,0.0157745,0,,1.0,,1.0,5.0,3.0,,1.0,,2.0,1.0,,,,,,,,,4.0,,4.0,,,,,,,,,,,
11396219,home,Darmstadt 98,Klaus Gjasula,klaus-gjasula,K. Gjasula,M,8,189,238,M,163673,EUR,629596800,M,23,23,False,36.0,28.0,5.0,1.0,10.0,13.0,19.0,25.0,1.0,2.0,,,,,,90.0,46.0,7.2,9.0,0.134696,1,,2.0,,1.0,,5.0,,,,4.0,2.0,,0.0182,,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,
11396219,home,Darmstadt 98,Fabian Holland,fabian-holland,F. Holland,M,32,172,44,M,39718,EUR,647654400,M,32,32,False,39.0,38.0,2.0,2.0,14.0,14.0,25.0,27.0,,3.0,,,,,,81.0,60.0,7.2,6.0,0.0816782,1,,2.0,3.0,1.0,6.0,10.0,1.0,1.0,1.0,6.0,2.0,4.0,0.236,0.0827,2.0,1.0,1.0,,,,,1.0,1.0,,,True,1.0,,,,,,
11396219,home,Darmstadt 98,Emir Karić,emir-karic,E. Karić,D,17,186,635,M,796032,EUR,865814400,M,19,19,False,39.0,33.0,3.0,2.0,10.0,10.0,24.0,36.0,,1.0,,,,,,81.0,62.0,6.5,18.0,0.104828,0,,7.0,2.0,,5.0,,3.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
11396219,home,Darmstadt 98,Tobias Kempe,tobias-kempe,T. Kempe,M,,184,86,M,37630,EUR,614908800,F,11,11,False,31.0,27.0,1.0,,13.0,13.0,15.0,19.0,,5.0,,,,,,68.0,44.0,6.8,9.0,0.0605951,4,,1.0,1.0,2.0,3.0,5.0,1.0,2.0,,2.0,1.0,,0.2845,,,,,,,,3.0,3.0,1.0,1.0,,,,1.0,,,,,
11396219,home,Darmstadt 98,Aaron Seydel,aaron-seydel,A. Seydel,F,,199,68,M,558680,EUR,823651200,F,22,22,False,27.0,12.0,,,3.0,4.0,9.0,23.0,1.0,4.0,,,,,,90.0,47.0,6.8,25.0,0.0171789,2,,,5.0,4.0,10.0,6.0,2.0,2.0,1.0,,,1.0,0.1669,0.0656,1.0,,2.0,Aaron,Seydel,,,7.0,,1.0,,,,1.0,,,,,
