match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,captain,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_goalAssist,stat_penaltyWon,player_sofascoreId,stat_goodHighClaim,stat_penaltyFaced,stat_lastManTackle,stat_errorLeadToAShot,stat_penaltyConceded
10388427,home,SC Freiburg,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2843,M,171919,EUR,739929600,G,26,26,False,25.0,13.0,16.0,4.0,10.0,13.0,3.0,12.0,14.0,1.0,1.0,90.0,32.0,7.2,12.0,0.0,0.0,0.00354252,0,0.3193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388427,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,False,42.0,33.0,4.0,,13.0,14.0,20.0,32.0,8.0,,,90.0,56.0,7.7,16.0,0.0522,0.6003,0.0127452,1,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
10388427,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,78.0,66.0,5.0,2.0,24.0,32.0,42.0,48.0,8.0,,,90.0,89.0,7.5,16.0,0.0,0.0,0.143724,0,,2.0,1.0,2.0,7.0,,,,2.0,2.0,1.0,,,,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10388427,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,False,56.0,51.0,2.0,,18.0,21.0,33.0,35.0,3.0,,,88.0,66.0,6.8,6.0,0.3633,0.0,0.0303651,4,,,2.0,5.0,5.0,1.0,,,,,1.0,,,1.0,3.0,2.0,2.0,,3.0,1.0,,,,,,,,,,,,,,,,,,
10388427,home,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,M,25,25,False,34.0,25.0,1.0,,7.0,10.0,18.0,25.0,6.0,,,90.0,56.0,6.4,16.0,0.1632,0.0,0.119457,2,,1.0,5.0,9.0,3.0,,,,,,1.0,,,3.0,1.0,,2.0,1.0,2.0,,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,
10388427,home,SC Freiburg,Yannik Keitel,yannik-keitel,Y. Keitel,M,14,186,246,M,877842,EUR,950572800,M,14,14,False,22.0,19.0,1.0,,5.0,5.0,14.0,19.0,5.0,,,45.0,28.0,6.3,6.0,0.0,0.0,0.015261,0,,2.0,2.0,4.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
10388427,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,55.0,47.0,1.0,,9.0,11.0,38.0,44.0,6.0,,,89.0,67.0,7.0,10.0,0.062,0.0417,0.0443339,1,,,1.0,5.0,8.0,,1.0,,1.0,,,3.0,1.0,,2.0,2.0,2.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,
10388427,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,M,30,30,False,26.0,22.0,3.0,1.0,2.0,2.0,25.0,36.0,,,,90.0,50.0,7.6,14.0,0.0184,0.0,0.823736,1,,12.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,5.0,,1.0,,,,,,,True,5.0,1.0,1.0,,,,,,,,
10388427,home,SC Freiburg,Daniel-Kofi Kyereh,daniel-kofi-kyereh,D. Kyereh,M,11,179,1988,M,569684,EUR,826243200,F,11,11,False,40.0,32.0,3.0,1.0,8.0,12.0,24.0,28.0,6.0,,,89.0,53.0,6.6,14.0,0.1503,0.071,0.104496,3,,,,7.0,3.0,1.0,1.0,,,,,,,3.0,1.0,2.0,3.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,
10388427,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,F,32,32,False,60.0,49.0,8.0,6.0,3.0,7.0,47.0,57.0,2.0,,,88.0,78.0,9.1,17.0,1.043,0.934,0.473964,7,,4.0,,3.0,4.0,,2.0,1.0,,,,1.0,1.0,,,2.0,1.0,4.0,2.0,3.0,,,2.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,
10388427,home,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1525,M,111483,EUR,766627200,F,38,38,False,13.0,9.0,,,2.0,3.0,8.0,11.0,4.0,,,90.0,27.0,6.6,9.0,0.5981,0.8102,0.147325,3,,1.0,2.0,4.0,4.0,,1.0,,,,,,,2.0,3.0,1.0,,1.0,,2.0,,,1.0,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,
10388427,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,F,42,42,True,17.0,14.0,,,1.0,2.0,14.0,17.0,1.0,,,45.0,35.0,6.5,8.0,0.4223,0.1047,0.0572705,2,,2.0,1.0,6.0,4.0,,1.0,,,,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,2.0,3.0,1.0,1.0,,1.0,,,,,doanritsu,,,,,
10388427,home,SC Freiburg,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,True,2.0,2.0,,,2.0,2.0,,,,,,8.0,3.0,6.6,,0.0,0.0,1.276e-05,0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
