match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_fouls,stat_wasFouled,captain,stat_dispossessed,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,stat_outfielderBlock,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist
11368688,home,Almería,Luís Maximiano,,,luis-maximiano,L. Maximiano,G,81,190,768,M,845797,EUR,915494400,G,25,25,False,49.0,42.0,15.0,8.0,39.0,42.0,3.0,7.0,5.0,1.0,1.0,90.0,51.0,6.5,7.0,0.00109187,0,-0.5585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368688,home,Almería,Marc Pubill,,,marc-pubill,Pubill,D,18,190,2708,M,1094106,EUR,1056067200,D,18,18,False,41.0,38.0,4.0,2.0,18.0,19.0,21.0,26.0,5.0,,,90.0,73.0,7.4,10.0,0.0507222,4,,4.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1238,0.0155,2.0,,,,,,,,,,,,,,,
11368688,home,Almería,César Montes,,,cesar-montes,C. Montes,D,23,195,1738,M,818406,EUR,856742400,D,22,22,False,77.0,66.0,9.0,2.0,48.0,52.0,18.0,25.0,6.0,,,90.0,85.0,6.8,11.0,0.168217,1,,,,,1.0,2.0,,,,,,1.0,3.0,2.0,,,,,0.0429,,1.0,2.0,1.0,,,,,,,,,,,,,
11368688,home,Almería,Chumi,,,chumi,Chumi,D,21,186,188,M,913455,EUR,920332800,D,21,21,False,64.0,58.0,8.0,3.0,47.0,51.0,11.0,13.0,2.0,,,90.0,70.0,6.6,6.0,0.00260306,0,,,,1.0,1.0,5.0,,,,,,,,,,4.0,4.0,,,,,,,1.0,,,,,,,,,,,,
11368688,home,Almería,Bruno Langa,,,bruno-langa,B. Langa,D,24,178,2435,M,987490,EUR,878256000,D,24,24,False,39.0,34.0,3.0,1.0,18.0,19.0,17.0,24.0,3.0,,,90.0,60.0,7.1,8.0,0.0632176,1,,4.0,1.0,,2.0,9.0,2.0,3.0,3.0,1.0,,,1.0,,,1.0,1.0,,0.013,,1.0,,,5.0,,,,,,,,,,,,
11368688,home,Almería,Lucas Robertone,,,lucas-robertone,L. Robertone,M,8,173,656,M,848926,EUR,858643200,M,5,5,False,60.0,57.0,6.0,5.0,33.0,35.0,24.0,28.0,7.0,,,90.0,72.0,6.9,8.0,0.0336646,0,,3.0,,,2.0,3.0,,,,,,,1.0,,,1.0,,,,,,,1.0,2.0,True,1.0,,,,,,,,,,
11368688,home,Almería,Dion Lopy,,,dion-lopy,D. Lopy,M,17,186,2405,M,982327,EUR,1012608000,M,6,6,False,37.0,36.0,6.0,6.0,16.0,16.0,20.0,21.0,3.0,,,68.0,46.0,7.1,2.0,0.0344809,3,,,,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,0.1477,0.2064,1.0,,1.0,1.0,,,,,,,,,,,,
11368688,home,Almería,Léo Baptistão,,,leo-baptistao,Léo Baptistão,M,12,181,560,M,252857,EUR,714787200,M,12,12,False,36.0,26.0,6.0,4.0,6.0,9.0,21.0,31.0,3.0,,,90.0,53.0,6.7,16.0,0.213815,3,,4.0,1.0,,5.0,5.0,,2.0,1.0,2.0,,1.0,2.0,1.0,,,,2.0,0.2411,,1.0,4.0,4.0,,,,1.0,,,,,,,,,
11368688,home,Almería,Jonathan Viera,,,jonathan-viera,J. Viera,M,21,171,424,M,129451,EUR,624931200,M,8,8,False,50.0,45.0,1.0,1.0,11.0,12.0,34.0,39.0,2.0,,,76.0,64.0,8.3,7.0,0.326713,4,,1.0,,1.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,,1.0,,1.0,1.0,1.0,0.3747,0.1178,6.0,,2.0,2.0,,,,2.0,,,,,,,,
11368688,home,Almería,Adrián Embarba,,,adrian-embarba,A. Embarba,M,23,173,477,M,346516,EUR,705196800,M,10,10,False,22.0,18.0,,,5.0,6.0,18.0,23.0,4.0,,,85.0,46.0,7.1,14.0,0.200657,1,,7.0,5.0,1.0,4.0,4.0,,2.0,1.0,,,1.0,,,,1.0,1.0,3.0,0.0261,,4.0,1.0,,1.0,,2.0,,,,,,,,,,
11368688,home,Almería,Anthony Lozano,,,anthony-lozano,A. Lozano,F,11,183,1489,M,169549,EUR,735696000,F,15,15,False,7.0,6.0,,,2.0,2.0,4.0,5.0,,,,69.0,22.0,7.7,2.0,0.00999977,5,,,,5.0,7.0,5.0,,,,3.0,2.0,,2.0,,,,,,0.8193,0.8834,2.0,2.0,1.0,3.0,,1.0,1.0,,1.0,1.0,,,,,,
11368688,home,Almería,Marcos Peña,Marcos Peña,,pena-marcos,M. Peña,M,8,180,49,M,1493216,EUR,1106352000,M,26,26,True,8.0,8.0,,,4.0,4.0,4.0,4.0,,,,22.0,12.0,6.5,,0.00228441,1,,,,,,,,,,1.0,,,1.0,,,,,,0.0173,,,,,,,,,,,,,,,,,
11368688,home,Almería,Largie Ramazani,,,largie-ramazani,L. Ramazani,M,17,167,1568,M,909966,EUR,983232000,F,7,7,True,2.0,1.0,,,,,1.0,2.0,,,,18.0,7.0,6.5,2.0,7.432e-05,1,,,,,1.0,3.0,,2.0,2.0,1.0,,,,,,,,,0.03,,,,,1.0,,1.0,,,,,1.0,,,,,
11368688,home,Almería,Sergio Arribas,,,sergio-arribas,S. Arribas,M,11,174,2229,M,997203,EUR,1001808000,M,19,19,True,8.0,6.0,1.0,,4.0,4.0,2.0,4.0,1.0,,,14.0,11.0,6.4,4.0,0.00183894,0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
