match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_totalOffside,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_challengeLost,player_sofascoreId,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_punches,stat_bigChanceMissed
11450051,home,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185,464,M,827418,EUR,852422400,G,16,16,False,29.0,28.0,3.0,2.0,26.0,26.0,2.0,3.0,8.0,2.0,1.0,1.0,90.0,36.0,6.7,1.0,0.0122858,0,-0.0124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450051,home,Başakşehir FK,Ömer Ali Şahiner,omer-ali-sahiner,Ö. A. Şahiner,D,42,175,88,M,103912,EUR,694310400,D,42,42,False,50.0,45.0,4.0,2.0,25.0,26.0,21.0,27.0,4.0,,,,90.0,69.0,7.1,9.0,0.063327,1,,True,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0035,1.0,,,,,,,,,,,,,,,,,,,,,
11450051,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,102.0,91.0,8.0,4.0,70.0,73.0,21.0,29.0,2.0,,,,90.0,116.0,7.4,13.0,0.0629647,1,,,,,8.0,14.0,,1.0,2.0,2.0,,,0.0163,1.0,5.0,8.0,2.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,
11450051,home,Başakşehir FK,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1395,M,920514,EUR,908323200,D,3,3,False,115.0,101.0,11.0,3.0,64.0,66.0,38.0,51.0,6.0,,,,90.0,134.0,7.3,18.0,0.179374,1,,,2.0,1.0,1.0,10.0,1.0,,,1.0,,2.0,0.0791,2.0,4.0,6.0,,,,3.0,1.0,6.0,5.0,1.0,,,,,,,,,,,
11450051,home,Başakşehir FK,Léo Dubois,leo-dubois,L. Dubois,D,,178,587,M,552680,EUR,779500800,D,15,15,False,56.0,52.0,5.0,3.0,30.0,30.0,24.0,32.0,4.0,,,,88.0,75.0,6.9,10.0,0.140585,1,,,6.0,2.0,,,1.0,1.0,,,,,0.0345,3.0,,1.0,,,,,,1.0,,,,,,,,,,,,,
11450051,home,Başakşehir FK,Olivier Kemen,olivier-kemen,O. Kemen,M,8,177,827,M,280447,EUR,837820800,M,20,20,False,36.0,32.0,4.0,3.0,13.0,13.0,21.0,26.0,1.0,,,,83.0,47.0,6.8,8.0,0.115689,0,,,3.0,2.0,,2.0,,1.0,,2.0,2.0,2.0,,2.0,2.0,3.0,,,,,,1.0,,,,,,,,,,,,,
11450051,home,Başakşehir FK,Souza,souza,Souza,M,5,188,541,M,119035,EUR,603158400,M,89,89,False,33.0,29.0,1.0,,19.0,19.0,10.0,14.0,4.0,,,,69.0,43.0,6.9,4.0,0.00755397,2,,,,,1.0,3.0,,1.0,5.0,1.0,,,0.0431,,1.0,3.0,,1.0,,1.0,2.0,,,,,,1.0,,,,,,,,
11450051,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,10,10,False,46.0,41.0,1.0,,14.0,15.0,27.0,31.0,5.0,,,,90.0,58.0,7.0,8.0,0.0406628,3,,,,,,4.0,1.0,,,1.0,,1.0,0.0842,1.0,1.0,3.0,1.0,1.0,,1.0,,3.0,2.0,,,,1.0,,,,,,,,
11450051,home,Başakşehir FK,Serdar Gürler,serdar-gurler,S. Gürler,M,7,176,112,M,96520,EUR,684806400,F,7,7,False,16.0,13.0,,,2.0,2.0,11.0,16.0,1.0,,,,45.0,21.0,6.5,6.0,0.021792,0,,,2.0,,,,,,,,,,,,2.0,4.0,,,,,,1.0,,,,,,1.0,,,,,,,
11450051,home,Başakşehir FK,Krzysztof Piątek,krzysztof-piatek,K. Piątek,F,9,183,13169,M,558738,EUR,804556800,F,9,9,False,9.0,6.0,,,3.0,3.0,3.0,6.0,2.0,,,,90.0,15.0,7.1,4.0,0.0122994,4,,,,,3.0,4.0,2.0,,,,,1.0,0.2656,,1.0,4.0,,1.0,,1.0,4.0,,,,,,1.0,,pjona_9,1.0,,,,,
