match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_unsuccessfulTouch,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_errorLeadToAShot,stat_keyPass,stat_bigChanceCreated,captain,stat_totalOffside,stat_hitWoodwork,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalAssist,stat_goals,stat_penaltyWon
11369486,home,Almería,Luís Maximiano,,,luis-maximiano,L. Maximiano,G,81,190,768,M,845797,EUR,915494400,G,25,25,False,37.0,35.0,6.0,4.0,34.0,34.0,1.0,3.0,1.0,10.0,1.0,1.0,1.0,1.0,90.0,46.0,6.0,2.0,0.00102864,0,-1.1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369486,home,Almería,Marc Pubill,,,marc-pubill,Pubill,D,18,190,2708,M,1094106,EUR,1056067200,D,18,18,False,44.0,36.0,4.0,2.0,19.0,23.0,17.0,29.0,4.0,9.0,,,,,90.0,77.0,6.5,21.0,0.00830847,2,,8.0,7.0,1.0,7.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1428,0.0778,,,,,,,,,,,,,,,,,,,,,
11369486,home,Almería,César Montes,,,cesar-montes,C. Montes,D,23,195,1738,M,818406,EUR,856742400,D,22,22,False,74.0,64.0,12.0,4.0,38.0,38.0,27.0,38.0,2.0,4.0,,1.0,,,90.0,88.0,6.7,13.0,0.0475259,1,,2.0,5.0,,,,,1.0,,3.0,3.0,1.0,1.0,0.02,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11369486,home,Almería,Chumi,,,chumi,Chumi,D,21,186,188,M,913455,EUR,920332800,D,21,21,False,72.0,67.0,8.0,6.0,42.0,44.0,25.0,28.0,3.0,1.0,,,,,90.0,81.0,6.7,5.0,0.0071671,0,,,6.0,,,,,,,3.0,1.0,,,,,,2.0,5.0,1.0,,1.0,,,,,,,,,,,,,,,
11369486,home,Almería,Sergio Akieme,,,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,D,15,15,False,24.0,17.0,2.0,,7.0,11.0,10.0,15.0,,,,,,,56.0,39.0,6.5,11.0,0.00692867,0,,2.0,4.0,,,,,,,3.0,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,
11369486,home,Almería,Dion Lopy,,,dion-lopy,D. Lopy,M,17,186,2405,M,982327,EUR,1012608000,M,6,6,False,44.0,36.0,4.0,2.0,12.0,15.0,26.0,34.0,5.0,4.0,,3.0,,,90.0,66.0,6.9,14.0,0.056371,2,,5.0,9.0,,4.0,3.0,,1.0,,2.0,1.0,,3.0,0.1563,,2.0,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,
11369486,home,Almería,Edgar González,,,edgar-gonzalez,E. González,D,12,193,375,M,914522,EUR,859852800,M,3,3,False,30.0,24.0,4.0,2.0,12.0,14.0,12.0,16.0,6.0,4.0,,3.0,,,56.0,44.0,6.7,9.0,0.022343,0,,,4.0,,2.0,1.0,,,,2.0,2.0,,,,,,2.0,1.0,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,
11369486,home,Almería,Sergio Arribas,,,sergio-arribas,S. Arribas,M,11,174,2229,M,997203,EUR,1001808000,M,19,19,False,34.0,29.0,1.0,,7.0,9.0,23.0,29.0,4.0,5.0,,1.0,,,79.0,48.0,7.5,12.0,0.221371,3,,4.0,1.0,,1.0,,,2.0,,,,,1.0,0.1349,,1.0,1.0,,,3.0,1.0,1.0,,,4.0,3.0,,,,,,,,,,
11369486,home,Almería,Lucas Robertone,,,lucas-robertone,L. Robertone,M,8,173,656,M,848926,EUR,858643200,M,5,5,False,58.0,48.0,6.0,3.0,29.0,31.0,20.0,30.0,7.0,2.0,,3.0,,,90.0,72.0,6.9,15.0,0.038906,3,,3.0,5.0,1.0,,,,1.0,2.0,,1.0,1.0,1.0,0.0697,0.5226,1.0,2.0,3.0,,1.0,2.0,,,,2.0,,True,1.0,,,,,,,,
11369486,home,Almería,Adrián Embarba,,,adrian-embarba,A. Embarba,M,23,173,477,M,346516,EUR,705196800,M,10,10,False,23.0,20.0,3.0,2.0,4.0,4.0,16.0,27.0,6.0,3.0,,1.0,,,75.0,42.0,6.8,15.0,0.0311891,3,,8.0,3.0,1.0,1.0,,1.0,,3.0,,2.0,2.0,1.0,0.4733,0.8484,,1.0,,,1.0,2.0,,,,1.0,,,1.0,,,,,,,,
