match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,player_firstName,player_lastName,stat_dispossessed,stat_wasFouled,stat_outfielderBlock,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_punches,stat_clearanceOffLine
10411707,home,Atalanta,Juan Musso,juan-musso,J. Musso,G,1,191,4938,M,juanmusso,263651,EUR,768182400,G,1,1,False,10.0,10.0,3.0,3.0,9.0,9.0,1.0,1.0,1.0,5.0,1.0,1.0,90.0,16.0,6.4,0.0,0.0,0.00021623,0,0.1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411707,home,Atalanta,Rafael Tolói,rafael-toloi,R. Tolói,D,2,185,2015,M,,82943,EUR,655516800,D,2,2,False,77.0,72.0,7.0,5.0,26.0,27.0,46.0,55.0,4.0,5.0,,,90.0,98.0,6.8,0.0668,0.0,0.128733,1,,True,5.0,3.0,1.0,7.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,,,,,,,,,,,,,,,,
10411707,home,Atalanta,José Luis Palomino,jose-luis-palomino,J. L. Palomino,D,19,188,536,M,,79680,EUR,631497600,D,6,6,False,70.0,65.0,13.0,10.0,30.0,32.0,35.0,39.0,,7.0,,,90.0,81.0,6.9,0.0,0.0,0.0210929,0,,,1.0,,2.0,4.0,5.0,1.0,,,,1.0,2.0,2.0,,2.0,7.0,José,Luis Palomino,1.0,1.0,,,,,,,,,,,,
10411707,home,Atalanta,Giorgio Scalvini,giorgio-scalvini,G. Scalvini,D,42,194,3375,M,,1012176,EUR,1071100800,D,42,42,False,49.0,40.0,6.0,1.0,19.0,26.0,21.0,23.0,4.0,8.0,,,76.0,61.0,6.9,0.0655,0.0,0.0236635,1,,,,1.0,3.0,4.0,4.0,1.0,,,1.0,2.0,1.0,,,2.0,9.0,,,,,1.0,1.0,1.0,,,,,,,,,
10411707,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2125,M,,132318,EUR,708220800,M,77,77,False,70.0,65.0,1.0,1.0,21.0,23.0,49.0,63.0,,6.0,,,89.0,125.0,8.0,0.2262,0.0,0.41335,3,,,16.0,1.0,,6.0,8.0,,8.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,24.0,,,1.0,1.0,,,3.0,5.0,2.0,1.0,,,,,,
10411707,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,,100389,EUR,670204800,M,15,15,False,87.0,75.0,10.0,6.0,12.0,15.0,63.0,72.0,,6.0,,,90.0,98.0,7.8,0.1349,0.7082,0.108854,2,,,,1.0,3.0,3.0,6.0,1.0,,,,,2.0,1.0,,1.0,12.0,,,,1.0,,,,,,,2.0,1.0,,,,
10411707,home,Atalanta,Éderson,ederson,Éderson,M,13,183,7659,M,ederson99,946888,EUR,931305600,M,13,13,False,73.0,62.0,10.0,9.0,18.0,22.0,44.0,51.0,2.0,9.0,,,90.0,90.0,7.5,0.0265,0.0,0.101945,1,,,,1.0,2.0,4.0,9.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,,,,3.0,,,1.0,,,,,,,,,
10411707,home,Atalanta,Matteo Ruggeri,matteo-ruggeri,M. Ruggeri,M,3,187,2490,M,,965011,EUR,1026345600,M,22,22,False,59.0,54.0,3.0,2.0,17.0,19.0,42.0,51.0,2.0,11.0,,,90.0,92.0,8.2,0.1898,0.0,0.490541,3,,,11.0,2.0,1.0,4.0,3.0,,1.0,,2.0,,2.0,2.0,1.0,1.0,14.0,,,,,,,4.0,5.0,2.0,1.0,,,1.0,,,
10411707,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189,7385,M,pasalicmario,190437,EUR,792288000,F,88,88,False,43.0,38.0,6.0,6.0,4.0,5.0,34.0,38.0,,7.0,,,89.0,62.0,6.0,0.8865,0.0,0.0897169,5,,,,1.0,1.0,5.0,4.0,,1.0,,4.0,,2.0,2.0,2.0,,12.0,,,3.0,1.0,,,,,,,1.0,,,3.0,,
10411707,home,Atalanta,Duván Zapata,duvan-zapata,D. Zapata,F,91,189,6003,M,duvanzapata91,38162,EUR,670464000,F,91,91,False,27.0,20.0,1.0,1.0,1.0,1.0,20.0,29.0,,2.0,,,79.0,46.0,7.0,0.2421,0.0,0.196107,4,,,3.0,,2.0,3.0,4.0,,,,3.0,,,,5.0,,17.0,,,3.0,2.0,,1.0,2.0,1.0,,1.0,,,,,,
10411707,home,Atalanta,Luis Muriel,luis-muriel,L. Muriel,F,10,178,3941,M,luisfmuriel9,119242,EUR,671760000,F,9,9,False,40.0,27.0,2.0,,3.0,7.0,29.0,51.0,,1.0,,,79.0,73.0,7.5,0.0628,0.0,0.682543,2,,,18.0,1.0,2.0,6.0,5.0,,4.0,3.0,,1.0,,,2.0,2.0,32.0,,,2.0,,,,4.0,5.0,,2.0,,,,,,
10411707,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174,80703,M,molalookman,824200,EUR,877305600,F,11,11,True,13.0,11.0,,,1.0,1.0,10.0,12.0,,,,,14.0,17.0,6.7,0.2917,0.5807,0.248801,1,,,,,,1.0,1.0,,2.0,1.0,,,,,,,3.0,,,,,,,2.0,,1.0,,1.0,,,1.0,,
10411707,home,Atalanta,Jérémie Boga,jeremie-boga,J. Boga,F,13,172,4912,M,jeremieboga,367056,EUR,852249600,F,10,10,True,5.0,5.0,,,1.0,1.0,4.0,6.0,,2.0,,,11.0,13.0,6.8,0.1271,0.0,0.01316,2,,,2.0,,,,1.0,,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,1.0,,,,,,
