match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_wasFouled,stat_fouls,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_outfielderBlock,stat_goalAssist,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
10388429,home,SV Werder Bremen,Jiří Pavlenka,jiri-pavlenka,J. Pavlenka,G,1,196,521,M,154040,EUR,703209600,G,1,1,False,35.0,26.0,18.0,9.0,19.0,21.0,7.0,14.0,3.0,7.0,1.0,2.0,90.0,42.0,7.3,9.0,0.0,0.0,0.00351265,0,0.0291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388429,home,SV Werder Bremen,Amos Pieper,amos-pieper,A. Pieper,D,5,191,299,M,851254,EUR,884995200,D,5,5,False,39.0,31.0,7.0,4.0,25.0,27.0,6.0,12.0,8.0,6.0,,,90.0,55.0,7.3,10.0,0.1156,0.0,0.00131267,2,,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10388429,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,48.0,41.0,6.0,4.0,32.0,36.0,9.0,12.0,2.0,2.0,,,90.0,58.0,7.3,7.0,0.0,0.0,0.00687627,0,,1.0,4.0,1.0,6.0,,,,2.0,2.0,2.0,,True,,,,,,,,,,,,,,,,,,,,
10388429,home,SV Werder Bremen,Niklas Stark,niklas-stark,N. Stark,D,4,190,247,M,229544,EUR,797817600,D,4,4,False,47.0,41.0,5.0,2.0,33.0,35.0,8.0,12.0,10.0,6.0,,,90.0,67.0,7.1,7.0,0.0,0.0,0.00538594,0,,3.0,2.0,5.0,6.0,1.0,,,,2.0,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
10388429,home,SV Werder Bremen,Ilia Gruev,ilia-gruev,I. Gruev,M,44,185,2652,M,911679,EUR,957571200,M,28,28,False,38.0,34.0,3.0,3.0,18.0,19.0,18.0,22.0,,11.0,,,83.0,50.0,6.8,7.0,0.0,0.0,0.104747,0,,1.0,,10.0,3.0,2.0,,,,3.0,3.0,,,,6.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,
10388429,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,28.0,19.0,4.0,2.0,6.0,9.0,14.0,23.0,,10.0,,,83.0,73.0,7.3,23.0,0.402,0.4714,0.245709,3,,1.0,,7.0,11.0,1.0,,2.0,1.0,4.0,3.0,4.0,,6.0,1.0,4.0,1.0,,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,
10388429,home,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,M,20,20,False,35.0,23.0,4.0,1.0,6.0,8.0,17.0,29.0,,1.0,,,90.0,49.0,6.4,18.0,0.0,0.0,0.0159848,0,,4.0,2.0,7.0,3.0,,,,1.0,1.0,1.0,1.0,,,,2.0,,2.0,,1.0,,,,,,1.0,,,,,,,
10388429,home,SV Werder Bremen,Leonardo Bittencourt,leonardo-bittencourt,L. Bittencourt,M,10,171,295,M,111969,EUR,756259200,M,10,10,False,32.0,23.0,1.0,,14.0,16.0,9.0,16.0,,6.0,,,64.0,41.0,6.5,10.0,0.0409,0.0,0.0116827,1,,1.0,,4.0,2.0,1.0,,1.0,,,,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,
10388429,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,M,3,3,False,35.0,21.0,5.0,1.0,16.0,18.0,6.0,19.0,1.0,6.0,,,90.0,55.0,7.4,16.0,0.0403,0.0393,0.0445214,2,,1.0,2.0,4.0,6.0,1.0,,1.0,,3.0,2.0,,,1.0,2.0,2.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,,
10388429,home,SV Werder Bremen,Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,9,188,9884,M,132645,EUR,729216000,F,11,11,False,22.0,16.0,2.0,1.0,4.0,6.0,12.0,16.0,2.0,5.0,,,90.0,42.0,7.3,16.0,0.2411,0.5558,0.124995,4,,3.0,4.0,11.0,4.0,,,2.0,,,,3.0,,,1.0,,,6.0,2.0,1.0,,,2.0,,,,,niclas.fuellkrug24,1.0,1.0,1.0,,
