match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_totalContest,captain,stat_goalAssist,stat_shotOffTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,player_firstName,player_lastName,player_sofascoreId,stat_crossNotClaimed,stat_goodHighClaim,stat_penaltyFaced,stat_wonContest,stat_errorLeadToAShot,stat_penaltyConceded
11396284,home,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,36.0,14.0,29.0,7.0,8.0,15.0,6.0,21.0,3.0,7.0,7.0,7.0,2.0,2.0,90.0,49.0,7.6,22.0,0.00149952,0,0.9463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396284,home,VfL Bochum 1848,Tim Oermann,tim-oermann,T. Oermann,D,15,187,294,M,1138778,EUR,1065398400,D,14,14,False,9.0,5.0,2.0,2.0,2.0,2.0,3.0,8.0,1.0,1.0,,,,,45.0,19.0,6.7,5.0,0.00748325,0,,1.0,1.0,1.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396284,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,13.0,10.0,1.0,1.0,9.0,10.0,1.0,3.0,4.0,2.0,,,,,90.0,21.0,7.4,4.0,0.0103175,0,,,3.0,3.0,3.0,1.0,,,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396284,home,VfL Bochum 1848,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,False,27.0,15.0,6.0,,12.0,17.0,3.0,10.0,3.0,8.0,,,,,90.0,43.0,8.1,13.0,0.0009524,1,,,3.0,5.0,4.0,2.0,1.0,,2.0,,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,0.1317,0.2224,,,,,,,,,,,,,,,,,,,
11396284,home,VfL Bochum 1848,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,5,5,False,18.0,13.0,1.0,1.0,8.0,10.0,6.0,9.0,5.0,3.0,,,,,90.0,50.0,6.9,9.0,0.309355,0,,1.0,,7.0,8.0,1.0,6.0,3.0,1.0,,1.0,1.0,,,,3.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11396284,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,18.0,11.0,1.0,,5.0,6.0,6.0,12.0,5.0,6.0,,,,,89.0,30.0,7.0,9.0,0.035293,1,,,4.0,5.0,8.0,3.0,3.0,1.0,1.0,,,2.0,2.0,,,,1.0,2.0,,0.149,,,,,True,1.0,1.0,,,,,,,,,,,,,
11396284,home,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,M,4,4,False,27.0,18.0,2.0,,13.0,15.0,5.0,12.0,5.0,6.0,,,,,90.0,44.0,6.8,9.0,0.00579113,0,,,3.0,8.0,9.0,6.0,6.0,5.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
11396284,home,VfL Bochum 1848,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,False,53.0,39.0,,,16.0,17.0,27.0,44.0,4.0,13.0,,,,,90.0,84.0,9.4,20.0,0.542052,5,,8.0,,5.0,7.0,2.0,4.0,4.0,2.0,,1.0,1.0,6.0,1.0,1.0,,3.0,,,0.8827,0.9933,4.0,1.0,,,1.0,2.0,2.0,2.0,,,,,,,,,,,
11396284,home,VfL Bochum 1848,Takuma Asano,takuma-asano,T. Asano,M,11,173,2035,M,309546,EUR,784425600,F,11,11,False,10.0,8.0,,,2.0,3.0,6.0,9.0,1.0,4.0,,,,,89.0,29.0,7.1,12.0,0.0160683,2,,2.0,,4.0,,,,,1.0,,1.0,4.0,,1.0,1.0,,,1.0,,0.0994,0.6462,,1.0,2.0,,,,,1.0,2.0,,,,,,,,,,
11396284,home,VfL Bochum 1848,Moritz Broschinski,moritz-broschinski,M. Broschinski,F,17,188,263,M,924205,EUR,969667200,F,29,29,False,17.0,12.0,,,3.0,4.0,9.0,13.0,,7.0,,,,,90.0,39.0,6.0,14.0,0.00981491,1,,,3.0,15.0,4.0,,,,8.0,,1.0,3.0,,,,,1.0,2.0,,0.2193,,,3.0,2.0,,,1.0,,,2.0,1.0,,,,,,,,,
