match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_totalCross,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_wonTackle,stat_totalOffside,player_sofascoreId,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,captain,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_hitWoodwork,stat_penaltyWon,stat_penaltyConceded,stat_penaltyFaced,stat_goals,stat_ownGoals,stat_goalAssist
11396207,home,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,False,25.0,18.0,18.0,11.0,10.0,10.0,8.0,15.0,1.0,3.0,10.0,1.0,1.0,2.0,2.0,1.0,90.0,37.0,6.7,8.0,0.0303119,0,-1.5499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396207,home,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,D,25,25,False,44.0,39.0,5.0,2.0,16.0,18.0,23.0,26.0,5.0,3.0,2.0,1.0,,,,,64.0,56.0,6.4,5.0,0.0133754,0,,,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11396207,home,SC Freiburg,Yannik Keitel,yannik-keitel,Y. Keitel,M,14,186,246,M,877842,EUR,950572800,D,14,14,False,41.0,36.0,8.0,5.0,17.0,17.0,19.0,25.0,3.0,5.0,4.0,,,,,,90.0,55.0,6.9,7.0,0.0125922,0,,,,2.0,4.0,,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11396207,home,SC Freiburg,Manuel Gulde,manuel-gulde,M. Gulde,D,,184,63,M,71952,EUR,666316800,D,5,5,False,55.0,49.0,5.0,2.0,24.0,27.0,25.0,28.0,3.0,5.0,3.0,,,,,,90.0,64.0,6.7,6.0,0.00809924,0,,,,2.0,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11396207,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,M,42,42,False,30.0,21.0,3.0,1.0,4.0,9.0,17.0,23.0,8.0,,1.0,1.0,,,,,90.0,47.0,7.2,15.0,0.0396405,2,,,,2.0,4.0,7.0,5.0,,,1.0,2.0,,,,,,doanritsu,1.0,1.0,1.0,2.0,0.0845,2.0,,,,,,,,,,,,,
11396207,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,33.0,26.0,6.0,2.0,7.0,9.0,19.0,25.0,4.0,1.0,3.0,,,,,,89.0,40.0,6.6,10.0,0.0253157,0,,,,3.0,3.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
11396207,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,45.0,36.0,5.0,3.0,13.0,17.0,23.0,28.0,5.0,2.0,4.0,,,,,,90.0,55.0,6.9,10.0,0.0201412,1,,,,3.0,3.0,1.0,1.0,2.0,1.0,2.0,,1.0,,1.0,,,,,1.0,,,0.0596,,,,,,,,,,,,,,
11396207,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,M,30,30,False,23.0,20.0,2.0,,9.0,9.0,15.0,25.0,1.0,2.0,3.0,,,,,,89.0,52.0,6.8,14.0,0.319711,0,,,,,2.0,,,,1.0,,11.0,1.0,1.0,,,,,,,,2.0,,4.0,True,4.0,,,,,,,,,,,
11396207,home,SC Freiburg,Roland Sallai,roland-sallai,R. Sallai,F,7,182,8489,M,355088,EUR,864259200,F,22,22,False,37.0,28.0,2.0,,10.0,12.0,18.0,27.0,10.0,2.0,8.0,2.0,,,,,90.0,65.0,6.9,19.0,0.0715109,7,,,,3.0,5.0,6.0,3.0,,2.0,2.0,2.0,,1.0,,2.0,1.0,rolandsallai,,4.0,2.0,3.0,1.4286,2.0,,,1.0,1.0,0.1912,1.0,,,,,,,
11396207,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,F,32,32,False,35.0,30.0,2.0,2.0,9.0,9.0,22.0,31.0,3.0,,3.0,1.0,,,,,72.0,51.0,7.2,11.0,0.154367,2,,,,1.0,2.0,3.0,1.0,,,,5.0,,,,,,,,1.0,,,0.246,1.0,,1.0,,1.0,0.0673,,,,,,,,
