match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_totalCross,stat_challengeLost,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_totalContest,stat_wonContest,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_blockedScoringAttempt
14062165,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,False,37.0,31.0,13.0,7.0,0.0,27.0,27.0,4.0,10.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,46.0,6.9,6.0,0.00414895,84.120324511371,13.0,51.555,12.915,0.0887,0,-0.1556,0.15,0.04,0.13,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062165,home,FC Augsburg,Noahkai Banks,noahkai-banks,N. Banks,D,40,193,620,M,1597260,EUR,1164931200,D,40,40,False,67.0,61.0,5.0,3.0,0.0,38.0,42.0,23.0,25.0,6.0,3.0,,,,,,,90.0,84.0,7.0,7.0,0.0255761,237.57312545334,28.0,157.395,14.49,,1,,0.28,0.13,-0.07,,Noahkai,Banks,1.0,1.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0887,0.159,0.02,,,,,,,,,,,,,,,,,,
14062165,home,FC Augsburg,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,False,62.0,55.0,11.0,5.0,0.0,41.0,41.0,14.0,21.0,12.0,6.0,,,,,,,90.0,81.0,7.2,8.0,0.013533,141.26660590023,12.0,58.38,17.01,,1,,0.31,0.08,0.35,,,,4.0,3.0,4.0,4.0,1.0,2.0,,1.0,,,1.0,,,0.0455,0.0316,-0.11,True,,,,,,,,,,,,,,,,,
14062165,home,FC Augsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191,349,M,798926,EUR,898646400,D,16,16,False,50.0,38.0,4.0,1.0,0.0,22.0,25.0,16.0,25.0,5.0,2.0,,,,,,,90.0,61.0,6.7,15.0,0.0092315,91.758961976895,11.0,70.77,22.68,,0,,0.22,0.05,-0.02,,,,1.0,2.0,3.0,3.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,2.0,1.0,22.690191713602,1.0,,,,,,,,,,,,,
14062165,home,FC Augsburg,Robin Fellhauer,robin-fellhauer,R. Fellhauer,M,19,185,123,M,860461,EUR,885340800,M,19,19,False,38.0,28.0,3.0,1.0,0.0,14.0,17.0,14.0,21.0,2.0,5.0,,,,,,,90.0,60.0,7.2,17.0,0.250863,75.082061673754,8.0,64.68,20.58,,0,,0.36,0.09,-0.14,,,,1.0,,6.0,7.0,,,1.0,3.0,2.0,,1.0,4.0,1.0,,,,,5.0,3.0,20.905022937084,1.0,1.0,1.0,3.0,,,,,,,,,,
14062165,home,FC Augsburg,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,M,17,17,False,39.0,33.0,4.0,4.0,0.0,17.0,18.0,16.0,21.0,2.0,7.0,,,,,,,90.0,47.0,6.7,9.0,0.0188404,149.15399780922,10.0,-5.67,17.955,,0,,0.12,0.01,0.17,,,,2.0,1.0,5.0,3.0,,,,,,,1.0,2.0,1.0,,,,,,,51.489742146815,2.0,2.0,,,1.0,1.0,,,,,,,,
14062165,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,8,8,False,14.0,8.0,2.0,,0.0,3.0,4.0,5.0,10.0,1.0,1.0,,,,,,,63.0,28.0,6.2,14.0,0.00116913,26.365019110342,4.0,-7.35,5.145,,0,,-0.13,-0.13,-0.02,,,,1.0,2.0,6.0,3.0,,,1.0,,,,3.0,1.0,,,,,,,1.0,,,4.0,,,,,,,,,,,,
14062165,home,FC Augsburg,Dimitrios Giannoulis,dimitrios-giannoulis,D. Giannoulis,M,13,178,1037,M,354878,EUR,813888000,M,13,13,False,18.0,13.0,1.0,,0.0,4.0,6.0,9.0,12.0,1.0,1.0,,,,,,,75.0,39.0,6.6,11.0,0.132546,49.778692709793,5.0,9.975,17.22,,0,,0.18,-0.24,0.15,,,,1.0,1.0,3.0,1.0,,,1.0,,,,2.0,,,,,,,3.0,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,
14062165,home,FC Augsburg,Anton Kade,anton-kade,A. Kade,M,30,179,294,M,1129365,EUR,1074297600,F,30,30,False,20.0,16.0,1.0,,0.0,4.0,8.0,12.0,12.0,,3.0,,,,,,,75.0,35.0,7.0,9.0,0.0565874,22.131820323725,3.0,7.35,11.55,,1,,0.41,0.01,0.16,,Anton,Kade,1.0,1.0,4.0,4.0,1.0,,,2.0,2.0,,,,1.0,0.171,0.125,-0.52,,3.0,,,,2.0,,,1.0,1.0,,,1.0,,,,,
14062165,home,FC Augsburg,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,897,M,822877,EUR,897091200,F,20,20,False,22.0,18.0,1.0,1.0,0.0,7.0,8.0,11.0,14.0,,2.0,,,,,,,83.0,40.0,7.8,11.0,0.0558294,119.69198754971,14.0,29.925,12.81,,2,,-0.13,0.13,-0.01,,,,2.0,,4.0,4.0,1.0,,1.0,,,,3.0,3.0,,0.0793,0.2528,0.56,,3.0,,37.510334326409,2.0,2.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,
