match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_outfielderBlock,player_sofascoreId,stat_keyPass,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonContest,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim,stat_hitWoodwork
10388477,home,RB Leipzig,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,21,21,False,32.0,30.0,4.0,2.0,29.0,30.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,90.0,37.0,6.6,2.0,0.0,0.0,8.459e-05,0,-0.6002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388477,home,RB Leipzig,Mohamed Simakan,mohamed-simakan,M. Simakan,D,3,187,5879,M,945063,EUR,957312000,D,2,2,False,40.0,27.0,3.0,2.0,13.0,19.0,14.0,21.0,1.0,5.0,3.0,4.0,3.0,,,,83.0,66.0,6.5,17.0,0.0,0.0,0.0284123,0,,,,1.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
10388477,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,57.0,50.0,8.0,5.0,43.0,46.0,7.0,11.0,1.0,5.0,3.0,6.0,,,,,90.0,75.0,7.3,8.0,0.0,0.0,0.00398904,0,,,,,3.0,1.0,1.0,3.0,4.0,4.0,,1.0,True,2.0,,,,,,,,,,,,,,,
10388477,home,RB Leipzig,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50096,M,964994,EUR,1011744000,D,32,32,False,68.0,59.0,10.0,6.0,46.0,49.0,13.0,19.0,,1.0,4.0,8.0,,,,,90.0,77.0,7.0,9.0,0.0,0.0,0.0365298,0,,,,,4.0,1.0,,2.0,1.0,1.0,,3.0,,1.0,JGvardiol,1.0,,,,,,,,,,,,,
10388477,home,RB Leipzig,Marcel Halstenberg,marcel-halstenberg,M. Halstenberg,D,,187,311,M,103364,EUR,685929600,D,23,23,False,40.0,27.0,2.0,,14.0,18.0,13.0,26.0,,3.0,,10.0,,,,,89.0,66.0,7.5,20.0,0.3963,0.9539,0.0181718,1,,,,1.0,2.0,1.0,,3.0,3.0,1.0,1.0,,,,,1.0,4.0,1.0,1.0,,,,,,,,,,
10388477,home,RB Leipzig,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,355492,EUR,864691200,M,27,27,False,27.0,20.0,1.0,1.0,14.0,16.0,6.0,11.0,1.0,7.0,,6.0,,,,,90.0,51.0,6.7,14.0,0.0682,0.0,0.0181137,2,,,,3.0,11.0,3.0,1.0,2.0,6.0,3.0,4.0,2.0,,,KonradLaimer,,,,,2.0,1.0,1.0,,,,,,,
10388477,home,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,False,38.0,28.0,3.0,3.0,12.0,17.0,16.0,21.0,,6.0,2.0,16.0,3.0,,,,90.0,58.0,7.0,14.0,0.0,0.0,0.03561,0,,,,1.0,5.0,2.0,,5.0,2.0,2.0,2.0,2.0,,,,,,,,1.0,,,1.0,,,,,,
10388477,home,RB Leipzig,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,77008,M,869856,EUR,972432000,M,17,17,False,39.0,25.0,3.0,1.0,11.0,14.0,15.0,29.0,1.0,9.0,3.0,9.0,2.0,,,,90.0,64.0,7.3,20.0,0.0596,0.0,0.0336997,1,,,,,5.0,2.0,2.0,,3.0,1.0,,,,,DomSzobo,1.0,4.0,,,4.0,1.0,,3.0,1.0,1.0,1.0,,,
10388477,home,RB Leipzig,Emil Forsberg,emil-forsberg,E. Forsberg,M,10,179,2256,M,51785,EUR,688176000,M,10,10,False,16.0,12.0,,,3.0,3.0,9.0,13.0,3.0,4.0,,,1.0,,,,67.0,26.0,6.8,6.0,0.1144,0.0979,0.0833563,2,,,,,3.0,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,
10388477,home,RB Leipzig,Dani Olmo,dani-olmo,D. Olmo,M,20,179,190811,M,789071,EUR,894499200,M,7,7,False,31.0,19.0,2.0,,5.0,8.0,14.0,24.0,,2.0,1.0,8.0,1.0,,,,82.0,51.0,6.4,18.0,0.0744,0.1094,0.191749,3,,,,2.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,DaniOlmo,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,
