match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,captain,stat_aerialLost,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_accurateCross,stat_wonTackle,stat_totalOffside,stat_hitWoodwork,stat_bigChanceCreated,stat_outfielderBlock
10411715,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,lukaszskorupski28,44906,EUR,673401600,G,28,28,False,33.0,27.0,14.0,8.0,26.0,28.0,1.0,5.0,9.0,2.0,2.0,90.0,42.0,7.5,6.0,0.0,0.0,0.00018046,0,0.4894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411715,home,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188,1364,M,,355486,EUR,863568000,D,3,3,False,68.0,51.0,10.0,3.0,30.0,40.0,21.0,31.0,4.0,,,90.0,96.0,6.4,25.0,0.2272,0.0,0.0828125,1,,3.0,1.0,10.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,5.0,1.0,,,,,,,,,,,,,
10411715,home,Bologna,Adama Soumaoro,adama-soumaoro,A. Soumaoro,D,,187,123,M,,158573,EUR,708825600,D,5,5,False,87.0,84.0,7.0,6.0,69.0,71.0,15.0,16.0,7.0,,,90.0,91.0,7.2,3.0,0.0,0.0,0.0063105,0,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
10411715,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,,818481,EUR,898819200,D,26,26,False,84.0,76.0,8.0,5.0,64.0,68.0,12.0,16.0,4.0,,,90.0,87.0,6.9,9.0,0.0,0.0,0.00654394,0,,,,3.0,,,,,,,,2.0,,,,1.0,,,True,2.0,,,,,,,,,,
10411715,home,Bologna,Andrea Cambiaso,cambiaso-andrea,A. Cambiaso,D,27,181,7318,M,andrea_cambiaso,917048,EUR,951004800,D,50,50,False,80.0,73.0,4.0,2.0,51.0,54.0,22.0,27.0,6.0,,,90.0,101.0,7.1,9.0,0.0,0.0,0.0264384,0,,1.0,,1.0,3.0,1.0,,2.0,2.0,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,
10411715,home,Bologna,Nikola Moro,nikola-moro,N. Moro,M,6,182,2495,M,,814882,EUR,889660800,M,6,6,False,41.0,33.0,4.0,3.0,12.0,16.0,21.0,25.0,6.0,,,62.0,52.0,6.7,11.0,0.0585,0.0,0.0272443,2,,,1.0,3.0,4.0,,2.0,2.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,
10411715,home,Bologna,Jerdy Schouten,jerdy-schouten,J. Schouten,M,22,185,1247,M,,844234,EUR,853027200,M,30,30,False,43.0,38.0,3.0,3.0,19.0,19.0,19.0,24.0,4.0,,,62.0,49.0,6.8,5.0,0.0339,0.0302,0.01082,1,,,,3.0,,3.0,,,,,,,,,,,1.0,3.0,,,,,,1.0,,,,,,
10411715,home,Bologna,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182,1236,M,,850891,EUR,852508800,M,20,20,False,38.0,32.0,,,16.0,18.0,17.0,23.0,4.0,,,80.0,54.0,6.7,13.0,0.0,0.0,0.0471731,0,,3.0,,9.0,3.0,2.0,3.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,3.0,2.0,,3.0,,,,,1.0,1.0,2.0,,,
10411715,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181,1972,M,,907152,EUR,935452800,M,19,19,False,50.0,46.0,1.0,1.0,25.0,28.0,21.0,22.0,4.0,,,90.0,61.0,6.8,6.0,0.2294,0.0,0.0468189,2,,,1.0,5.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,1.0,,,1.0,,,,,,,1.0,1.0,,
10411715,home,Bologna,Georgios Kyriakopoulos,georgios-kyriakopoulos,G. Kyriakopoulos,M,77,186,878,M,,377302,EUR,823478400,M,77,77,False,17.0,14.0,,,9.0,10.0,7.0,10.0,2.0,,,57.0,28.0,7.1,7.0,0.0826,0.0,0.422676,2,,3.0,,4.0,1.0,2.0,,2.0,1.0,,1.0,,,2.0,,,2.0,,,1.0,,,1.0,,2.0,,,,2.0,
