match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_wonContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside
11396226,home,1. FC Heidenheim,Kevin Müller,kevin-muller,K. Müller,G,22,190,180,M,121908,EUR,668995200,G,1,1,False,41.0,27.0,24.0,10.0,19.0,20.0,8.0,21.0,17.0,5.0,5.0,90.0,53.0,7.7,14.0,0.0597863,0,1.6176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396226,home,1. FC Heidenheim,Haktab Omar Traore,haktab-omar-traore,H. O. Traore,D,23,184,112,M,920022,EUR,886550400,D,23,23,False,24.0,18.0,2.0,,9.0,11.0,10.0,16.0,9.0,,,90.0,60.0,6.7,17.0,0.2064,0,,,,3.0,1.0,5.0,6.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
11396226,home,1. FC Heidenheim,Patrick Mainka,patrick-mainka,P. Mainka,D,6,194,320,M,254429,EUR,784080000,D,6,6,False,46.0,42.0,5.0,1.0,32.0,33.0,10.0,13.0,4.0,,,90.0,60.0,7.0,4.0,0.00558369,1,,,,,,3.0,8.0,2.0,,1.0,4.0,3.0,,3.0,1.0,,,,,True,1.0,4.0,1.0,1.0,0.0677,,,,,,,,,
11396226,home,1. FC Heidenheim,Benedikt Gimber,benedikt-gimber,B. Gimber,D,5,185,137,M,798936,EUR,856310400,D,5,5,False,29.0,25.0,4.0,2.0,19.0,19.0,6.0,10.0,3.0,,,90.0,39.0,6.4,4.0,0.00390127,1,,,,,,6.0,4.0,1.0,,,2.0,,,4.0,3.0,,,3.0,,,2.0,,,,0.0793,1.0,,,,,,,,
11396226,home,1. FC Heidenheim,Jonas Föhrenbach,jonas-fohrenbach,J. Föhrenbach,D,19,185,79,M,311676,EUR,822614400,D,19,19,False,9.0,3.0,4.0,,1.0,4.0,2.0,6.0,,,,45.0,21.0,6.2,9.0,0.00108803,1,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,0.0272,,,,,,,,,
11396226,home,1. FC Heidenheim,Jan Schöppner,jan-schoppner,J. Schöppner,M,3,190,163,M,933707,EUR,929145600,M,3,3,False,13.0,9.0,1.0,,7.0,8.0,2.0,5.0,1.0,,,45.0,20.0,6.4,5.0,0.00283452,0,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
11396226,home,1. FC Heidenheim,Lennard Maloney,lennard-maloney,L. Maloney,M,15,187,256,M,893962,EUR,939340800,M,33,33,False,29.0,21.0,7.0,2.0,15.0,19.0,6.0,10.0,4.0,,,90.0,40.0,6.4,8.0,0.00450269,0,,,,,,3.0,4.0,3.0,,2.0,2.0,1.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,
11396226,home,1. FC Heidenheim,Eren Dinkçi,eren-dinkci,E. Dinkçi,M,8,188,848,M,1067120,EUR,1008201600,M,8,8,False,22.0,15.0,1.0,1.0,8.0,8.0,9.0,17.0,3.0,,,89.0,37.0,6.2,13.0,0.238408,1,,,,3.0,2.0,10.0,3.0,3.0,1.0,4.0,1.0,,,,,2.0,1.0,3.0,,,1.0,,2.0,1.0,0.0345,,,,,,,,,
11396226,home,1. FC Heidenheim,Adrian Beck,adrian-beck,A. Beck,M,21,186,112,M,845742,EUR,865814400,M,21,21,False,16.0,14.0,1.0,1.0,11.0,12.0,3.0,4.0,2.0,,,45.0,21.0,6.6,2.0,0.00275833,0,,,,,,2.0,5.0,1.0,,1.0,1.0,,,2.0,2.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,
11396226,home,1. FC Heidenheim,Jan-Niklas Beste,jan-niklas-beste,J. Beste,D,19,177,1027,M,836711,EUR,915408000,M,37,37,False,15.0,8.0,4.0,2.0,4.0,7.0,6.0,13.0,6.0,,,76.0,35.0,7.1,17.0,0.089484,1,,,,5.0,2.0,5.0,6.0,,2.0,4.0,1.0,,,4.0,4.0,2.0,1.0,,2.0,,,,1.0,,0.0516,1.0,1.0,1.0,,,,,,
