match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_shotOffTarget,stat_totalCross,stat_wonContest,stat_penaltyConceded,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_keyPass,stat_totalOffside,player_firstName,player_lastName,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,player_sofascoreId
12388515,home,Preußen Münster,Morten Behrens,morten-behrens,M. Behrens,G,26,193,28,M,814388,EUR,859852800,G,26,26,False,32.0,19.0,18.0,5.0,0.0,16.0,21.0,3.0,11.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,3.0,90.0,41.0,6.2,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12388515,home,Preußen Münster,Dominik Schad,dominik-schad,D. Schad,D,7,176,17,M,802841,EUR,857433600,D,22,22,False,18.0,11.0,3.0,1.0,0.0,9.0,13.0,2.0,5.0,7.0,2.0,2.0,,,,,,90.0,44.0,6.2,11.0,0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12388515,home,Preußen Münster,Lukas Frenkert,lukas-frenkert,L. Frenkert,D,29,190,36,M,1082633,EUR,963964800,D,29,29,False,24.0,14.0,8.0,2.0,0.0,11.0,13.0,3.0,11.0,4.0,2.0,1.0,,,,,,90.0,32.0,5.7,11.0,1,4.0,2.0,6.0,1.0,,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
12388515,home,Preußen Münster,Torge Paetow,torge-paetow,T. Paetow,D,16,188,9,M,253477,EUR,808790400,D,16,16,False,20.0,20.0,2.0,2.0,0.0,17.0,17.0,3.0,4.0,5.0,1.0,3.0,2.0,,,,,90.0,38.0,6.6,7.0,0,,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
12388515,home,Preußen Münster,Mikkel Kirkeskov,mikkel-kirkeskov,M. Kirkeskov,D,2,185,52,M,98953,EUR,684028800,D,2,2,False,19.0,14.0,5.0,1.0,0.0,10.0,11.0,4.0,9.0,5.0,1.0,1.0,,,,,,90.0,32.0,5.8,8.0,0,,,3.0,1.0,,1.0,,3.0,2.0,,3.0,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,
12388515,home,Preußen Münster,Charalambos Makridis,charalambos-makridis,C. Makridis,F,14,180,74,M,836026,EUR,836524800,M,14,14,False,8.0,6.0,,,0.0,3.0,4.0,4.0,9.0,6.0,,2.0,1.0,,,,,90.0,26.0,6.5,11.0,2,,1.0,3.0,,,,1.0,3.0,3.0,3.0,1.0,3.0,1.0,5.0,1.0,,1.0,1.0,,,,,,,,,,,
12388515,home,Preußen Münster,Jorrit Hendrix,jorrit-hendrix,J. Hendrix,M,20,182,139,M,190875,EUR,792028800,M,20,20,False,10.0,6.0,3.0,1.0,0.0,5.0,6.0,1.0,4.0,1.0,1.0,,,,,,,45.0,13.0,6.0,5.0,0,,1.0,4.0,1.0,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,
12388515,home,Preußen Münster,Marc Lorenz,marc-lorenz,M. Lorenz,M,,182,32,M,36138,EUR,585187200,M,18,18,False,9.0,3.0,5.0,,0.0,2.0,2.0,3.0,11.0,1.0,,2.0,,,,,,45.0,16.0,6.2,9.0,0,,,2.0,1.0,,,,1.0,1.0,,1.0,,,4.0,,,2.0,,True,,,,,,,,,,
12388515,home,Preußen Münster,Luca Bazzoli,luca-bazzoli,L. Bazzoli,M,18,188,63,M,947879,EUR,973036800,M,32,32,False,6.0,3.0,2.0,,0.0,1.0,1.0,2.0,5.0,3.0,,1.0,,,,,,45.0,13.0,6.5,6.0,0,,1.0,1.0,,,,1.0,2.0,1.0,2.0,,1.0,,,,,,,,1.0,,,,,,,,,
12388515,home,Preußen Münster,Joel Grodowski,joel-grodowski,J. Grodowski,F,11,185,218,M,886973,EUR,880848000,F,9,9,False,9.0,7.0,,,0.0,4.0,4.0,3.0,6.0,1.0,,4.0,,,,,,75.0,18.0,6.2,8.0,2,1.0,1.0,6.0,2.0,,,,,,3.0,1.0,2.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,
