match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_totalContest,stat_wonTackle,stat_unsuccessfulTouch,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_goalAssist,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_punches,player_sofascoreId
10388277,home,SV Werder Bremen,Jiří Pavlenka,jiri-pavlenka,J. Pavlenka,G,1,196,521,M,154040,EUR,703209600,G,1,1,False,39.0,21.0,22.0,5.0,17.0,23.0,4.0,16.0,1.0,11.0,1.0,90.0,45.0,6.1,18.0,0.0,0.0,0.0369009,0,-1.0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388277,home,SV Werder Bremen,Niklas Stark,niklas-stark,N. Stark,D,4,190,247,M,229544,EUR,797817600,D,4,4,False,42.0,34.0,4.0,2.0,25.0,28.0,10.0,15.0,4.0,5.0,,83.0,58.0,6.8,8.0,0.0,0.0,0.0356712,0,,1.0,1.0,2.0,2.0,8.0,5.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,
10388277,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,84.0,65.0,24.0,12.0,36.0,39.0,29.0,46.0,4.0,7.0,,90.0,95.0,6.6,20.0,0.0,0.0,0.040897,0,,1.0,,2.0,1.0,4.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388277,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,53.0,45.0,6.0,4.0,32.0,36.0,13.0,18.0,2.0,9.0,,90.0,69.0,6.8,11.0,0.0,0.0,0.15685,0,,1.0,,2.0,4.0,4.0,7.0,1.0,,3.0,2.0,1.0,,,True,1.0,2.0,1.0,,,,,,,,,,,,,,,
10388277,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,33.0,22.0,6.0,1.0,12.0,16.0,11.0,21.0,2.0,10.0,,90.0,57.0,6.5,21.0,0.1014,0.0,0.198201,1,,4.0,1.0,2.0,1.0,6.0,2.0,1.0,,,,,,2.0,,2.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
10388277,home,SV Werder Bremen,Leonardo Bittencourt,leonardo-bittencourt,L. Bittencourt,M,10,171,295,M,111969,EUR,756259200,M,10,10,False,40.0,33.0,3.0,2.0,14.0,17.0,19.0,24.0,,6.0,,77.0,58.0,7.5,12.0,0.0,0.0,0.601667,0,,1.0,,4.0,3.0,10.0,13.0,2.0,,,3.0,4.0,2.0,2.0,,5.0,2.0,2.0,,3.0,1.0,,1.0,,,,,,,,,,
10388277,home,SV Werder Bremen,Christian Groß,christian-gross,C. Groß,D,,182,27,M,40323,EUR,602899200,M,36,36,False,38.0,28.0,2.0,,14.0,19.0,14.0,19.0,,5.0,,75.0,50.0,6.4,13.0,0.0,0.0,0.0323292,0,,,,3.0,2.0,6.0,4.0,,,2.0,1.0,,2.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
10388277,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,23.0,11.0,3.0,1.0,2.0,3.0,9.0,20.0,,2.0,,75.0,30.0,6.5,13.0,0.0259,0.0,0.0531728,1,,,,8.0,9.0,10.0,10.0,,,,,1.0,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,
10388277,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,M,3,3,False,31.0,22.0,5.0,1.0,10.0,14.0,13.0,19.0,2.0,7.0,,90.0,52.0,6.8,19.0,0.0,0.0,0.0578011,0,,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,,1.0,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,
10388277,home,SV Werder Bremen,Maximilian Philipp,maximilian-philipp,M. Philipp,F,26,184,492,M,171927,EUR,762480000,F,17,17,False,28.0,21.0,,,6.0,7.0,15.0,21.0,,1.0,,83.0,42.0,7.1,12.0,1.3177,1.4771,0.0316911,3,,,,2.0,2.0,6.0,6.0,,,,1.0,2.0,2.0,1.0,,2.0,1.0,3.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,,,,,
