match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_penaltyConceded,stat_accurateCross,stat_onTargetScoringAttempt,stat_wasFouled,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,player_firstName,player_lastName,stat_bigChanceCreated,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_goalAssist,stat_penaltyWon,stat_errorLeadToAShot
10388334,home,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,38.0,28.0,34.0,25.0,13.0,16.0,15.0,22.0,1.0,9.0,1.0,1.0,2.0,1.0,6.0,90.0,45.0,5.0,10.0,0.0,0.0,0.00895405,0,-1.9548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388334,home,VfL Bochum 1848,Cristian Gamboa,cristian-gamboa,C. Gamboa,D,,175,274,M,117794,EUR,625190400,D,2,2,False,29.0,21.0,10.0,7.0,7.0,12.0,14.0,19.0,1.0,6.0,1.0,,,,,90.0,48.0,4.9,13.0,0.0333,0.0,0.0612155,1,,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10388334,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,22.0,16.0,6.0,4.0,14.0,17.0,2.0,5.0,1.0,2.0,,,,,,85.0,31.0,5.7,7.0,0.0179,0.0,0.00064997,1,,,,2.0,6.0,1.0,,1.0,2.0,2.0,,,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10388334,home,VfL Bochum 1848,Dominique Heintz,dominique-heintz,D. Heintz,D,3,188,93,M,136922,EUR,745372800,D,30,30,False,21.0,19.0,5.0,4.0,14.0,15.0,5.0,7.0,4.0,5.0,,,,,,90.0,32.0,5.8,3.0,0.0,0.0,0.00262116,0,,1.0,2.0,6.0,3.0,2.0,,,3.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10388334,home,VfL Bochum 1848,Saidy Janko,saidy-janko,S. Janko,D,17,178,272,M,348362,EUR,814320000,D,23,23,False,19.0,13.0,6.0,3.0,7.0,11.0,6.0,11.0,3.0,4.0,,,,,,70.0,42.0,5.0,18.0,0.0,0.0,0.00995644,0,,3.0,1.0,7.0,2.0,1.0,2.0,,,,,,,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10388334,home,VfL Bochum 1848,Takuma Asano,takuma-asano,T. Asano,M,11,173,2035,M,309546,EUR,784425600,M,11,11,False,12.0,9.0,1.0,,2.0,4.0,8.0,10.0,,3.0,,,,,,68.0,29.0,5.9,11.0,0.0372,0.2468,0.169324,1,,2.0,2.0,8.0,1.0,,2.0,,1.0,1.0,,1.0,1.0,,2.0,2.0,1.0,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,
10388334,home,VfL Bochum 1848,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,False,36.0,29.0,5.0,3.0,12.0,13.0,19.0,29.0,1.0,2.0,,,,,,90.0,62.0,6.6,20.0,0.0273,0.0,0.134082,1,,6.0,,7.0,6.0,1.0,5.0,1.0,2.0,,,,4.0,,1.0,,,,4.0,3.0,,2.0,,1.0,,,,,,,,,,,,,,,
10388334,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,13.0,10.0,1.0,,5.0,7.0,5.0,6.0,2.0,6.0,,,,,,90.0,26.0,6.3,3.0,0.1843,0.2709,0.00372586,2,,,,2.0,2.0,1.0,,1.0,1.0,,,,,1.0,5.0,,1.0,,,,,,1.0,,True,1.0,,,,,,,,,,,,,
10388334,home,VfL Bochum 1848,Philipp Förster,philipp-forster,P. Förster,M,11,189,109,M,268791,EUR,791856000,M,10,10,False,20.0,16.0,1.0,1.0,7.0,9.0,10.0,12.0,,5.0,,,,,,68.0,27.0,6.8,4.0,0.0155,0.043,0.0522797,1,,1.0,,2.0,4.0,,,,2.0,2.0,,,1.0,1.0,,,2.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
10388334,home,VfL Bochum 1848,Simon Zoller,simon-zoller,S. Zoller,F,27,179,102,M,88471,EUR,677894400,F,9,9,False,14.0,11.0,3.0,3.0,6.0,7.0,5.0,8.0,2.0,2.0,,,,,,85.0,26.0,6.7,7.0,0.168,0.2994,0.00718168,2,,1.0,1.0,2.0,2.0,,1.0,,1.0,,,1.0,,1.0,,2.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,
