match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_fouls,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_hitWoodwork,captain,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_errorLeadToAShot,stat_totalOffside,player_sofascoreId,stat_onTargetScoringAttempt,stat_goodHighClaim,stat_lastManTackle,stat_bigChanceCreated,stat_goals,stat_goalAssist
10408408,home,Cádiz,David Gil,david-gil,D. Gil,G,1,183,78,M,138390,EUR,758246400,G,13,13,False,38.0,17.0,31.0,11.0,6.0,9.0,11.0,29.0,2.0,15.0,2.0,3.0,1.0,1.0,1.0,90.0,48.0,6.6,21.0,0.0,0.0,0.00221443,0,-0.7804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408408,home,Cádiz,Raúl Parra,raul-parra,R. Parra,D,36,187,79,M,1069725,EUR,943574400,D,2,2,False,21.0,15.0,7.0,5.0,8.0,12.0,8.0,12.0,1.0,6.0,,,,,,80.0,38.0,6.2,11.0,0.0,0.0,0.0116975,0,,,,3.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408408,home,Cádiz,Luis Hernández,luis-hernandez,L. Hernández,D,,182,89,M,260097,EUR,608515200,D,23,23,False,26.0,18.0,5.0,2.0,10.0,12.0,9.0,16.0,3.0,2.0,,,,,,90.0,40.0,6.5,12.0,0.0616,0.0,0.0695503,1,,,,2.0,1.0,1.0,1.0,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10408408,home,Cádiz,Fali,fali,Fali,D,,186,193,M,349794,EUR,745113600,D,3,3,False,32.0,20.0,10.0,5.0,14.0,17.0,6.0,16.0,2.0,7.0,,,,,,90.0,39.0,6.0,15.0,0.1833,0.0,0.0035979,2,,,,1.0,,7.0,,1.0,2.0,2.0,2.0,,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10408408,home,Cádiz,Alfonso Espino,alfonso-espino,A. Espino,D,22,172,656,M,542634,EUR,694569600,D,22,22,False,41.0,28.0,10.0,3.0,11.0,14.0,20.0,36.0,3.0,12.0,,,,,,90.0,92.0,6.8,33.0,0.0,0.0,0.482267,0,,,,9.0,3.0,10.0,1.0,1.0,1.0,8.0,,1.0,4.0,2.0,5.0,,,True,3.0,2.0,2.0,5.0,2.0,3.0,,,,,,,,,,,
10408408,home,Cádiz,Iván Alejo,ivan-alejo,I. Alejo,M,14,184,174,M,352486,EUR,792374400,M,11,11,False,9.0,4.0,2.0,,1.0,3.0,6.0,9.0,1.0,5.0,,,,,,60.0,20.0,6.8,8.0,0.0,0.0,0.213763,0,,,,3.0,3.0,4.0,,1.0,1.0,4.0,,,2.0,,1.0,,,,,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,
10408408,home,Cádiz,Fede San Emeterio,fede-san-emeterio,F. S. E. Diaz,M,6,174,81,M,376382,EUR,858470400,M,24,24,False,22.0,15.0,,,5.0,6.0,10.0,17.0,,2.0,,,,,,80.0,28.0,6.4,8.0,0.0598,0.0,0.0283585,1,,,,1.0,,5.0,1.0,1.0,1.0,1.0,,,3.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
10408408,home,Cádiz,Rubén Alcaraz,ruben-alcaraz,R. Alcaraz,M,4,180,243,M,259339,EUR,673056000,M,4,4,False,42.0,32.0,6.0,2.0,10.0,15.0,24.0,36.0,,11.0,,,,,,90.0,62.0,6.7,21.0,0.0381,0.0,0.0847803,1,,,,9.0,2.0,3.0,1.0,1.0,2.0,5.0,,,,1.0,1.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10408408,home,Cádiz,Rubén Sobrino,ruben-sobrino,R. Sobrino,M,19,185,175,M,329563,EUR,698198400,M,7,7,False,29.0,16.0,3.0,,2.0,4.0,14.0,26.0,,8.0,,,,,,90.0,54.0,6.9,19.0,0.3428,0.0,0.024973,2,,,,1.0,,8.0,2.0,1.0,6.0,15.0,1.0,,3.0,1.0,3.0,,,,2.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,
10408408,home,Cádiz,Sergi Guardiola,sergi-guardiola,S. Guardiola,F,14,185,229,M,141945,EUR,675475200,F,19,19,False,20.0,9.0,4.0,2.0,2.0,4.0,7.0,19.0,,2.0,,,,,,90.0,37.0,6.3,20.0,0.1377,0.0,0.0146047,1,,,,3.0,,9.0,2.0,,,4.0,,,2.0,4.0,2.0,,,,1.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,
