match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_dispossessed,stat_errorLeadToAShot,stat_totalContest,stat_wonContest,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_outfielderBlock,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_penaltyFaced,stat_penaltyConceded
12437828,home,Sevilla,Ørjan Nyland,,,orjan-nyland,Ø. Nyland,G,13,192,1050,M,22209,EUR,652924800,G,13,13,False,37.0,19.0,26.0,8.0,0.0,13.0,13.0,6.0,24.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,90.0,45.0,7.6,18.0,0.00150498,0,0.5805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437828,home,Sevilla,José Ángel Carmona,,,jose-angel-carmona,J. Á. Carmona,D,2,183,1021,M,1015240,EUR,1012262400,D,32,32,False,32.0,28.0,4.0,2.0,0.0,21.0,22.0,8.0,12.0,9.0,3.0,1.0,,5.0,3.0,,,,,,90.0,58.0,7.4,10.0,0.00449405,1,,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0134,,,,,,,,,,,,,,,,,,
12437828,home,Sevilla,Loïc Badé,,,loic-bade,L. Badé,D,5,191,3177,M,1006489,EUR,955411200,D,22,22,False,67.0,53.0,16.0,7.0,0.0,46.0,51.0,7.0,16.0,5.0,6.0,5.0,,4.0,1.0,,,,,,90.0,80.0,6.8,15.0,0.00486553,0,,,,1.0,5.0,,,1.0,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,
12437828,home,Sevilla,Tanguy Nianzou,,,tanguy-nianzou,T. Nianzou,D,5,192,1231,M,1003007,EUR,1023408000,D,24,24,False,44.0,36.0,,,0.0,25.0,29.0,11.0,15.0,5.0,1.0,1.0,,1.0,1.0,,,,,,89.0,53.0,6.6,9.0,0.00575823,0,,,,2.0,4.0,,,1.0,1.0,1.0,3.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,
12437828,home,Sevilla,Adrià Pedrosa,,,adria-pedrosa,A. Pedrosa,D,3,176,847,M,928672,EUR,895017600,D,3,3,False,21.0,18.0,2.0,,0.0,9.0,10.0,9.0,14.0,,4.0,3.0,,,,,,,,,79.0,38.0,6.8,8.0,0.00616103,0,,3.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,
12437828,home,Sevilla,Lucien Agoumé,,,lucien-agoume,L. Agoumé,M,18,185,2096,M,960006,EUR,1013212800,M,18,18,False,41.0,32.0,6.0,3.0,0.0,16.0,18.0,16.0,25.0,7.0,,7.0,,3.0,,,,,,,72.0,57.0,7.0,14.0,0.0164726,1,,2.0,,2.0,3.0,,,1.0,2.0,,2.0,0.0128,,1.0,,2.0,2.0,,1.0,1.0,,,,,,,,,,
12437828,home,Sevilla,Nemanja Gudelj,,,nemanja-gudelj,N. Gudelj,M,6,187,1647,M,68332,EUR,690249600,M,6,6,False,40.0,34.0,7.0,3.0,0.0,18.0,20.0,18.0,22.0,5.0,3.0,3.0,,3.0,1.0,,,,,,90.0,56.0,7.4,6.0,0.125122,3,,2.0,2.0,2.0,2.0,,1.0,2.0,,,1.0,0.0776,1.0,,,,,3.0,2.0,,True,1.0,,,,,,,,
12437828,home,Sevilla,Dodi Lukebakio,,,dodi-lukebakio,D. Lukebakio,M,11,187,4874,M,823631,EUR,875059200,M,11,11,False,34.0,26.0,3.0,,0.0,13.0,14.0,13.0,24.0,9.0,,5.0,,2.0,1.0,,,,,,90.0,58.0,7.7,17.0,0.0446615,5,,4.0,,2.0,6.0,,2.0,,1.0,2.0,1.0,1.1276,1.0,1.0,,6.0,3.0,,,,,,DLukebakio,1.0,3.0,1.0,0.6374,,,
12437828,home,Sevilla,Peque Fernández,,,peque-fernandez,P. Fernández,M,14,168,904,M,997033,EUR,1033689600,M,14,14,False,23.0,16.0,1.0,1.0,0.0,5.0,7.0,11.0,16.0,3.0,,1.0,,,,,,,,,79.0,30.0,7.3,8.0,0.010047,1,,,,,3.0,,,,1.0,3.0,2.0,0.0199,1.0,,,,,1.0,,,,,,,1.0,,0.0791,1.0,,
12437828,home,Sevilla,Chidera Ejuke,,,chidera-ejuke,C. Ejuke,M,21,176,3125,M,875890,EUR,883699200,M,21,21,False,25.0,23.0,1.0,1.0,0.0,8.0,8.0,15.0,17.0,9.0,,4.0,,2.0,1.0,,,,,,89.0,44.0,7.5,8.0,0.122287,1,,,,1.0,4.0,,1.0,,2.0,1.0,,0.0221,1.0,1.0,,7.0,5.0,3.0,,,,,,,,,,,,
12437828,home,Sevilla,Isaac Romero,,,romero-isaac,I. Romero,F,7,184,1472,M,1018190,EUR,958608000,F,7,7,False,14.0,12.0,1.0,,0.0,5.0,5.0,8.0,10.0,1.0,,1.0,,,,,,,,,72.0,23.0,6.1,7.0,0.0621664,1,,1.0,1.0,1.0,12.0,2.0,,,3.0,,2.0,0.1541,6.0,2.0,,,,,,,,,,1.0,1.0,,0.0689,,,
12437828,home,Sevilla,Jesús Navas,,,jesus-navas,J. Navas,D,16,170,1580,M,11869,EUR,501379200,D,16,16,True,11.0,6.0,1.0,,0.0,2.0,3.0,4.0,8.0,6.0,,,,,,,,,,,18.0,20.0,7.1,6.0,0.00436135,0,,,,5.0,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
12437828,home,Sevilla,Albert Sambi Lokonga,,,albert-sambi-lokonga,A. S. Lokonga,M,6,183,3626,M,901892,EUR,940550400,M,12,12,True,5.0,3.0,,,0.0,2.0,3.0,1.0,2.0,1.0,,1.0,,,,,,,,,18.0,7.0,6.5,3.0,0.00152488,0,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
12437828,home,Sevilla,Kike Salas,,,kike-salas,K. Salas,D,4,186,890,M,1097719,EUR,1019433600,D,4,4,True,3.0,1.0,1.0,,0.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,11.0,4.0,6.4,2.0,5.53e-06,0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12437828,home,Sevilla,Suso,,,suso,Suso,M,11,176,1350,M,96370,EUR,753667200,M,10,10,True,3.0,2.0,1.0,1.0,0.0,,1.0,2.0,2.0,2.0,,1.0,,,,,,,,,11.0,8.0,6.5,2.0,0.00237025,1,,,,,2.0,1.0,,,,1.0,,0.0147,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,
12437828,home,Sevilla,Marcão,,,marcao,Marcão,D,23,185,1053,M,840951,EUR,833932800,D,23,23,True,,,,,0.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437828,home,Sevilla,Álvaro Fernández,,,alvaro-fernandez,Á. Fernández,G,25,186,269,M,852412,EUR,892425600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437828,home,Sevilla,Gonzalo Montiel,,,gonzalo-montiel,G. Montiel,D,29,175,8927,M,822933,EUR,852076800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,gonzalo_montiel29,,,,,,,
12437828,home,Sevilla,Valentín Barco,Valentín Barco,,valentin-barco,V. Barco,M,32,172,11515,M,1127057,EUR,1090540800,D,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,colo.barco,,,,,,,
12437828,home,Sevilla,Stanis Idumbo Muzambo,Stanis Idumbo Muzambo,,stanis-idumbo-muzambo,S. I. Muzambo,M,17,170,857,M,1149152,EUR,1120003200,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437828,home,Sevilla,Kelechi Iheanacho,,,kelechi-iheanacho,K. Iheanacho,F,17,184,4861,M,359642,EUR,844300800,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,kelechi72,,,,,,,
12437828,away,Real Betis,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,1,1,False,27.0,20.0,9.0,2.0,0.0,19.0,19.0,1.0,8.0,,1.0,9.0,,,,1.0,1.0,4.0,2.0,2.0,90.0,36.0,7.6,7.0,0.00015309,0,-0.2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
12437828,away,Real Betis,Héctor Bellerín,,,hector-bellerin,H. Bellerín,D,2,178,3870,M,188365,EUR,795571200,D,2,2,False,41.0,32.0,5.0,3.0,0.0,21.0,23.0,11.0,18.0,3.0,4.0,3.0,,2.0,2.0,,,,,,90.0,61.0,6.5,14.0,0.368759,0,,,,1.0,7.0,3.0,,1.0,,,,,2.0,,,2.0,,1.0,,,True,,Bellerín,,,,,,,
