match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_interceptionWon,captain,stat_shotOffTarget,stat_penaltyConceded,stat_wasFouled,player_firstName,player_lastName,player_sofascoreId,stat_onTargetScoringAttempt,stat_dispossessed,stat_goals,stat_challengeLost,stat_totalOffside,stat_bigChanceMissed,stat_penaltyWon
10408410,home,Cádiz,Jeremías Ledesma,jeremias-ledesma,C. Ledesma,G,23,186,1063,M,341097,EUR,729561600,G,1,1,False,33.0,15.0,31.0,13.0,2.0,3.0,13.0,30.0,2.0,12.0,1.0,2.0,7.0,2.0,8.0,1.0,90.0,46.0,7.9,18.0,0.0,0.0,0.00748128,0,1.9515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408410,home,Cádiz,Iza Carcelén,iza-carcelen,I. Carcelén,D,20,174,127,M,800403,EUR,735523200,D,20,20,False,30.0,22.0,3.0,,8.0,13.0,15.0,20.0,6.0,9.0,,,,,,,90.0,55.0,7.3,11.0,0.029,0.0,0.310537,1,,1.0,3.0,1.0,1.0,4.0,2.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10408410,home,Cádiz,Luis Hernández,luis-hernandez,L. Hernández,D,,182,89,M,260097,EUR,608515200,D,23,23,False,28.0,21.0,7.0,2.0,15.0,20.0,6.0,8.0,4.0,5.0,,,,,,,90.0,41.0,6.8,8.0,0.0,0.0,0.0223086,0,,,,,1.0,1.0,1.0,3.0,,,,,1.0,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,
10408410,home,Cádiz,Fali,fali,Fali,D,,186,193,M,349794,EUR,745113600,D,3,3,False,39.0,27.0,13.0,3.0,15.0,18.0,12.0,21.0,6.0,10.0,,,,,,,90.0,52.0,6.8,13.0,0.0,0.0,0.0105742,0,,,,,,1.0,1.0,3.0,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,
10408410,home,Cádiz,Alfonso Espino,alfonso-espino,A. Espino,D,22,172,656,M,542634,EUR,694569600,D,22,22,False,44.0,29.0,7.0,1.0,10.0,15.0,20.0,34.0,6.0,14.0,,,,,,,90.0,81.0,6.4,25.0,0.353,0.0,0.121072,3,,,5.0,1.0,3.0,3.0,5.0,6.0,3.0,1.0,,,,,,2.0,1.0,1.0,3.0,True,3.0,1.0,2.0,,,,,,,,,,
10408410,home,Cádiz,Théo Bongonda,theo-bongonda,T. Bongonda,M,77,177,22829,M,344953,EUR,816825600,M,10,10,False,17.0,9.0,,,1.0,6.0,9.0,15.0,,,,,,,,,67.0,42.0,7.0,14.0,0.0747,0.0425,0.0330807,2,,,4.0,1.0,2.0,2.0,4.0,5.0,4.0,3.0,,,,,,2.0,1.0,,2.0,,1.0,,,,,theo_bongonda,1.0,,,,,,
10408410,home,Cádiz,Gonzalo Escalante,gonzalo-escalante,G. Escalante,M,8,182,258,M,316170,EUR,733190400,M,17,17,False,48.0,36.0,10.0,5.0,15.0,19.0,21.0,29.0,6.0,17.0,,,,,,,90.0,72.0,6.7,16.0,0.07,0.0,0.0145842,1,,,,,5.0,4.0,8.0,11.0,1.0,,,1.0,,4.0,2.0,2.0,2.0,,,,,1.0,3.0,,,,,,,,,,
10408410,home,Cádiz,Rubén Alcaraz,ruben-alcaraz,R. Alcaraz,M,4,180,243,M,259339,EUR,673056000,M,4,4,False,44.0,37.0,9.0,6.0,14.0,15.0,23.0,32.0,4.0,7.0,,,,,,,89.0,64.0,7.3,13.0,0.7884,0.8957,0.0337742,1,,,3.0,,1.0,2.0,4.0,2.0,1.0,,,,1.0,,,1.0,1.0,,3.0,,,,,,,,1.0,1.0,1.0,,,,
10408410,home,Cádiz,Rubén Sobrino,ruben-sobrino,R. Sobrino,M,19,185,175,M,329563,EUR,698198400,M,7,7,False,24.0,19.0,,,4.0,6.0,15.0,19.0,,6.0,,,,,,,90.0,35.0,7.2,8.0,0.2061,0.884,0.141345,1,,,1.0,,1.0,2.0,5.0,7.0,3.0,1.0,,,,2.0,1.0,,1.0,,1.0,,,,2.0,,,,1.0,,1.0,1.0,,,
10408410,home,Cádiz,Sergi Guardiola,sergi-guardiola,S. Guardiola,F,14,185,229,M,141945,EUR,675475200,F,19,19,False,22.0,17.0,,,2.0,2.0,15.0,21.0,,2.0,,,,,,,85.0,35.0,6.6,9.0,0.1455,0.0,0.0217825,1,,,1.0,,4.0,,7.0,6.0,3.0,2.0,,,,,,1.0,,,,,1.0,,4.0,,,,,1.0,,1.0,1.0,,
