match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_interceptionWon,stat_totalContest,stat_unsuccessfulTouch,stat_shotOffTarget,captain,stat_keyPass,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_punches,stat_goalAssist,stat_goals
10411762,home,Atalanta,Juan Musso,juan-musso,J. Musso,G,1,191,4938,M,juanmusso,263651,EUR,768182400,G,1,1,False,28.0,13.0,22.0,8.0,8.0,11.0,5.0,17.0,1.0,6.0,2.0,4.0,1.0,1.0,90.0,38.0,6.8,15.0,0.0,0.0,0.00083779,0,-0.3236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411762,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2156,M,,151003,EUR,730080000,D,19,19,False,61.0,54.0,5.0,3.0,30.0,32.0,24.0,29.0,3.0,7.0,,,,,90.0,71.0,6.7,7.0,0.0,0.0,0.0227533,0,,1.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10411762,home,Atalanta,José Luis Palomino,jose-luis-palomino,J. L. Palomino,D,19,188,536,M,,79680,EUR,631497600,D,6,6,False,52.0,45.0,5.0,2.0,31.0,32.0,15.0,21.0,1.0,8.0,,,,,90.0,71.0,6.6,8.0,0.0,0.0,0.0311568,0,,1.0,,4.0,5.0,2.0,,5.0,5.0,,,José,Luis Palomino,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10411762,home,Atalanta,Giorgio Scalvini,giorgio-scalvini,G. Scalvini,D,42,194,3375,M,,1012176,EUR,1071100800,D,42,42,False,33.0,24.0,7.0,1.0,16.0,17.0,8.0,17.0,,3.0,,,,,52.0,44.0,6.3,13.0,0.0,0.0,0.0106852,0,,,1.0,2.0,2.0,,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10411762,home,Atalanta,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1471,M,,842364,EUR,864086400,M,3,3,False,44.0,35.0,3.0,1.0,16.0,17.0,19.0,27.0,1.0,3.0,,,,,90.0,69.0,6.4,15.0,0.0617,0.0,0.0521435,1,,,,4.0,1.0,1.0,,1.0,1.0,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
10411762,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,,100389,EUR,670204800,M,15,15,False,59.0,51.0,8.0,6.0,28.0,29.0,23.0,30.0,1.0,6.0,,,,,90.0,65.0,6.8,8.0,0.0325,0.0,0.0432828,1,,,2.0,2.0,2.0,1.0,,,,,1.0,,,,,,1.0,,,1.0,True,1.0,,,,,,,,,
10411762,home,Atalanta,Éderson,ederson,Éderson,M,13,183,7659,M,ederson99,946888,EUR,931305600,M,13,13,False,55.0,45.0,2.0,1.0,17.0,18.0,28.0,37.0,,5.0,,,,,90.0,78.0,7.0,14.0,0.118,0.0,0.0469355,2,,1.0,1.0,5.0,8.0,1.0,,3.0,,,1.0,,,,,1.0,1.0,5.0,2.0,,,1.0,4.0,2.0,,,,,,,
10411762,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2125,M,,132318,EUR,708220800,M,77,77,False,28.0,26.0,,,11.0,11.0,16.0,22.0,1.0,1.0,,,,,79.0,53.0,6.5,12.0,0.2564,0.1679,0.059427,3,,,,5.0,1.0,2.0,,,,,1.0,,,5.0,1.0,1.0,,2.0,3.0,,,1.0,1.0,1.0,2.0,,,,,,
10411762,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189,7385,M,pasalicmario,190437,EUR,792288000,F,88,88,False,7.0,4.0,,,1.0,1.0,3.0,6.0,,,,,,,24.0,13.0,6.6,6.0,0.0,0.0,0.0205458,0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,
10411762,home,Atalanta,Rasmus Højlund,rasmus-hojlund,R. Højlund,F,19,191,70296,M,RHøjlund,1086417,EUR,1044316800,F,17,17,False,24.0,15.0,,,2.0,2.0,13.0,23.0,,1.0,,,,,90.0,55.0,5.7,25.0,0.6518,0.4628,0.121047,3,,2.0,3.0,8.0,11.0,,,,,3.0,,,,1.0,,4.0,,7.0,9.0,,,1.0,5.0,1.0,2.0,3.0,,,,,
