match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,captain,stat_challengeLost,stat_outfielderBlock,stat_fouls,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_dispossessed,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,player_sofascoreId,stat_hitWoodwork
12764480,home,ŠK Slovan Bratislava,Dominik Takáč,dominik-takac,D. Takáč,G,71,195,239,M,886365,EUR,916099200,G,71,71,False,33.0,25.0,15.0,8.0,0.0,21.0,24.0,4.0,9.0,2.0,2.0,4.0,11.0,1.0,4.0,4.0,4.0,4.0,90.0,55.0,7.7,8.0,0.00036773,0,-0.0533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764480,home,ŠK Slovan Bratislava,César Blackman,cesar-blackman,C. Blackman,D,28,174,601,M,841793,EUR,891475200,D,28,28,False,24.0,15.0,3.0,,0.0,8.0,13.0,7.0,12.0,,6.0,6.0,1.0,,,,,,89.0,51.0,6.7,14.0,0.0333061,0,,1.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
12764480,home,ŠK Slovan Bratislava,Guram Kashia,guram-kashia,G. Kashia,D,4,185,888,M,43136,EUR,552355200,D,4,4,False,48.0,35.0,12.0,4.0,0.0,23.0,29.0,12.0,19.0,1.0,3.0,11.0,4.0,,,,,,90.0,67.0,6.1,15.0,0.00354557,0,,,2.0,7.0,,,2.0,2.0,,2.0,,True,4.0,1.0,1.0,,,,,,,,,,,,,,,,
12764480,home,ŠK Slovan Bratislava,Kevin Wimmer,kevin-wimmer,K. Wimmer,D,6,187,138,M,141203,EUR,721785600,D,6,6,False,45.0,35.0,7.0,1.0,0.0,22.0,24.0,13.0,22.0,,7.0,5.0,5.0,2.0,,,,,90.0,70.0,7.4,12.0,0.00571037,1,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,,,,3.0,,1.0,0.076,,,,,,,,,,,,,,
12764480,home,ŠK Slovan Bratislava,Sharani Zuberu,sharani-zuberu,S. Zuberu,D,23,185,146,M,998471,EUR,947203200,D,23,23,False,19.0,15.0,,,0.0,9.0,10.0,6.0,11.0,1.0,2.0,7.0,2.0,1.0,,,,,71.0,41.0,6.6,8.0,0.00270605,0,,2.0,1.0,3.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
12764480,home,ŠK Slovan Bratislava,Kenan Bajrić,kenan-bajric,K. Bajrić,D,12,190,155,M,230932,EUR,787881600,M,12,12,False,21.0,14.0,1.0,,0.0,9.0,12.0,5.0,10.0,3.0,7.0,3.0,3.0,1.0,,,,,90.0,40.0,6.9,8.0,0.00486685,0,,1.0,,4.0,,,1.0,3.0,3.0,,,,,1.0,4.0,,,,,,,,,,,,,,,,
12764480,home,ŠK Slovan Bratislava,Kyriakos Savvidis,kyriakos-savvidis,K. Savvidis,M,88,181,101,M,551338,EUR,803606400,M,88,88,False,32.0,23.0,,,0.0,15.0,19.0,8.0,13.0,3.0,6.0,3.0,6.0,2.0,,,,,82.0,48.0,6.8,10.0,0.0174506,0,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,
12764480,home,ŠK Slovan Bratislava,Róbert Mak,robert-mak,R. Mak,M,21,179,370,M,87087,EUR,668390400,M,21,21,False,13.0,10.0,,,0.0,6.0,7.0,4.0,10.0,,1.0,2.0,4.0,1.0,,,,,70.0,28.0,6.1,14.0,0.0090072,0,,4.0,,6.0,2.0,,,,,2.0,,,,,2.0,,,,,2.0,,,,,,,,,,,
12764480,home,ŠK Slovan Bratislava,Marko Tolić,marko-tolic,M. Tolić,M,10,187,714,M,784673,EUR,836524800,M,10,10,False,51.0,33.0,8.0,5.0,0.0,18.0,24.0,16.0,28.0,1.0,6.0,2.0,8.0,,,,,,90.0,68.0,6.9,22.0,0.0408111,0,,1.0,,3.0,2.0,1.0,1.0,4.0,2.0,2.0,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,
12764480,home,ŠK Slovan Bratislava,Nino Marcelli,marcelli-nino,N. Marcelli,M,18,178,358,M,1397170,EUR,1117324800,M,18,18,False,26.0,20.0,1.0,1.0,0.0,9.0,12.0,11.0,14.0,,6.0,2.0,6.0,2.0,,,,,89.0,43.0,6.9,10.0,0.042802,2,,,2.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,0.1123,,,1.0,,1.0,1.0,,,,,,,,
12764480,home,ŠK Slovan Bratislava,David Strelec,david-strelec,D. Strelec,F,13,185,2213,M,918482,EUR,986342400,F,13,13,False,22.0,10.0,,,0.0,5.0,9.0,5.0,13.0,4.0,6.0,3.0,3.0,1.0,,,,,90.0,40.0,6.6,22.0,0.0284083,0,,,1.0,6.0,2.0,,2.0,1.0,1.0,5.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,
12764480,home,ŠK Slovan Bratislava,Idjessi Metsoko,idjessi-metsoko,I. Metsoko,F,93,191,139,M,1393973,EUR,1016064000,F,93,93,True,7.0,5.0,,,0.0,1.0,2.0,4.0,5.0,2.0,3.0,,,1.0,,,,,20.0,10.0,7.1,3.0,0.00104071,1,,,,,,,,,,1.0,,,,,,,0.3795,Idjessi Metoko,,,,,,1.0,1.0,1.0,0.3592,,,,
