match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,injury,length
10352145,FT,0.0,5.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,
10352145,,0.0,5.0,,82,,,9,,,goal,165680505.0,False,regular,184661.0,Leon Goretzka,,
10352145,,,,,80,,,11,,,substitution,121279160.0,False,regular,,,False,
10352145,,,,,78,,,13,,,substitution,121279159.0,True,regular,,,False,
10352145,,,,,78,,,13,,,substitution,121279128.0,True,regular,,,False,
10352145,,,,,68,,,23,,,substitution,121279059.0,False,regular,,,False,
10352145,,,,,68,,,23,,,substitution,121279058.0,False,regular,,,False,
10352145,,0.0,4.0,,67,,,24,,,goal,165680424.0,False,regular,1010231.0,Jamal Musiala,,
10352145,,,,,63,,,28,,,substitution,121279031.0,False,regular,,,False,
10352145,,,,,63,,,28,,,substitution,121279030.0,False,regular,,,False,
10352145,,,,,61,,,30,,,substitution,121279009.0,True,regular,,,False,
10352145,,,,,61,,,30,,,substitution,121279002.0,True,regular,,,False,
10352145,,,,,61,,,30,,,substitution,121279001.0,True,regular,,,False,
10352145,,0.0,3.0,,53,,,38,,,goal,165680353.0,False,regular,217704.0,Sadio Mané,,
10352145,HT,0.0,2.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,
10352145,,0.0,2.0,,45,1.0,,1,,,goal,165680229.0,False,regular,1048888.0,Mathys Tel,,
10352145,,,,,45,0.0,,1,,,injuryTime,,,,,,,1.0
10352145,,0.0,1.0,,35,,,11,,,goal,165680148.0,False,regular,904897.0,Ryan Gravenberch,,
