match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_accurateCross,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_challengeLost,stat_shotOffTarget,captain,stat_blockedScoringAttempt,stat_keyPass,stat_goalAssist,stat_totalOffside,stat_goodHighClaim,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork
11396252,home,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,False,25.0,19.0,10.0,4.0,18.0,19.0,1.0,6.0,5.0,1.0,1.0,3.0,4.0,90.0,32.0,6.0,7.0,0.00123034,0,-1.3248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396252,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,D,42,42,False,16.0,12.0,3.0,1.0,2.0,5.0,10.0,13.0,1.0,,,,,90.0,32.0,6.8,12.0,0.0191101,1,,doanritsu,2.0,1.0,7.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,0.103,0.1573,,,,,,,,,,,,,,,,,,
11396252,home,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,D,25,25,False,36.0,23.0,5.0,1.0,10.0,14.0,14.0,24.0,6.0,,4.0,,,90.0,59.0,6.5,21.0,0.0953032,0,,,2.0,2.0,6.0,7.0,,2.0,1.0,,,3.0,4.0,3.0,,,,,,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,
11396252,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,23.0,23.0,1.0,1.0,17.0,17.0,6.0,6.0,4.0,,,,,62.0,27.0,6.2,1.0,0.00187229,0,,,,,2.0,,,,,,,2.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,
11396252,home,SC Freiburg,Manuel Gulde,manuel-gulde,M. Gulde,D,,184,63,M,71952,EUR,666316800,D,5,5,False,44.0,39.0,6.0,2.0,26.0,27.0,13.0,17.0,4.0,,1.0,,,90.0,61.0,6.9,6.0,0.003097,1,,,,2.0,3.0,9.0,,1.0,1.0,,,5.0,3.0,2.0,2.0,0.113,,,,,3.0,,2.0,,1.0,1.0,,,,,,,,,
11396252,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,D,30,30,False,30.0,22.0,3.0,2.0,12.0,14.0,12.0,21.0,1.0,,,,,90.0,52.0,6.5,12.0,0.0811984,2,,,5.0,,3.0,2.0,1.0,,,,,1.0,1.0,1.0,,0.0484,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,,,,,,
11396252,home,SC Freiburg,Lucas Höler,lucas-holer,L. Höler,F,9,184,586,M,280009,EUR,773798400,M,9,9,False,25.0,19.0,2.0,2.0,11.0,12.0,8.0,13.0,7.0,,2.0,,,76.0,36.0,6.9,9.0,0.0128346,1,,,,4.0,7.0,5.0,1.0,,,,,1.0,1.0,1.0,1.0,0.1453,,,,,3.0,,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,,
11396252,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,34.0,28.0,3.0,2.0,14.0,15.0,14.0,19.0,5.0,,2.0,,,90.0,43.0,6.6,9.0,0.0326531,1,,,,,5.0,5.0,1.0,1.0,1.0,,,,2.0,2.0,,0.0095,,,,,2.0,,,2.0,2.0,1.0,,,1.0,,,,,,
11396252,home,SC Freiburg,Merlin Röhl,merlin-rohl,M. Röhl,M,34,191,736,M,1064082,EUR,1025827200,M,34,34,False,21.0,16.0,1.0,1.0,6.0,6.0,10.0,15.0,5.0,,1.0,,,76.0,31.0,6.7,8.0,0.0221246,2,,,,,5.0,4.0,2.0,,,,,1.0,2.0,1.0,1.0,0.073,,,,,1.0,,1.0,3.0,,2.0,,,1.0,,,,,,
11396252,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,25.0,19.0,4.0,1.0,12.0,13.0,8.0,16.0,4.0,,,,,62.0,33.0,6.8,9.0,0.119024,0,,,4.0,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,3.0,,1.0,,,,
11396252,home,SC Freiburg,Roland Sallai,roland-sallai,R. Sallai,F,7,182,8489,M,355088,EUR,864259200,F,22,22,False,10.0,9.0,,,5.0,6.0,4.0,5.0,2.0,,1.0,,,62.0,19.0,6.5,5.0,0.00588319,1,,rolandsallai,1.0,,3.0,2.0,1.0,1.0,,,,1.0,,,1.0,0.0605,,,,,1.0,,,1.0,,1.0,,,,,,,,,
11396252,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,True,17.0,16.0,2.0,1.0,11.0,11.0,5.0,6.0,,,,,,28.0,24.0,6.9,1.0,0.00684747,0,,,,,1.0,2.0,,,,,,1.0,2.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,
11396252,home,SC Freiburg,Florent Muslija,florent-muslija,F. Muslija,M,24,172,810,M,882019,EUR,899683200,M,23,23,True,16.0,14.0,1.0,1.0,5.0,6.0,11.0,13.0,,,3.0,,,28.0,23.0,7.0,6.0,0.408388,0,,,3.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,2.0,,,,,1.0,,,,2.0,,,,,,
11396252,home,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1525,M,111483,EUR,766627200,F,38,38,True,5.0,2.0,,,,,2.0,5.0,,,,,,28.0,9.0,6.8,3.0,0.0102504,0,,,,2.0,2.0,2.0,,,,,,2.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,
11396252,home,SC Freiburg,Yannik Keitel,yannik-keitel,Y. Keitel,M,14,186,246,M,877842,EUR,950572800,M,14,14,True,10.0,5.0,2.0,,1.0,2.0,4.0,8.0,2.0,,,,,14.0,13.0,7.4,6.0,0.019749,2,,,,,2.0,1.0,1.0,,,2.0,1.0,,,,,0.3456,0.9008,,,,1.0,,,1.0,,,,,,,,,,,
11396252,home,SC Freiburg,Maximilian Philipp,maximilian-philipp,M. Philipp,F,26,184,492,M,171927,EUR,762480000,F,26,26,True,3.0,3.0,,,3.0,3.0,,,1.0,,,,,14.0,4.0,6.5,,0.00013131,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396252,home,SC Freiburg,Florian Müller,florian-muller,F. Müller,G,21,190,205,M,842858,EUR,879379200,G,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396252,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396252,home,SC Freiburg,Jordy Makengo,makengo-jordy,J. Makengo,D,33,191,319,M,1131339,EUR,996710400,D,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396252,home,SC Freiburg,Junior Adamu,chukwubuike-adamu,J. Adamu,F,9,183,1129,M,902381,EUR,991785600,F,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
