match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_aerialWon,stat_totalContest,stat_blockedScoringAttempt,stat_goalAssist,captain,stat_challengeLost,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_totalOffside,stat_wonContest
10437958,home,Gil Vicente,Stanislav Kritsyuk,stanislav-kritsyuk,S. Kritsyuk,G,192,57,M,236158,EUR,660009600,G,1,1,False,26.0,19.0,15.0,9.0,18.0,18.0,1.0,8.0,7.0,1.0,1.0,1.0,90.0,36.0,6.5,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437958,home,Gil Vicente,Carraça,carraca,Carraça,D,177,50,M,589020,EUR,730944000,D,15,15,False,49.0,41.0,4.0,2.0,21.0,24.0,21.0,31.0,8.0,,,,90.0,78.0,7.1,17.0,0,,,15,6.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10437958,home,Gil Vicente,Lucas Cunha,lucas-cunha,L. Cunha,D,186,169,M,794139,EUR,853977600,D,3,3,False,58.0,49.0,13.0,5.0,30.0,33.0,19.0,25.0,2.0,,,,90.0,70.0,7.1,10.0,0,,,3,,,2.0,4.0,1.0,,,4.0,1.0,1.0,,,,3.0,,3.0,,,,,,,,,,,,,
10437958,home,Gil Vicente,Tomás Araújo,tomas-araujo,T. Araújo,D,186,2711,M,983542,EUR,1021507200,D,72,72,False,66.0,60.0,4.0,1.0,47.0,49.0,13.0,17.0,10.0,,,,90.0,74.0,7.0,7.0,0,,,44,,,,1.0,2.0,,,2.0,1.0,1.0,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,
10437958,home,Gil Vicente,Adrián Marín,adrian-marin,A. Marín,D,181,96,M,547242,EUR,852768000,D,19,19,False,60.0,50.0,6.0,4.0,23.0,26.0,28.0,36.0,8.0,,,,89.0,84.0,7.0,13.0,0,,,21,2.0,1.0,2.0,4.0,3.0,,,6.0,2.0,3.0,3.0,1.0,,2.0,,,,,,,,,,,,,,,
10437958,home,Gil Vicente,Vítor Carvalho,vitor-carvalho,V. Carvalho,M,183,434,M,887754,EUR,864691200,M,21,21,False,69.0,52.0,2.0,1.0,22.0,27.0,30.0,43.0,9.0,,,,90.0,84.0,6.6,25.0,1,,,6,1.0,,,7.0,5.0,3.0,,,,2.0,1.0,2.0,1.0,3.0,,,2.0,1.0,1.0,,,,,,,,,,
10437958,home,Gil Vicente,Giorgi Aburjania,giorgi-aburjania,G. Aburjania,M,187,130,M,156569,EUR,789004800,M,8,8,False,68.0,59.0,2.0,2.0,23.0,27.0,36.0,41.0,8.0,,,,90.0,77.0,7.7,12.0,0,,,29,,,,,6.0,,1.0,,,2.0,1.0,2.0,3.0,,2.0,,1.0,,,1.0,,,,,,,,,
10437958,home,Gil Vicente,Murilo Souza,murilo-souza,M. Souza,F,176,196,M,611880,EUR,783561600,M,77,77,False,28.0,25.0,1.0,1.0,11.0,14.0,15.0,17.0,4.0,,,,78.0,46.0,6.0,13.0,1,,,77,3.0,1.0,1.0,8.0,1.0,2.0,,,,1.0,1.0,2.0,,1.0,,,,3.0,,,True,1.0,1.0,,,,,,
10437958,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,176,609,M,925987,EUR,930787200,M,10,10,False,28.0,22.0,1.0,,10.0,11.0,12.0,18.0,4.0,,,,68.0,30.0,6.4,7.0,0,,,27,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437958,home,Gil Vicente,Ali Alipour,ali-alipour,A. Alipourghara,F,181,1677,M,791368,EUR,816048000,M,30,30,False,25.0,21.0,,,5.0,5.0,16.0,21.0,7.0,,,,89.0,45.0,6.7,10.0,3,,,9,1.0,,,5.0,7.0,2.0,1.0,,1.0,2.0,1.0,1.0,3.0,,1.0,,2.0,2.0,,,,1.0,,1.0,3.0,1.0,1.0,2.0,
