match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_aerialWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_sofascoreId,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_errorLeadToAGoal,stat_totalOffside,stat_errorLeadToAShot,stat_bigChanceMissed
11396360,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,True,39.0,25.0,21.0,8.0,24.0,29.0,1.0,10.0,6.0,1.0,3.0,90.0,47.0,6.6,14.0,0.00025268,0,-0.4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396360,home,Eintracht Frankfurt,Aurélio Buta,aurelio-buta,A. Buta,D,17,169,495,M,357752,EUR,855532800,D,24,24,False,,28.0,23.0,4.0,3.0,9.0,12.0,15.0,19.0,1.0,,,89.0,49.0,6.9,12.0,0.0505341,0,,3.0,1.0,4.0,6.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
11396360,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1088,M,964191,EUR,931046400,D,35,35,False,,33.0,27.0,5.0,,22.0,27.0,5.0,6.0,4.0,,,90.0,44.0,6.8,6.0,0.0037665,0,,,,1.0,1.0,3.0,,,,,7.0,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
11396360,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1832,M,581302,EUR,837561600,D,4,4,False,,38.0,36.0,1.0,,34.0,36.0,2.0,2.0,1.0,,,90.0,44.0,6.7,2.0,0.00148238,0,,,,3.0,3.0,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
11396360,home,Eintracht Frankfurt,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25693,M,979480,EUR,1003190400,D,3,3,False,,43.0,33.0,9.0,4.0,23.0,29.0,10.0,14.0,11.0,,,90.0,66.0,7.3,11.0,0.0377706,0,,,,1.0,4.0,7.0,2.0,,,,7.0,,,,1.0,6.0,5.0,pachowilliam,1.0,1.0,,,,,,,,,,,,,,,,
11396360,home,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2079,M,997012,EUR,1010620800,M,36,36,False,,23.0,15.0,1.0,,4.0,8.0,11.0,16.0,4.0,,,82.0,38.0,7.4,12.0,0.0333833,2,,1.0,,2.0,5.0,4.0,,2.0,1.0,,2.0,,,,1.0,2.0,1.0,,2.0,,1.0,1.0,1.0,0.4293,0.5602,,,,,,,,,,,
11396360,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,M,27,27,False,,45.0,35.0,2.0,,21.0,26.0,14.0,21.0,6.0,,,90.0,58.0,6.7,13.0,0.039961,0,,2.0,,,8.0,7.0,5.0,1.0,,,1.0,,,,,7.0,4.0,MarioGotze,,2.0,,,,,,,,,,,,,,,,
11396360,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2774,M,1142211,EUR,1088294400,M,16,16,False,,33.0,28.0,3.0,1.0,16.0,18.0,13.0,16.0,6.0,,,90.0,44.0,7.6,5.0,0.0509048,2,,1.0,1.0,,1.0,2.0,1.0,,1.0,1.0,,,,,2.0,1.0,1.0,,,,,1.0,1.0,0.2348,0.4288,Hugo Larsson,,1.0,2.0,,,,,,,
11396360,home,Eintracht Frankfurt,Junior Dina Ebimbe,junior-dina-ebimbe,J. D. Ebimbe,M,7,183,2059,M,904994,EUR,974764800,M,26,26,False,,26.0,19.0,1.0,1.0,12.0,16.0,7.0,10.0,7.0,,,76.0,46.0,9.0,11.0,0.0668285,4,,,,,5.0,8.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,3.0,3.0,,,2.0,,2.0,2.0,0.338,0.8476,,,2.0,,,,,,,,
11396360,home,Eintracht Frankfurt,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196340,M,873554,EUR,918345600,F,7,7,False,,17.0,13.0,1.0,1.0,8.0,8.0,5.0,9.0,1.0,,,81.0,35.0,8.5,12.0,0.0335307,1,,,,,6.0,6.0,,3.0,3.0,1.0,1.0,,2.0,,,2.0,1.0,OMarmoush,3.0,1.0,,1.0,1.0,0.1084,0.2904,,,,4.0,2.0,1.0,,,,,
