match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_accurateCross,stat_keyPass,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_aerialLost,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_goodHighClaim
10411458,home,Inter,André Onana,,,andre-onana,A. Onana,G,24,190,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,43.0,36.0,12.0,5.0,34.0,36.0,2.0,7.0,3.0,4.0,4.0,90.0,47.0,7.3,7.0,0.0,0.0,0.0005018,0,0.2828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411458,home,Inter,Danilo D'Ambrosio,,,danilo-dambrosio,D. D'Ambrosio,D,,180,548,M,,107936,EUR,589766400,D,33,33,False,59.0,53.0,7.0,3.0,44.0,47.0,9.0,13.0,3.0,,,45.0,69.0,6.9,7.0,0.0967,0.0,0.00536076,1,,True,1.0,1.0,2.0,7.0,1.0,1.0,4.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10411458,home,Inter,Francesco Acerbi,,,francesco-acerbi,F. Acerbi,D,15,192,5573,M,,126816,EUR,571449600,D,15,15,False,79.0,76.0,6.0,6.0,57.0,58.0,19.0,21.0,4.0,,,90.0,85.0,6.1,5.0,0.0,0.0,0.0284124,0,,,,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10411458,home,Inter,Alessandro Bastoni,,,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,alessandrobastoni,826188,EUR,923961600,D,95,95,False,70.0,55.0,8.0,1.0,38.0,41.0,18.0,31.0,3.0,,,71.0,82.0,6.8,16.0,0.0,0.0,0.0977674,0,,,2.0,1.0,2.0,3.0,1.0,,2.0,1.0,,1.0,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,
10411458,home,Inter,Matteo Darmian,,,matteo-darmian,M. Darmian,M,36,182,3779,M,,19352,EUR,628560000,M,36,36,False,74.0,64.0,5.0,3.0,46.0,51.0,19.0,24.0,8.0,,,90.0,97.0,6.9,13.0,0.0413,0.0,0.170713,1,,,1.0,1.0,6.0,5.0,,,2.0,,1.0,4.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10411458,home,Inter,Nicolò Barella,,,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,48.0,42.0,2.0,1.0,11.0,12.0,32.0,38.0,8.0,,,90.0,61.0,7.1,10.0,0.2421,0.0,0.0801655,3,,,2.0,,4.0,2.0,,3.0,,,2.0,1.0,1.0,,,,,,1.0,4.0,2.0,,,2.0,,,,,,,,
10411458,home,Inter,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181,13097,M,marcelo_brozovic,108800,EUR,721872000,M,77,77,False,89.0,79.0,4.0,1.0,39.0,44.0,40.0,45.0,12.0,,,90.0,111.0,7.8,12.0,0.0954,0.2966,0.0291437,2,,,,1.0,3.0,12.0,1.0,,6.0,2.0,2.0,1.0,,1.0,,,,1.0,,,3.0,3.0,1.0,,1.0,1.0,,,,,,
10411458,home,Inter,Henrikh Mkhitaryan,,,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,micki_taryan,37151,EUR,601344000,M,22,22,False,28.0,22.0,2.0,2.0,7.0,7.0,15.0,21.0,2.0,,,61.0,39.0,7.0,7.0,0.1125,0.02,0.0334634,2,,,,,4.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,
10411458,home,Inter,Federico Dimarco,,,federico-dimarco,F. Dimarco,M,32,174,15308,M,dimarco32,284361,EUR,879120000,M,32,32,False,46.0,43.0,3.0,3.0,25.0,26.0,22.0,29.0,9.0,,,90.0,78.0,8.1,11.0,0.1379,0.409,0.303045,3,,,9.0,,5.0,4.0,1.0,1.0,3.0,3.0,,,1.0,,,,,,4.0,4.0,3.0,1.0,,3.0,1.0,2.0,1.0,,,,,
10411458,home,Inter,Romelu Lukaku,,,romelu-lukaku,R. Lukaku,F,9,191,56823,M,RLukaku,78893,EUR,737251200,F,90,90,False,21.0,17.0,,,2.0,2.0,16.0,21.0,1.0,,,90.0,34.0,8.7,7.0,0.0755,0.013,0.716948,2,,,2.0,4.0,5.0,7.0,,1.0,,,1.0,2.0,,2.0,,,,,1.0,5.0,4.0,2.0,,,1.0,1.0,3.0,2.0,1.0,,,
