match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,captain,stat_goals,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_errorLeadToAGoal,stat_clearanceOffLine
14053632,home,AFC Ajax,Vítězslav Jaroš,vitezslav-jaros,V. Jaroš,G,1,190,4474,M,927359,EUR,995846400,G,1,1,False,40.0,36.0,9.0,5.0,0.0,33.0,36.0,3.0,4.0,3.0,90.0,42.0,6.8,4.0,0.00334418,0,0.06,0.02,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053632,home,AFC Ajax,Anton Gaaei,anton-gaaei,A. Gaaei,D,3,183,902,M,1120315,EUR,1037664000,D,3,3,False,43.0,37.0,5.0,4.0,0.0,16.0,17.0,21.0,26.0,3.0,78.0,63.0,7.0,13.0,0.155109,1,0.38,-0.54,0.14,,,4.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0147,1.0,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,
14053632,home,AFC Ajax,Lucas Rosa,lucas-rosa,L. Rosa,D,2,177,706,M,970860,EUR,954720000,D,2,2,False,90.0,78.0,8.0,2.0,0.0,55.0,60.0,23.0,30.0,4.0,90.0,106.0,7.0,14.0,0.0116671,0,0.14,0.09,0.36,,,1.0,,1.0,1.0,3.0,3.0,,2.0,,7.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14053632,home,AFC Ajax,Youri Baas,youri-baas,Y. Baas,D,15,182,1206,M,1000228,EUR,1047859200,D,15,15,False,95.0,93.0,1.0,1.0,0.0,61.0,62.0,32.0,33.0,3.0,90.0,119.0,8.0,7.0,0.0270504,2,0.29,0.46,0.44,,,,,4.0,1.0,4.0,7.0,,1.0,,6.0,2.0,,0.2095,,0.14,,1.0,1.0,,2.0,1.0,1.0,3.0,2.0,0.7732,,,,,,,,,,,,,,,
14053632,home,AFC Ajax,Owen Wijndal,owen-wijndal,O. Wijndal,D,5,174,794,M,836673,EUR,943747200,D,5,5,False,45.0,40.0,1.0,,0.0,16.0,17.0,24.0,28.0,4.0,90.0,66.0,7.5,7.0,0.570219,1,0.27,0.51,0.18,,,2.0,1.0,,,2.0,5.0,,,,1.0,1.0,2.0,0.0385,4.0,-0.06,,,,2.0,3.0,,1.0,2.0,1.0,0.3419,1.0,,,,,,,,,,,,,,
14053632,home,AFC Ajax,Kian Fitz-Jim,kian-fitz-jim,K. Fitz-Jim,M,28,173,1153,M,1001945,EUR,1057363200,M,28,28,False,70.0,66.0,6.0,3.0,0.0,33.0,33.0,33.0,37.0,5.0,78.0,84.0,7.5,5.0,0.0593873,2,0.42,0.38,0.17,,,,,,,2.0,1.0,1.0,,1.0,,,,0.1212,,0.25,1.0,,,5.0,,,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,
14053632,home,AFC Ajax,Kenneth Taylor,kenneth-taylor,K. Taylor,M,24,182,3566,M,959806,EUR,1021507200,M,8,8,False,56.0,50.0,1.0,1.0,0.0,21.0,24.0,29.0,32.0,5.0,90.0,70.0,6.6,11.0,0.507864,2,0.06,0.15,-0.01,,,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,0.2828,5.0,-0.64,,,,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,
14053632,home,AFC Ajax,Raúl Moro,raul-moro,R. Moro,M,18,169,1584,M,980383,EUR,1039046400,M,7,7,False,29.0,25.0,,,0.0,4.0,5.0,21.0,24.0,2.0,78.0,41.0,7.8,11.0,0.903221,1,0.62,0.45,0.14,,,1.0,,,1.0,1.0,2.0,,2.0,,,3.0,,0.0845,2.0,0.03,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,
14053632,home,AFC Ajax,Steven Berghuis,steven-berghuis,S. Berghuis,F,23,182,1912,M,100386,EUR,693100800,M,23,23,False,53.0,50.0,3.0,2.0,0.0,15.0,16.0,35.0,37.0,3.0,63.0,68.0,9.1,6.0,0.462695,5,0.69,0.05,0.14,,,6.0,3.0,,3.0,,5.0,,,3.0,,,,0.5112,4.0,0.52,,,,1.0,2.0,,2.0,1.0,,0.6129,,,,True,1.0,,,,,,,,,,
14053632,home,AFC Ajax,Oscar Gloukh,oscar-gloukh,O. Gloukh,M,10,170,4699,M,1155158,EUR,1080777600,M,10,10,False,38.0,34.0,,,0.0,10.0,11.0,24.0,27.0,4.0,64.0,53.0,7.6,10.0,0.40473,2,0.53,0.29,0.13,Oscar Gloukh,,2.0,,,,2.0,4.0,1.0,3.0,1.0,,2.0,,0.1456,,-0.51,,2.0,,,1.0,,1.0,1.0,1.0,0.0424,,,,,,,,,,,,,,,
14053632,home,AFC Ajax,Wout Weghorst,wout-weghorst,W. Weghorst,F,25,197,6789,M,252215,EUR,713145600,F,25,25,False,30.0,23.0,1.0,1.0,0.0,2.0,2.0,21.0,28.0,2.0,90.0,49.0,8.0,11.0,0.333277,7,0.36,0.33,-0.01,,,,,,5.0,4.0,9.0,2.0,,3.0,2.0,2.0,2.0,0.6442,3.0,0.4,1.0,,,,4.0,3.0,1.0,,,0.477,,,3.0,,1.0,wout.weghorst,,,,,,,,,
