match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,player_sofascoreId,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_goodHighClaim,stat_outfielderBlock
12448375,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,False,38.0,29.0,17.0,9.0,0.0,24.0,28.0,5.0,10.0,1.0,1.0,11.0,1.0,4.0,4.0,1.0,1.0,90.0,49.0,7.4,9.0,0.00131748,0,0.2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448375,home,Feyenoord,Jordan Lotomba,,,jordan-lotomba,J. Lotomba,D,30,177,516,M,796279,EUR,907027200,D,30,30,False,24.0,21.0,2.0,1.0,0.0,13.0,13.0,8.0,12.0,6.0,2.0,1.0,2.0,,,,,90.0,43.0,6.7,7.0,0.0136011,0,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12448375,home,Feyenoord,Thomas Beelen,,,thomas-beelen,T. Beelen,D,3,190,421,M,1127916,EUR,992217600,D,3,3,False,55.0,48.0,4.0,1.0,0.0,32.0,32.0,16.0,23.0,5.0,2.0,7.0,1.0,,,,,90.0,66.0,6.9,8.0,0.0239014,0,,,5.0,6.0,,,4.0,1.0,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
12448375,home,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,59.0,46.0,17.0,7.0,0.0,30.0,33.0,16.0,26.0,6.0,5.0,5.0,1.0,,,,,90.0,74.0,7.1,15.0,0.0181663,0,,,,,,,3.0,3.0,2.0,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,
12448375,home,Feyenoord,Hugo Bueno,,,hugo-bueno,H. Bueno,D,3,180,745,M,1013928,EUR,1032307200,D,16,16,False,30.0,23.0,1.0,,1.0,12.0,16.0,12.0,16.0,4.0,,2.0,,,,,,83.0,52.0,7.1,13.0,0.106786,1,,2.0,,2.0,3.0,1.0,1.0,2.0,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,0.0286,,,,,,,,,,,,
12448375,home,Feyenoord,In-Beom Hwang,,,in-beom-hwang,I. Hwang,M,6,177,3392,M,889689,EUR,843177600,M,4,4,False,55.0,50.0,7.0,5.0,0.0,20.0,20.0,30.0,37.0,2.0,2.0,6.0,2.0,,,,,90.0,67.0,7.6,7.0,0.0407791,2,,2.0,2.0,5.0,,,1.0,,,,2.0,,,,,,1.0,0.0765,Hwang,1.0,1.0,1.0,0.1198,,,,,,,
12448375,home,Feyenoord,Ibrahim Osman,Ibrahim Osman,,osman-ibrahim,I. Osman,F,17,177,2714,M,1471095,EUR,1101686400,M,38,38,False,8.0,6.0,1.0,1.0,0.0,1.0,1.0,5.0,8.0,4.0,,2.0,1.0,,,,,65.0,17.0,6.8,7.0,0.00375332,0,,1.0,1.0,3.0,2.0,,,2.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,
12448375,home,Feyenoord,Antoni Milambo,Antoni,Milambo,antoni-milambo,A. Milambo,M,17,179,1574,M,1126692,EUR,1112486400,M,27,27,False,14.0,9.0,1.0,,0.0,7.0,7.0,2.0,8.0,4.0,1.0,5.0,2.0,,,,,89.0,25.0,6.7,7.0,0.0061643,1,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,0.0158,,1.0,,,,1.0,,,,,,
12448375,home,Feyenoord,Quinten Timber,,,quinten-timber,Q. Timber,M,27,177,8611,M,959805,EUR,992736000,M,8,8,False,33.0,26.0,1.0,1.0,0.0,12.0,12.0,14.0,21.0,,,6.0,,,,,,90.0,50.0,6.6,13.0,0.137333,0,,,,7.0,2.0,,3.0,,,2.0,4.0,,,1.0,,1.0,,,,,,,,,True,2.0,,,,
12448375,home,Feyenoord,Igor Paixão,,,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,M,14,14,False,16.0,9.0,1.0,,0.0,3.0,5.0,7.0,17.0,7.0,,1.0,3.0,,,,,90.0,36.0,6.8,16.0,0.0487531,1,,6.0,1.0,5.0,4.0,2.0,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,0.0986,,1.0,,,,,,1.0,,,,
12448375,home,Feyenoord,Ayase Ueda,,,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,9,9,False,8.0,7.0,1.0,1.0,0.0,2.0,2.0,5.0,6.0,9.0,2.0,,4.0,,,,,84.0,29.0,7.2,9.0,0.0102369,3,,,4.0,6.0,1.0,1.0,,1.0,1.0,6.0,,3.0,,,,,2.0,0.391,bee18,,1.0,1.0,0.8804,,,2.0,1.0,,,
12448375,home,Feyenoord,Ramiz Zerrouki,,,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,6,6,True,8.0,5.0,2.0,1.0,0.0,,1.0,5.0,7.0,1.0,,,,,,,,25.0,11.0,6.5,3.0,0.00387925,0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,rramizz_,,,,,,,,,,,
12448375,home,Feyenoord,Gijs Smal,,,gijs-smal,G. Smal,D,5,183,339,M,860160,EUR,872985600,D,5,5,True,3.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,,1.0,,,,,,14.0,6.0,6.6,2.0,0.0012092,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448375,home,Feyenoord,Julián Carranza,,,julian-carranza,J. Carranza,F,21,176,1418,M,895591,EUR,958953600,F,19,19,True,5.0,2.0,,,0.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,13.0,7.0,6.4,4.0,0.00021329,0,,,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12448375,home,Feyenoord,Facundo González,,,facundo-gonzalez,F. González,D,16,193,1259,M,1085103,EUR,1054857600,D,15,15,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,2.0,,,0.00052528,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448375,home,Feyenoord,Plamen Andreev,,,plamen-andreev,P. Andreev,G,1,191,932,M,1122621,EUR,1103068800,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448375,home,Feyenoord,Justin Bijlow,,,bijlow-justin,J. Bijlow,G,16,190,1386,M,556696,EUR,885427200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448375,home,Feyenoord,Gernot Trauner,,,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448375,home,Feyenoord,Givairo Read,,,givairo-read,G. Read,D,26,175,1865,M,1388535,EUR,1149206400,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448375,home,Feyenoord,Jeyland Mitchell,,,jeyland-mitchell,J. Mitchell,D,2,187,1814,M,1099285,EUR,1096416000,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448375,home,Feyenoord,Chris-Kévin Nadje,Chris-Kévin,Nadje,chris-kevin-nadje,C. Nadje,M,18,190,337,M,1528458,EUR,997747200,M,34,34,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
