match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_aerialLost,stat_outfielderBlock,stat_fouls,stat_bigChanceMissed,stat_wonTackle,stat_errorLeadToAGoal,stat_totalCross,stat_wonContest,stat_lastManTackle,stat_accurateCross,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,captain,stat_dispossessed,player_sofascoreId,stat_totalOffside,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_goals,stat_expectedGoalsOnTarget
12764513,home,VfB Stuttgart,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2046,M,584722,EUR,844041600,G,33,33,False,46.0,43.0,18.0,15.0,0.0,37.0,39.0,6.0,7.0,9.0,2.0,2.0,90.0,51.0,7.1,3.0,0.00454715,0,-0.4796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764513,home,VfB Stuttgart,Josha Vagnoman,,,josha-vagnoman,J. Vagnoman,D,4,186,545,M,906278,EUR,976492800,D,4,4,False,48.0,42.0,3.0,2.0,0.0,29.0,31.0,13.0,17.0,5.0,,,90.0,64.0,6.4,9.0,0.022837,1,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0144,,,,,,,,,,,,,,,,,,,,,,,,
12764513,home,VfB Stuttgart,Anrie Chase,Anrie Chase,,anrie-chase,A. Chase,D,91,187,1193,M,1154597,EUR,1080086400,D,45,45,False,46.0,40.0,7.0,3.0,0.0,32.0,36.0,8.0,10.0,3.0,,,81.0,54.0,6.6,6.0,0.00388719,0,,,2.0,1.0,,,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12764513,home,VfB Stuttgart,Anthony Rouault,,,anthony-rouault,A. Rouault,D,24,186,601,M,991479,EUR,991094400,D,29,29,False,57.0,52.0,7.0,4.0,0.0,44.0,45.0,8.0,12.0,4.0,,,90.0,75.0,6.6,6.0,0.176287,1,,2.0,1.0,5.0,,,1.0,7.0,2.0,3.0,1.0,0.2765,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12764513,home,VfB Stuttgart,Maximilian Mittelstädt,,,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,False,59.0,40.0,8.0,1.0,0.0,16.0,24.0,24.0,38.0,9.0,,,90.0,86.0,7.0,23.0,0.0239135,0,,,3.0,8.0,2.0,2.0,,3.0,,7.0,,,,1.0,,,3.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,
12764513,home,VfB Stuttgart,Angelo Stiller,,,stiller-angelo,A. Stiller,M,6,183,7435,M,901882,EUR,986342400,M,6,6,False,80.0,70.0,4.0,2.0,0.0,37.0,39.0,34.0,44.0,7.0,,,90.0,92.0,7.2,14.0,0.295831,0,,,2.0,5.0,2.0,1.0,,1.0,,1.0,2.0,,,,,,,,3.0,1.0,,1.0,1.0,3.0,3.0,,,,,,,,,,,
12764513,home,VfB Stuttgart,Atakan Karazor,,,atakan-karazor,A. Karazor,M,16,190,1077,M,801030,EUR,845164800,M,16,16,False,51.0,43.0,,,0.0,23.0,29.0,20.0,22.0,6.0,,,74.0,62.0,7.0,10.0,0.0263695,0,,1.0,1.0,7.0,,2.0,,1.0,,2.0,2.0,,,,1.0,,,,,2.0,,,,2.0,,True,,,,,,,,,,
12764513,home,VfB Stuttgart,Enzo Millot,,,millot-enzo,E. Millot,M,10,175,4909,M,957889,EUR,1026864000,M,8,8,False,59.0,49.0,1.0,,0.0,23.0,28.0,26.0,32.0,5.0,,,90.0,80.0,7.2,16.0,0.336891,2,,,3.0,7.0,,5.0,2.0,,2.0,,2.0,0.0271,,,1.0,,,,1.0,4.0,,,,3.0,,,1.0,,,,,,,,,
12764513,home,VfB Stuttgart,Deniz Undav,,,deniz-undav,D. Undav,F,26,179,7579,M,794298,EUR,837734400,M,26,26,False,18.0,12.0,,,0.0,5.0,8.0,7.0,10.0,1.0,,,56.0,28.0,6.2,11.0,0.0189441,1,,,3.0,2.0,,,1.0,,,,2.0,0.2878,,,,1.0,,,,,,,,2.0,,,3.0,denizundav,1.0,,,,,,,
12764513,home,VfB Stuttgart,Chris Führich,,,chris-fuhrich,C. Führich,M,10,178,1567,M,891510,EUR,884304000,M,27,27,False,34.0,28.0,2.0,,0.0,9.0,12.0,20.0,24.0,1.0,,,74.0,46.0,7.2,11.0,1.01504,0,,,2.0,2.0,1.0,2.0,,2.0,,1.0,3.0,,,,,,1.0,,2.0,1.0,,1.0,1.0,,3.0,,,,,,,,,,,
