match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_keyPass,stat_outfielderBlock,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_errorLeadToAShot,captain,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,player_sofascoreId
12499678,home,VfL Bochum 1848,Patrick Drewes,patrick-drewes,P. Drewes,G,30,194,349,M,132607,EUR,728784000,G,27,27,False,42.0,24.0,30.0,12.0,0.0,19.0,23.0,5.0,19.0,1.0,5.0,1.0,1.0,90.0,44.0,6.8,18.0,0.0017201,0,0.0701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499678,home,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,D,4,4,False,52.0,45.0,6.0,3.0,0.0,39.0,42.0,6.0,10.0,7.0,2.0,,,90.0,68.0,7.2,8.0,0.00223836,1,,5.0,3.0,7.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,0.2499,,,,,,,,,,,,,,,,,,,,,,,
12499678,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,61.0,50.0,10.0,5.0,0.0,40.0,43.0,10.0,18.0,6.0,4.0,,,90.0,75.0,7.3,12.0,0.00835869,0,,1.0,6.0,1.0,8.0,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12499678,home,VfL Bochum 1848,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,5,5,False,38.0,27.0,8.0,4.0,0.0,18.0,25.0,10.0,14.0,3.0,4.0,,,90.0,56.0,7.1,13.0,0.115363,0,,5.0,6.0,8.0,11.0,1.0,,1.0,2.0,1.0,,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12499678,home,VfL Bochum 1848,Felix Passlack,passlack-felix,F. Passlack,M,25,170,280,M,795000,EUR,896400000,M,15,15,False,29.0,20.0,9.0,6.0,0.0,11.0,16.0,9.0,14.0,3.0,6.0,,,90.0,57.0,7.2,14.0,0.0171998,0,,3.0,,5.0,3.0,,,3.0,1.0,,,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12499678,home,VfL Bochum 1848,Matúš Bero,matus-bero,M. Bero,M,19,181,413,M,187207,EUR,810345600,M,19,19,False,32.0,25.0,1.0,1.0,0.0,11.0,14.0,15.0,25.0,2.0,6.0,,,90.0,59.0,8.3,17.0,0.18017,1,,1.0,4.0,2.0,12.0,1.0,,1.0,5.0,3.0,1.0,0.0273,2.0,7.0,1.0,,1.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0211,,,,,,,,,,,
12499678,home,VfL Bochum 1848,Ibrahima Sissoko,ibrahima-sissoko,I. Sissoko,M,28,193,1219,M,829093,EUR,877910400,M,6,6,False,35.0,21.0,6.0,1.0,0.0,15.0,19.0,6.0,16.0,,8.0,,,90.0,47.0,6.9,16.0,0.0105667,0,,2.0,3.0,4.0,7.0,,,3.0,3.0,3.0,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,
12499678,home,VfL Bochum 1848,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,M,32,32,False,34.0,23.0,2.0,1.0,0.0,10.0,16.0,14.0,22.0,4.0,3.0,,,90.0,73.0,7.0,19.0,0.0498622,2,,1.0,1.0,5.0,6.0,,,,3.0,2.0,2.0,0.0239,1.0,4.0,1.0,1.0,2.0,1.0,1.0,,,1.0,2.0,0.0573,,,1.0,1.0,,,,,,,
12499678,home,VfL Bochum 1848,Koji Miyoshi,koji-miyoshi,K. Miyoshi,M,23,167,672,M,358984,EUR,859334400,F,23,23,False,12.0,9.0,1.0,1.0,0.0,3.0,4.0,6.0,8.0,,2.0,,,65.0,21.0,6.3,7.0,0.184871,0,,,,4.0,2.0,1.0,,,1.0,,,,1.0,,,,3.0,,,,,,1.0,,,,,,,,,,,,
12499678,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,False,23.0,14.0,1.0,,0.0,5.0,6.0,9.0,17.0,,1.0,,,89.0,35.0,7.8,12.0,0.436175,4,,7.0,9.0,8.0,12.0,,1.0,,,,,0.4987,3.0,,,,1.0,,2.0,,,1.0,2.0,0.4337,,,2.0,,True,1.0,1.0,,,,
