match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_dispossessed,stat_hitWoodwork
12624994,home,Al-Nassr,Bento,,,bento,Bento,G,24,190,9735,M,bento_matheus,1016104,EUR,928972800,G,24,24,False,33.0,22.0,18.0,7.0,0.0,19.0,23.0,3.0,10.0,2.0,2.0,3.0,9.0,2.0,2.0,3.0,90.0,46.0,7.1,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
12624994,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173,1607,M,,830126,EUR,768182400,D,2,2,False,23.0,14.0,5.0,3.0,0.0,9.0,12.0,6.0,13.0,,,2.0,5.0,,,,83.0,41.0,6.6,12.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12624994,home,Al-Nassr,Mohamed Simakan,,,mohamed-simakan,M. Simakan,D,3,187,5883,M,,945063,EUR,957312000,D,3,3,False,33.0,28.0,8.0,4.0,0.0,21.0,22.0,7.0,11.0,2.0,8.0,5.0,1.0,,,,90.0,51.0,7.3,5.0,2,,,2.0,,2.0,,,2.0,1.0,1.0,2.0,2.0,2.0,3.0,,,,,,,,,,,
12624994,home,Al-Nassr,Aymeric Laporte,,,aymeric-laporte,A. Laporte,D,14,191,10350,M,laporte27,149734,EUR,769996800,D,27,27,False,41.0,36.0,9.0,6.0,0.0,28.0,31.0,8.0,10.0,1.0,1.0,2.0,2.0,,,,90.0,44.0,6.5,5.0,0,,,3.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,
12624994,home,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178,1391,M,,986400,EUR,937440000,D,12,12,False,37.0,29.0,8.0,3.0,0.0,18.0,19.0,11.0,19.0,,1.0,3.0,2.0,,,,90.0,52.0,6.5,12.0,0,1.0,,3.0,1.0,3.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,
12624994,home,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181,13081,M,marcelo_brozovic,108800,EUR,721872000,M,11,11,False,58.0,49.0,9.0,6.0,0.0,30.0,31.0,20.0,33.0,2.0,6.0,3.0,4.0,,,,90.0,80.0,7.3,18.0,1,6.0,1.0,4.0,,,,3.0,,1.0,,,2.0,1.0,3.0,4.0,1.0,1.0,2.0,,,,,,,
12624994,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178,1250,M,,867179,EUR,840153600,M,17,17,False,25.0,22.0,4.0,2.0,0.0,11.0,12.0,11.0,13.0,1.0,3.0,,6.0,,,,61.0,33.0,6.5,6.0,0,,,6.0,,,,,2.0,3.0,1.0,,1.0,1.0,,2.0,,,1.0,,,,,,,
12624994,home,Al-Nassr,Anderson Talisca,,,anderson-talisca,A. Talisca,M,94,191,20484,M,AndersonTalisca,329245,EUR,760060800,M,94,94,False,13.0,9.0,1.0,1.0,0.0,3.0,5.0,6.0,8.0,1.0,1.0,,2.0,,,,83.0,19.0,7.2,6.0,3,,,4.0,1.0,,2.0,1.0,2.0,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,
12624994,home,Al-Nassr,Otávio,,,otavio,Otávio,M,25,171,6951,M,otavio,244801,EUR,792288000,M,25,25,False,33.0,24.0,4.0,3.0,1.0,12.0,17.0,13.0,20.0,2.0,8.0,,4.0,,,,90.0,54.0,7.5,16.0,0,4.0,1.0,9.0,1.0,,,2.0,3.0,4.0,3.0,,1.0,1.0,2.0,4.0,,,,,,1.0,,,,
12624994,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175,169227,M,SadioMané,217704,EUR,702864000,M,10,10,False,26.0,19.0,4.0,3.0,0.0,4.0,4.0,16.0,25.0,,9.0,,6.0,,,,83.0,48.0,7.3,14.0,0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,,2.0,,,5.0,5.0,4.0,1.0,,,3.0,,,1.0,,,,
