match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_lastManTackle,stat_bigChanceMissed,stat_outfielderBlock,stat_wasFouled,stat_penaltyWon,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_accurateCross,stat_goals,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
12624380,home,Al-Hilal,Bono,,,bono,Bono,G,37,195.0,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,15.0,11.0,9.0,5.0,0.0,9.0,10.0,2.0,5.0,6.0,1.0,90.0,21.0,6.9,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624380,home,Al-Hilal,Khalifah Al-Dawsari,,,khalifah-al-dawsari,K. Al-Dawsari,D,4,176.0,460,M,,931837,EUR,915235200,D,4,4,False,35.0,31.0,4.0,3.0,0.0,21.0,22.0,10.0,13.0,4.0,,90.0,52.0,7.2,7.0,0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12624380,home,Al-Hilal,Hassan Al Tambakti,,,hassan-al-tambakti,H. A. Tambakti,D,87,182.0,1188,M,,881837,EUR,918518400,D,87,87,False,39.0,37.0,5.0,3.0,0.0,32.0,33.0,5.0,6.0,9.0,,90.0,51.0,7.3,4.0,1,,3.0,3.0,,,4.0,2.0,3.0,,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12624380,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187.0,26133,M,kkoulibaly26,126071,EUR,677376000,D,3,3,False,58.0,49.0,7.0,2.0,0.0,35.0,40.0,14.0,18.0,6.0,,90.0,76.0,8.2,9.0,2,2.0,2.0,4.0,,,4.0,4.0,1.0,,,2.0,,,2.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
12624380,home,Al-Hilal,Renan Lodi,,,renan-lodi,R. Lodi,D,16,173.0,4256,M,renan_lodi,851150,EUR,891993600,D,6,6,False,58.0,51.0,3.0,3.0,0.0,21.0,23.0,30.0,37.0,11.0,,90.0,90.0,8.2,14.0,1,,7.0,8.0,1.0,,,5.0,3.0,1.0,1.0,2.0,,,,,,1.0,5.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,
12624380,home,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181.0,15472,M,rubenneves,280955,EUR,858211200,M,8,8,False,75.0,67.0,5.0,3.0,0.0,31.0,31.0,40.0,49.0,5.0,,90.0,91.0,7.4,12.0,2,1.0,7.0,2.0,1.0,,1.0,3.0,,,1.0,1.0,2.0,1.0,1.0,,,,1.0,,5.0,3.0,1.0,1.0,4.0,,,,,,,,,,
12624380,home,Al-Hilal,Nasser Al-Dawsari,,,nasser-al-dawsari,N. Al-Dawsari,M,16,178.0,1153,M,,872607,EUR,914025600,M,16,16,False,55.0,52.0,1.0,,0.0,15.0,16.0,37.0,41.0,9.0,,89.0,80.0,7.4,10.0,1,,7.0,9.0,2.0,1.0,,3.0,6.0,2.0,2.0,2.0,,2.0,,,1.0,,2.0,,2.0,,2.0,1.0,,,,,,,,,,,
12624380,home,Al-Hilal,Mohamed Kanno,,,mohamed-kanno,M. Kanno,M,28,191.0,1575,M,,828524,EUR,780192000,M,28,28,False,32.0,27.0,,,0.0,13.0,15.0,14.0,17.0,5.0,,84.0,42.0,6.5,12.0,0,,4.0,1.0,2.0,,,,1.0,1.0,5.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
12624380,home,Al-Hilal,Sergej Milinković-Savić,,,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191.0,13384,M,sms,331447,EUR,793843200,M,22,22,False,47.0,37.0,3.0,2.0,0.0,13.0,14.0,24.0,33.0,4.0,,90.0,65.0,7.8,17.0,2,1.0,6.0,4.0,1.0,1.0,,,2.0,1.0,3.0,2.0,1.0,,1.0,,,,,,,,4.0,1.0,,1.0,,,,,,,,,
12624380,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171.0,11126,M,29salem,160893,EUR,682560000,M,29,29,False,44.0,38.0,1.0,1.0,1.0,5.0,5.0,33.0,42.0,6.0,,90.0,66.0,8.3,17.0,1,,5.0,6.0,8.0,4.0,,,1.0,1.0,3.0,,4.0,,,,,,1.0,,3.0,,1.0,,,,True,2.0,1.0,1.0,,,,,
