match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_aerialLost,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,captain,stat_accurateCross,stat_totalContest,stat_wonContest,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_totalOffside,stat_onTargetScoringAttempt,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goals
10388327,home,SC Freiburg,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2843,M,171919,EUR,739929600,G,26,26,False,38.0,26.0,25.0,13.0,20.0,21.0,6.0,17.0,14.0,3.0,4.0,90.0,47.0,7.1,12.0,0.0,0.0,0.00818961,0,1.0357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388327,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,False,22.0,11.0,6.0,2.0,4.0,5.0,7.0,17.0,5.0,,,83.0,35.0,6.8,13.0,0.0,0.0,0.0517571,0,,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10388327,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,36.0,28.0,7.0,2.0,22.0,22.0,6.0,15.0,3.0,,,90.0,48.0,6.7,12.0,0.0,0.0,0.0569556,0,,1.0,2.0,4.0,,4.0,,,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10388327,home,SC Freiburg,Manuel Gulde,manuel-gulde,M. Gulde,D,,184,63,M,71952,EUR,666316800,D,5,5,False,44.0,38.0,5.0,2.0,24.0,28.0,14.0,16.0,6.0,,,90.0,52.0,6.9,7.0,0.0,0.0,0.0175944,0,,,2.0,2.0,1.0,,,5.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10388327,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,D,30,30,False,21.0,15.0,1.0,,5.0,7.0,11.0,16.0,3.0,,,83.0,45.0,6.8,13.0,0.0,0.0,0.0395513,0,,,3.0,2.0,,3.0,,,,,2.0,2.0,,,1.0,,,True,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
10388327,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,24.0,16.0,2.0,1.0,6.0,9.0,10.0,15.0,7.0,,,83.0,36.0,6.8,9.0,0.0,0.0,0.0101627,0,,4.0,6.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,,2.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,
10388327,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,42.0,32.0,3.0,2.0,19.0,22.0,13.0,20.0,3.0,,,90.0,56.0,6.7,15.0,0.0337,0.0,0.0130261,1,,4.0,5.0,6.0,2.0,1.0,,3.0,2.0,2.0,,1.0,3.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,
10388327,home,SC Freiburg,Noah Weißhaupt,noah-weisshaupt,N. Weißhaupt,F,10,181,339,M,1048820,EUR,1000944000,M,33,33,False,10.0,4.0,3.0,,,,4.0,12.0,1.0,,,59.0,21.0,6.7,11.0,0.0,0.0,0.0130371,0,,,3.0,4.0,,,,1.0,1.0,1.0,2.0,3.0,2.0,2.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,
10388327,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,30.0,18.0,6.0,5.0,7.0,10.0,12.0,27.0,7.0,,,90.0,53.0,6.3,25.0,0.0,0.0,0.0139317,0,,,6.0,2.0,1.0,,,,,,7.0,,2.0,1.0,1.0,,,,1.0,4.0,1.0,,1.0,,1.0,,,,,,,,,,
10388327,home,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1525,M,111483,EUR,766627200,F,38,38,False,25.0,14.0,1.0,1.0,7.0,10.0,7.0,15.0,5.0,,,83.0,34.0,6.7,14.0,0.0,0.0,0.00354149,0,,7.0,10.0,9.0,,,1.0,,,,,7.0,1.0,2.0,2.0,,,,,1.0,,,,,2.0,,,,,,,,,,
10388327,home,SC Freiburg,Lucas Höler,lucas-holer,L. Höler,F,9,184,586,M,280009,EUR,773798400,F,9,9,False,27.0,15.0,2.0,1.0,6.0,7.0,9.0,22.0,4.0,,,90.0,40.0,7.2,15.0,0.1378,0.0,0.112192,1,,9.0,7.0,15.0,3.0,,,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,
10388327,home,SC Freiburg,Merlin Röhl,merlin-rohl,M. Röhl,M,34,191,736,M,1064082,EUR,1025827200,M,34,34,True,10.0,7.0,,,6.0,7.0,1.0,3.0,3.0,,,31.0,17.0,6.3,8.0,0.0,0.0,0.00124653,0,,1.0,2.0,3.0,,,,,1.0,,,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,
10388327,home,SC Freiburg,Kimberly Ezekwem,kimberly-ezekwem,K. Ezekwem,D,,187,42,M,1064671,EUR,992908800,D,24,24,True,7.0,5.0,1.0,,4.0,4.0,1.0,3.0,1.0,,,13.0,9.0,6.5,2.0,0.0,0.0,0.00196957,0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388327,home,SC Freiburg,Woo-Yeong Jeong,woo-yeong-jeong,W. Jeong,M,11,179,1574,M,927405,EUR,937785600,M,29,29,True,6.0,5.0,,,3.0,3.0,2.0,3.0,,,,13.0,6.0,6.6,1.0,0.0,0.0,0.0922759,0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10388327,home,SC Freiburg,Nils Petersen,nils-petersen,N. Petersen,F,,188,136,,20826,EUR,597369600,F,18,18,True,2.0,,1.0,,,,,2.0,,,,13.0,3.0,6.6,2.0,0.2641,0.1773,0.0,1,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,
10388327,home,SC Freiburg,Jonathan Schmid,jonathan-schmid,J. Schmid,M,7,179,75,M,94856,EUR,646012800,M,7,7,True,7.0,7.0,,,7.0,7.0,,1.0,1.0,,,13.0,13.0,6.8,2.0,0.0,0.0,0.00058599,0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10388327,home,SC Freiburg,Benjamin Uphoff,benjamin-uphoff,B. Uphoff,G,1,192,41,M,164959,EUR,744768000,G,1,1,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388327,home,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,D,25,25,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
