match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_lastManTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,captain,stat_outfielderBlock,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_hitWoodwork
13472591,home,Ceará,Bruno Ferreira,Bruno Ferreira,Ventura Diniz,bruno-ferreira,B. Ferreira,G,94,197,350,M,1066241,EUR,763776000,G,94,94,False,9.0,7.0,4.0,2.0,0.0,6.0,6.0,1.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,4.0,2.0,90.0,19.0,6.7,2.0,0.00030911,0,0.0275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472591,home,Ceará,Rafael Ramos,,,rafael-ramos,Rafael Ramos,D,2,171,559,M,788195,EUR,789609600,D,2,2,False,28.0,23.0,,,0.0,7.0,7.0,16.0,21.0,3.0,5.0,4.0,2.0,,,,,69.0,47.0,6.5,11.0,0.0179709,0,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,69.855226128441,10.0,24.255,22.68,1.0,,,,,,,,,,,,,,,,,,,,
13472591,home,Ceará,Marcos Victor,Marcos Victor,,marcos-victor,M. Victor,D,44,184,514,M,1174196,EUR,1009324800,D,44,44,False,32.0,29.0,2.0,2.0,0.0,17.0,18.0,12.0,14.0,2.0,8.0,5.0,4.0,,,,,90.0,48.0,7.0,3.0,0.0088807,1,,,,2.0,,,4.0,2.0,,129.4157418512,13.0,101.745,17.64,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.139,,,,,,,,,,,
13472591,home,Ceará,Willian Machado,,,willian-machado,W. Machado,D,23,185,452,M,925871,EUR,847843200,D,23,23,False,32.0,29.0,3.0,2.0,1.0,16.0,16.0,13.0,16.0,2.0,5.0,4.0,2.0,,,,,90.0,42.0,7.0,5.0,0.490786,0,,1.0,,5.0,,1.0,2.0,1.0,1.0,198.43486409698,18.0,145.74,25.095,1.0,2.0,1.0,1.0,,,,,3.0,,True,1.0,,,,,,,,,
13472591,home,Ceará,Matheus Bahia,,,matheus-bahia,M. Bahia,D,79,181,700,M,1047204,EUR,934329600,D,79,79,False,25.0,21.0,4.0,3.0,0.0,7.0,7.0,14.0,18.0,,3.0,1.0,3.0,,,,,90.0,44.0,6.7,10.0,0.0760587,1,,6.0,3.0,2.0,1.0,,,,1.0,64.435130883386,8.0,20.79,8.505,1.0,,2.0,2.0,,,,1.0,,0.0154,,,1.0,1.0,0.0339,,,,,,
13472591,home,Ceará,Dieguinho,,,dieguinho,Dieguinho,M,20,175,466,M,1016930,EUR,815097600,M,20,20,False,23.0,21.0,2.0,1.0,0.0,6.0,6.0,15.0,17.0,,5.0,,4.0,,,,,45.0,31.0,6.7,4.0,0.014138,1,,,,2.0,,,2.0,1.0,1.0,168.22016743108,14.0,111.405,29.925,,,,,,,,3.0,2.0,0.0209,,,,,,1.0,,,,,
13472591,home,Ceará,Vinicius Zanocelo,,,vinicius-zanocelo,Vinicius Zanocelo,M,25,184,587,M,973841,EUR,980812800,M,25,25,False,45.0,39.0,3.0,2.0,0.0,10.0,10.0,29.0,35.0,,4.0,2.0,10.0,,,,,90.0,56.0,6.9,7.0,0.0979245,3,,,,6.0,1.0,,2.0,2.0,,171.09640566059,22.0,90.405,20.895,1.0,2.0,1.0,1.0,1.0,,,1.0,2.0,0.1418,,,1.0,,,2.0,,,,,
13472591,home,Ceará,Antonio Galeano,,,antonio-galeano,Galeano,M,27,169,1101,M,883207,EUR,953683200,M,27,27,False,24.0,18.0,1.0,1.0,0.0,3.0,4.0,15.0,20.0,,4.0,1.0,2.0,,,,,78.0,37.0,6.6,13.0,0.013291,0,,,,4.0,1.0,,1.0,1.0,5.0,182.93619650234,17.0,89.985,33.495,2.0,2.0,1.0,,,,,3.0,,,,,,,,,1.0,,,,
13472591,home,Ceará,Lucas Mugni,,,lucas-mugni,L. Mugni,M,10,184,605,M,249881,EUR,695174400,M,10,10,False,24.0,16.0,2.0,1.0,0.0,3.0,4.0,13.0,20.0,,3.0,,1.0,,,,,62.0,39.0,6.7,17.0,0.0604276,0,,6.0,,5.0,1.0,,3.0,1.0,2.0,30.073692865203,5.0,8.715,12.39,2.0,1.0,,,,,,,1.0,,,,2.0,,,,,,,,
13472591,home,Ceará,Fernandinho,,,fernandinho,Fernandinho,M,11,174,370,M,871219,EUR,869270400,M,77,77,False,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,2.0,,1.0,,,,,62.0,19.0,6.3,8.0,0.0297243,2,,2.0,1.0,7.0,2.0,,,,1.0,129.06531812288,7.0,68.565,25.725,,,5.0,1.0,,,,1.0,1.0,0.1034,,,,1.0,0.4443,1.0,,1.0,,,
