match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_hitWoodwork,stat_errorLeadToAShot
14773679,home,Al-Ahli,Abdulrahman Al Sanbi,Abdulrahman Al Sanbi,,abdulrahman-al-sanbi,A. A. Sanbi,G,1,181.0,227,M,1066728,EUR,981072000,G,1,1,False,28.0,12.0,25.0,9.0,0.0,5.0,8.0,7.0,20.0,2.0,6.0,1.0,2.0,2.0,2.0,90.0,38.0,6.1,16.0,0.00249783,23.280757579485,4.0,9.765,5.355,0.519,0,-0.902,0.09,-0.05,-0.56,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773679,home,Al-Ahli,Ali Majrashi,,,ali-majrashi,A. Majrashi,D,27,177.0,404,M,917035,EUR,938736000,D,27,27,False,11.0,10.0,4.0,3.0,1.0,7.0,7.0,3.0,4.0,3.0,1.0,,,,,90.0,29.0,6.4,2.0,0.241443,41.858261624219,4.0,-15.54,4.2,,2,,0.13,-0.15,-0.36,,True,3.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,0.4869,1.0,-0.52,,,,,,,,,,,,,,,,,,
14773679,home,Al-Ahli,Merih Demiral,,,merih-demiral,M. Demiral,D,28,190.0,4099,M,806968,EUR,889056000,D,28,28,False,15.0,4.0,7.0,1.0,0.0,3.0,7.0,1.0,8.0,9.0,1.0,,,,,90.0,30.0,7.3,11.0,0.0579117,,,,,,1,,0.11,,-0.06,,,2.0,4.0,,,,,1.0,,,1.0,1.0,0.3389,,0.41,merihdemiral,1.0,3.0,1.0,1.0,1.0,0.9625,,,,,,,,,,,
14773679,home,Al-Ahli,Mohammed Sulaiman,,,sulaiman-mohammed,M. Sulaiman,D,5,180.0,243,M,1854314,EUR,1081382400,D,5,5,False,11.0,10.0,2.0,1.0,0.0,8.0,8.0,2.0,3.0,6.0,,,,,,90.0,22.0,6.0,3.0,0.0008217,7.3770370745985,1.0,-4.83,-4.83,,1,,0.01,0.0,-0.3,,,3.0,2.0,,,,1.0,,,,1.0,1.0,0.14,,-0.25,,2.0,1.0,,,,,2.0,,,,,,,,,,
14773679,home,Al-Ahli,Zakaria Hawsawi,Zakaria Al Hawsawi,,zakaria-al-hawsawi,Z. Hawsawi,D,2,175.0,153,M,1398854,EUR,979171200,D,2,2,False,14.0,8.0,8.0,3.0,0.0,1.0,2.0,7.0,12.0,,3.0,,,,,81.0,24.0,6.1,9.0,0.0697194,126.66113719533,8.0,102.06,48.3,,0,,0.2,0.11,-0.4,,,4.0,1.0,3.0,,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,78.523023517631,2.0,,,,,
14773679,home,Al-Ahli,Firas Al-Buraikan,,,firas-al-buraikan,F. Al-Buraikan,F,9,181.0,1082,M,893307,EUR,958262400,M,9,9,False,15.0,9.0,3.0,1.0,0.0,3.0,4.0,6.0,11.0,2.0,6.0,,,,,90.0,32.0,7.3,8.0,0.413792,60.359063885101,6.0,11.76,12.81,,1,,0.37,0.15,-0.03,,,5.0,9.0,1.0,1.0,1.0,1.0,,5.0,4.0,1.0,3.0,0.1436,1.0,-0.3,,1.0,1.0,,,1.0,,1.0,,,,,,2.0,2.0,,,
14773679,home,Al-Ahli,Ziyad Aljohani,Ziyad Aljohani,,ziyad-aljohani,Z. Aljohani,M,30,180.0,354,M,1048372,EUR,1005436800,M,30,30,False,21.0,17.0,4.0,2.0,0.0,11.0,12.0,6.0,9.0,,7.0,,,,,89.0,35.0,7.0,6.0,0.00222308,11.969680782585,3.0,5.145,3.36,,0,,0.07,0.06,0.24,,,4.0,6.0,,,,,1.0,5.0,3.0,1.0,2.0,,,,,2.0,,,,1.0,,2.0,,,,,,,,,,
14773679,home,Al-Ahli,Valentin Atangana Edoa,Valentin Atangana Edoa,,atangana-edoa-valentin,V. A. Edoa,M,6,173.0,1056,M,1154611,EUR,1124928000,M,6,6,False,18.0,12.0,1.0,,0.0,7.0,10.0,5.0,8.0,2.0,4.0,,,,,90.0,30.0,6.3,7.0,0.00937027,33.882750584639,3.0,31.08,11.97,,1,,0.1,0.21,-0.05,,,6.0,2.0,1.0,1.0,,,4.0,,,1.0,4.0,0.1336,1.0,-0.19,,1.0,1.0,,,1.0,,1.0,,,,23.486150371108,2.0,,,1.0,,
14773679,home,Al-Ahli,Wenderson Galeno,,,wenderson-galeno,W. Galeno,M,13,178.0,4322,M,845754,EUR,877478400,M,13,13,False,13.0,8.0,2.0,,1.0,2.0,3.0,6.0,10.0,1.0,5.0,,,,,90.0,49.0,7.8,17.0,0.70703,145.75127900646,12.0,116.13,29.295,,2,,0.67,0.45,0.13,,,7.0,5.0,2.0,3.0,1.0,,2.0,3.0,3.0,2.0,1.0,0.5123,5.0,-0.27,w_galeno90,1.0,,2.0,,1.0,0.6401,4.0,6.0,2.0,1.0,95.06628815201,4.0,2.0,,,,
14773679,home,Al-Ahli,Ivan Toney,,,ivan-toney,I. Toney,F,17,185.0,12718,M,290927,EUR,826934400,F,17,17,False,21.0,19.0,2.0,1.0,1.0,5.0,5.0,14.0,16.0,1.0,4.0,,,,,90.0,39.0,10.0,5.0,0.6765,130.89118410816,10.0,57.855,27.615,,5,,0.81,0.47,0.21,,,6.0,5.0,,1.0,1.0,2.0,,1.0,1.0,3.0,1.0,1.7535,1.0,0.84,ivantoney,3.0,1.0,2.0,2.0,1.0,0.4456,1.0,,,1.0,41.862849754208,2.0,1.0,,1.0,1.0,
