match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_dispossessed,stat_wonContest,stat_lastManTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_challengeLost,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_shotOffTarget,stat_interceptionWon,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_penaltyMiss,stat_goals,stat_penaltyWon,stat_errorLeadToAGoal,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_errorLeadToAShot,stat_penaltyConceded,stat_totalOffside
10382037,home,Go Ahead Eagles,Jeffrey de Lange,jeffrey-de-lange,J. de Lange,G,12,188.0,623,M,803034,EUR,891388800,G,1,1,False,32.0,26.0,13.0,7.0,24.0,25.0,2.0,7.0,11.0,3.0,3.0,90.0,43.0,7.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382037,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180.0,337,M,794013,EUR,868924800,D,2,2,False,41.0,29.0,7.0,3.0,9.0,14.0,20.0,30.0,5.0,,,90.0,61.0,7.0,17.0,0,,,3.0,2.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10382037,home,Go Ahead Eagles,Jamal Amofa,jamal-amofa,J. Amofa,D,6,185.0,110,M,1049653,EUR,911952000,D,25,25,False,71.0,61.0,6.0,1.0,37.0,41.0,24.0,30.0,11.0,,,90.0,81.0,6.9,13.0,0,Jamal Amofa,,,,,1.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10382037,home,Go Ahead Eagles,Jay Idzes,jay-idzes,J. Idzes,D,21,190.0,19136,M,933641,EUR,959904000,D,6,6,False,55.0,49.0,4.0,1.0,32.0,36.0,17.0,19.0,7.0,,,85.0,64.0,6.7,7.0,0,,,,4.0,2.0,5.0,3.0,,1.0,,1.0,,,,,,,1.0,,jayidzes,1.0,,,,,,,,,,,,,,,,,,,
10382037,home,Go Ahead Eagles,Bas Kuipers,bas-kuipers,B. Kuipers,D,25,180.0,146,M,339879,EUR,777081600,D,5,5,False,39.0,29.0,4.0,1.0,14.0,17.0,16.0,26.0,3.0,,,85.0,65.0,7.0,18.0,1,,,4.0,,,3.0,4.0,2.0,1.0,1.0,2.0,2.0,,1.0,2.0,2.0,,1.0,2.0,,,True,1.0,1.0,,,,,,,,,,,,,,,,
10382037,home,Go Ahead Eagles,Xander Blomme,xander-blomme,X. Blomme,M,16,172.0,76,M,997161,EUR,1024617600,M,20,20,False,46.0,41.0,4.0,2.0,20.0,22.0,21.0,24.0,3.0,,,75.0,55.0,6.5,6.0,1,,,,3.0,1.0,7.0,1.0,,2.0,,,,,2.0,,,,1.0,,,2.0,,,,1.0,2.0,,,,,,,,,,,,,,
10382037,home,Go Ahead Eagles,Philippe Rommens,philippe-rommens,P. Rommens,M,88,175.0,233,M,606190,EUR,872035200,M,10,10,False,65.0,53.0,12.0,5.0,23.0,25.0,34.0,48.0,4.0,,,90.0,84.0,7.8,16.0,4,,,8.0,2.0,1.0,3.0,5.0,,,,4.0,1.0,,1.0,,,,,4.0,,,,4.0,3.0,,1.0,1.0,,,,,,,,,,,,,
10382037,home,Go Ahead Eagles,Bobby Adekanye,bobby-adekanye,B. Adekanye,M,11,170.0,177,M,825851,EUR,918950400,M,11,11,False,39.0,33.0,2.0,2.0,12.0,12.0,22.0,28.0,7.0,,,90.0,63.0,7.0,19.0,0,,,1.0,,1.0,13.0,6.0,8.0,,,1.0,1.0,2.0,1.0,4.0,2.0,,2.0,5.0,,2.0,,1.0,,,,,3.0,,,,,,,,,,,,
10382037,home,Go Ahead Eagles,Willum Thor Willumsson,willum-thor-willumsson,W. T. Willumsson,M,19,193.0,297,M,978823,EUR,909100800,M,18,18,False,39.0,33.0,,,11.0,13.0,22.0,26.0,6.0,,,90.0,57.0,6.7,13.0,5,,,,,2.0,4.0,3.0,2.0,,,1.0,1.0,,1.0,1.0,,,4.0,2.0,,,,,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
10382037,home,Go Ahead Eagles,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175.0,591,M,878599,EUR,921801600,M,23,23,False,18.0,13.0,,,1.0,1.0,12.0,17.0,3.0,,,63.0,37.0,7.0,10.0,4,,,,1.0,1.0,6.0,6.0,1.0,,,2.0,,3.0,1.0,2.0,,,1.0,1.0,,1.0,,,,3.0,1.0,1.0,,,2.0,,1.0,1.0,,,,,,,
