match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,player_sofascoreId,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_wasFouled,captain,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_totalCross,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyMiss,stat_hitWoodwork,stat_goals
12764289,home,Juventus,Mattia Perin,mattia-perin,M. Perin,G,1,188,3286,M,79645,EUR,721353600,G,1,1,False,27.0,23.0,5.0,1.0,0.0,21.0,22.0,2.0,5.0,1.0,10.0,1.0,6.0,1.0,1.0,9.0,90.0,48.0,9.4,4.0,0.0004955,0,2.0571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764289,home,Juventus,Nicolò Savona,nicolo-savona,N. Savona,D,37,192,2579,M,1010220,EUR,1048032000,D,37,37,False,19.0,17.0,1.0,1.0,0.0,14.0,15.0,3.0,4.0,2.0,,,,,,,55.0,30.0,6.2,6.0,0.00196671,0,,,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12764289,home,Juventus,Pierre Kalulu,pierre-kalulu,P. Kalulu,D,15,183,6757,M,965330,EUR,960163200,D,15,15,False,73.0,70.0,2.0,2.0,0.0,47.0,49.0,23.0,24.0,4.0,4.0,,,,,,90.0,82.0,6.9,4.0,0.00847353,0,,,,2.0,,6.0,1.0,,,,1.0,,Kalulujr_,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
12764289,home,Juventus,Danilo,danilo,Danilo,D,13,184,15246,M,124992,EUR,679536000,D,6,6,False,65.0,59.0,6.0,3.0,0.0,33.0,36.0,26.0,29.0,3.0,1.0,,,,,,84.0,79.0,6.4,8.0,0.011694,0,,,,2.0,1.0,6.0,6.0,,,1.0,3.0,,Danilo,1.0,,1.0,2.0,True,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
12764289,home,Juventus,Juan Cabal,juan-cabal,J. Cabal,D,32,185,4563,M,988037,EUR,978912000,D,32,32,False,30.0,27.0,1.0,,0.0,16.0,18.0,11.0,15.0,2.0,4.0,,,,,,90.0,52.0,6.6,9.0,0.0208903,0,,,,4.0,1.0,8.0,6.0,1.0,,1.0,1.0,,,2.0,1.0,,2.0,,2.0,2.0,,,3.0,1.0,,,,,,,,,,,,,
12764289,home,Juventus,Weston McKennie,weston-mckennie,W. McKennie,M,22,185,7748,M,881931,EUR,904262400,M,16,16,False,13.0,10.0,1.0,,0.0,7.0,8.0,3.0,5.0,1.0,,,,,,,55.0,16.0,6.5,4.0,0.00293284,0,,,,,,,,,,1.0,,,west.mckennie,,,,,,,,,,,,,,,,,,,,,,,,
12764289,home,Juventus,Nicolò Fagioli,nicolo-fagioli,N. Fagioli,M,44,178,4329,M,901850,EUR,981936000,M,21,21,False,50.0,40.0,6.0,3.0,0.0,15.0,19.0,25.0,34.0,2.0,4.0,,,,,,90.0,70.0,6.9,18.0,0.0224389,1,,,,,,4.0,2.0,4.0,,1.0,,,nicolofagioli,,1.0,,,,1.0,1.0,1.0,,3.0,1.0,1.0,0.0352,3.0,,,,,,,,,,
12764289,home,Juventus,Khéphren Thuram,khephren-thuram,K. Thuram,M,19,191,11821,M,904832,EUR,985564800,M,19,19,False,37.0,31.0,4.0,1.0,0.0,17.0,19.0,14.0,18.0,2.0,3.0,,,,,,89.0,49.0,6.7,9.0,0.0629521,1,,,,,,3.0,3.0,4.0,,1.0,1.0,,k_thuram,,,,1.0,,,,,,,2.0,1.0,0.0738,,,,,,,,,,,
12764289,home,Juventus,Francisco Conceição,francisco-conceicao,F. Conceição,F,7,170,19962,M,979222,EUR,1039824000,F,7,7,False,8.0,6.0,,,0.0,3.0,5.0,4.0,6.0,,2.0,,,,,,55.0,28.0,7.1,9.0,0.017091,1,,,,,1.0,6.0,11.0,3.0,,1.0,1.0,,FConceicao_7,3.0,2.0,,3.0,,,4.0,4.0,,3.0,3.0,,0.0206,,1.0,1.0,,,,,,,,
12764289,home,Juventus,Dušan Vlahović,dusan-vlahovic,D. Vlahović,F,9,190,42890,M,832208,EUR,949017600,F,9,9,False,8.0,6.0,,,0.0,3.0,5.0,3.0,3.0,,1.0,,,,,,68.0,14.0,6.4,6.0,0.0358382,0,,,,,,5.0,,,,2.0,1.0,,DV9,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
