match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_totalOffside,stat_keyPass,stat_totalTackle,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_bigChanceCreated,captain,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_hitWoodwork,stat_penaltyWon,stat_penaltyConceded,stat_penaltyFaced,stat_blockedScoringAttempt
13472677,home,Cruzeiro,Cássio,cassio,Cássio,G,1,195.0,4592,M,rcassio12,27756,EUR,549936000,G,1,1,False,21.0,13.0,15.0,7.0,0.0,10.0,12.0,3.0,9.0,1.0,1.0,15.0,1.0,2.0,5.0,6.0,90.0,35.0,8.4,8.0,0.00340869,0,2.0968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472677,home,Cruzeiro,William,william,William,D,12,176.0,2476,M,,604274,EUR,796867200,D,12,12,False,36.0,24.0,6.0,1.0,0.0,7.0,11.0,17.0,25.0,,,3.0,,,,,90.0,69.0,6.0,24.0,0.119529,0,,,,7.0,2.0,1.0,7.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
13472677,home,Cruzeiro,Jonathan Jesus,jonathan,J. Jesus,D,34,187.0,1356,M,,1498670,EUR,1085616000,D,34,34,False,22.0,20.0,3.0,1.0,0.0,12.0,13.0,8.0,9.0,1.0,4.0,3.0,1.0,,,,90.0,30.0,6.7,2.0,0.00476094,0,,,,,,,1.0,,,4.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,
13472677,home,Cruzeiro,João Marcelo,joao-marcelo,J. Marcelo,D,43,189.0,1606,M,,978638,EUR,960854400,D,43,43,False,30.0,25.0,3.0,1.0,0.0,18.0,19.0,7.0,11.0,3.0,5.0,2.0,1.0,,,,90.0,46.0,7.0,6.0,0.00435675,0,,,,,,2.0,4.0,,,7.0,2.0,1.0,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
13472677,home,Cruzeiro,Kaiki,kaiki,Kaiki,D,6,172.0,2601,M,,1112484,EUR,1047081600,D,6,6,False,40.0,32.0,5.0,2.0,1.0,14.0,15.0,18.0,25.0,,2.0,3.0,,,,,90.0,53.0,6.9,12.0,0.336943,0,,Kaiki,,1.0,,1.0,5.0,,1.0,2.0,1.0,3.0,,1.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,
13472677,home,Cruzeiro,Lucas Romero,lucas-romero,L. Romero,M,29,167.0,2727,M,,263477,EUR,766627200,M,29,29,False,41.0,35.0,3.0,,1.0,13.0,14.0,22.0,27.0,,2.0,6.0,1.0,,,,90.0,54.0,7.4,9.0,0.0659254,0,,,,,,,1.0,,1.0,2.0,3.0,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
13472677,home,Cruzeiro,Lucas Silva,lucas-silva,L. Silva,M,16,182.0,2401,M,,245159,EUR,729820800,M,16,16,False,41.0,38.0,1.0,,0.0,15.0,17.0,23.0,24.0,1.0,3.0,5.0,1.0,,,,88.0,50.0,6.8,4.0,0.0177501,1,,,,,,,3.0,1.0,1.0,,1.0,2.0,,,,,,,,,True,1.0,1.0,0.033,,,,,,,,,
13472677,home,Cruzeiro,Christian,christian,Christian,M,88,178.0,1761,M,,981733,EUR,977184000,M,88,88,False,10.0,6.0,,,0.0,2.0,3.0,4.0,7.0,1.0,2.0,,,,,,66.0,16.0,6.4,5.0,0.00775795,1,,,,,,3.0,6.0,1.0,,,1.0,2.0,,,1.0,,,1.0,,,,,1.0,0.0668,,,,,,,,,
13472677,home,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175.0,14140,M,matheus_pereira,377238,EUR,831254400,M,10,10,False,39.0,30.0,2.0,1.0,0.0,5.0,6.0,25.0,33.0,,6.0,5.0,3.0,,,,88.0,57.0,8.2,15.0,0.132947,2,,,,2.0,,1.0,3.0,2.0,1.0,,,,,3.0,2.0,,,1.0,2.0,2.0,,1.0,,0.1183,2.0,0.2304,,,,,,,
13472677,home,Cruzeiro,Keny Arroyo,arroyo-keny,K. Arroyo,M,99,176.0,6018,M,,1482431,EUR,1139875200,M,99,99,False,15.0,12.0,,,0.0,3.0,3.0,9.0,12.0,,2.0,2.0,,,,,73.0,29.0,7.1,8.0,0.0980332,3,,Keny Arroyo,,2.0,,2.0,7.0,1.0,3.0,2.0,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,0.271,3.0,0.5717,1.0,1.0,,,,,
