match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_errorLeadToAShot,stat_fouls,stat_goalAssist,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_dispossessed,stat_bigChanceCreated,stat_wasFouled,player_sofascoreId,stat_goals,stat_outfielderBlock,stat_totalOffside,stat_punches
10388298,home,SC Freiburg,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2843,M,171919,EUR,739929600,G,26,26,False,40.0,26.0,24.0,10.0,20.0,22.0,6.0,18.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,3.0,2.0,2.0,90.0,48.0,5.6,14.0,0.0,0.0,0.00764458,1.0,0,-1.7993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388298,home,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,D,25,25,False,30.0,22.0,1.0,,7.0,9.0,16.0,23.0,4.0,1.0,1.0,3.0,2.0,,,,,,,90.0,51.0,6.1,13.0,0.1676,0.0,0.0312951,1.0,1,,,,2.0,1.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
10388298,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,28.0,20.0,10.0,4.0,8.0,9.0,12.0,20.0,4.0,,,1.0,5.0,,,,,,,90.0,39.0,6.5,12.0,0.0,0.0,0.250138,1.0,0,,,,1.0,,1.0,2.0,3.0,1.0,,1.0,,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,
10388298,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,False,38.0,30.0,9.0,4.0,17.0,21.0,13.0,17.0,1.0,,,4.0,5.0,,,,,,,90.0,45.0,6.4,8.0,0.0,0.0,0.00758601,,0,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
10388298,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,D,30,30,False,27.0,20.0,3.0,2.0,6.0,6.0,18.0,31.0,2.0,1.0,1.0,,3.0,,,,,,,90.0,51.0,6.4,15.0,0.0396,0.1742,0.202569,4.0,2,,,,10.0,4.0,1.0,,5.0,3.0,,1.0,,1.0,,1.0,1.0,,True,1.0,1.0,1.0,,,,,,,,
10388298,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,28.0,19.0,,,4.0,6.0,15.0,23.0,8.0,1.0,,1.0,7.0,,,,,,,90.0,44.0,7.3,14.0,0.0197,0.0285,0.118618,2.0,1,,,,1.0,,1.0,3.0,7.0,2.0,,2.0,,1.0,,5.0,2.0,1.0,,,1.0,,2.0,2.0,,,,,,
10388298,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,25.0,19.0,3.0,1.0,7.0,9.0,12.0,16.0,5.0,1.0,1.0,,6.0,,,,,,,90.0,34.0,6.7,6.0,0.0493,0.0,0.0269218,,2,,,,,,,2.0,4.0,1.0,1.0,2.0,,3.0,,1.0,,,,,,1.0,,,1.0,,,,,
10388298,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,M,42,42,False,18.0,14.0,3.0,2.0,3.0,4.0,12.0,17.0,3.0,2.0,,,9.0,,,,,,,85.0,42.0,6.3,16.0,0.0028,0.0,0.172461,2.0,1,,,,3.0,1.0,,,10.0,2.0,,2.0,,3.0,,2.0,1.0,5.0,,,,1.0,3.0,,1.0,doanritsu,,,,
10388298,home,SC Freiburg,Roland Sallai,roland-sallai,R. Sallai,F,7,182,8489,M,355088,EUR,864259200,M,22,22,False,16.0,10.0,,,5.0,5.0,6.0,15.0,12.0,2.0,1.0,,3.0,,,,,,,90.0,39.0,7.0,13.0,0.1812,0.0753,0.0605281,1.0,3,,,,4.0,1.0,2.0,4.0,7.0,1.0,2.0,,,1.0,,2.0,2.0,,,,1.0,,2.0,,5.0,rolandsallai,,,,
10388298,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,30.0,26.0,7.0,7.0,6.0,8.0,21.0,30.0,5.0,2.0,,4.0,6.0,,,,,,,85.0,53.0,7.5,13.0,0.1101,0.4174,0.351759,1.0,2,,,,8.0,1.0,1.0,,4.0,1.0,,1.0,,,,2.0,1.0,,,,1.0,1.0,,,3.0,,,,,
10388298,home,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1525,M,111483,EUR,766627200,F,38,38,False,13.0,6.0,1.0,,,1.0,6.0,12.0,8.0,3.0,1.0,,2.0,,,,,,,74.0,28.0,7.3,11.0,0.4459,0.73,0.0101501,1.0,4,,,,,,11.0,6.0,14.0,,1.0,,,1.0,,1.0,1.0,2.0,,1.0,3.0,,,,,,1.0,1.0,2.0,
10388298,home,SC Freiburg,Nils Petersen,nils-petersen,N. Petersen,F,,188,136,,20826,EUR,597369600,F,18,18,True,6.0,3.0,,,1.0,2.0,2.0,4.0,,1.0,,,1.0,,,,,,,16.0,7.0,6.3,4.0,0.0,0.0,0.00863786,1.0,0,,,,,,2.0,,4.0,,,,,1.0,,,,,,,,,,,,,,,1.0,
10388298,home,SC Freiburg,Daniel-Kofi Kyereh,daniel-kofi-kyereh,D. Kyereh,M,11,179,1988,M,569684,EUR,826243200,M,11,11,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,8.0,4.0,6.3,,0.0,0.0,0.0033593,,0,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,
10388298,home,SC Freiburg,Noah Weißhaupt,noah-weisshaupt,N. Weißhaupt,F,10,181,339,M,1048820,EUR,1000944000,F,33,33,True,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,8.0,1.0,6.5,,0.0,0.0,1.883e-05,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388298,home,SC Freiburg,Benjamin Uphoff,benjamin-uphoff,B. Uphoff,G,1,192,41,M,164959,EUR,744768000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388298,home,SC Freiburg,Manuel Gulde,manuel-gulde,M. Gulde,D,,184,63,M,71952,EUR,666316800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388298,home,SC Freiburg,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388298,home,SC Freiburg,Hugo Siquet,hugo-siquet,H. Siquet,D,41,180,607,M,983041,EUR,1026172800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388298,home,SC Freiburg,Woo-Yeong Jeong,woo-yeong-jeong,W. Jeong,M,11,179,1574,M,927405,EUR,937785600,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
