match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_outfielderBlock,stat_totalCross,stat_accurateCross,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_clearanceOffLine,stat_errorLeadToAShot
12764089,home,AFC Ajax,Remko Pasveer,remko-pasveer,R. Pasveer,G,22,186,799,M,2622,EUR,437097600,G,22,22,False,37.0,28.0,20.0,11.0,0.0,22.0,29.0,6.0,8.0,8.0,3.0,3.0,1.0,1.0,90.0,44.0,6.5,10.0,0.00321515,0,-1.1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764089,home,AFC Ajax,Devyne Rensch,devyne-rensch,D. Rensch,D,2,182,2450,M,982778,EUR,1042848000,D,2,2,False,24.0,20.0,3.0,1.0,0.0,10.0,11.0,10.0,13.0,2.0,,,,,78.0,43.0,7.0,6.0,0.679,1,,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0991,0.6746,2.0,,,,,,,,,,,,,,,,,,,,,,
12764089,home,AFC Ajax,Josip Šutalo,josip-sutalo,J. Šutalo,D,37,190,4307,M,954836,EUR,951696000,D,37,37,False,56.0,55.0,6.0,5.0,0.0,43.0,43.0,12.0,13.0,5.0,,,,,90.0,66.0,6.8,2.0,0.00761181,0,,,1.0,4.0,,,,4.0,1.0,1.0,,,,,,,,josip.sutalo,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,
12764089,home,AFC Ajax,Youri Baas,youri-baas,Y. Baas,D,15,182,1217,M,1000228,EUR,1047859200,D,15,15,False,100.0,90.0,10.0,4.0,0.0,62.0,68.0,28.0,32.0,4.0,,,,,90.0,109.0,6.6,11.0,0.0121194,0,,3.0,4.0,6.0,,,,4.0,,,1.0,,,,,,,,3.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,
12764089,home,AFC Ajax,Jorrel Hato,jorrel-hato,J. Hato,D,21,182,15506,M,1153079,EUR,1141689600,D,4,4,False,60.0,54.0,2.0,1.0,0.0,34.0,37.0,20.0,24.0,4.0,,,,,90.0,79.0,6.4,11.0,0.029278,0,,2.0,3.0,6.0,1.0,,,2.0,,1.0,,1.0,,,1.0,,,,,,,4.0,,1.0,,1.0,,,,,,,,,,,
12764089,home,AFC Ajax,Steven Berghuis,steven-berghuis,S. Berghuis,F,23,182,1908,M,100386,EUR,693100800,M,23,23,False,35.0,27.0,7.0,3.0,0.0,9.0,10.0,20.0,29.0,1.0,,,,,72.0,43.0,6.8,11.0,0.4721,0,,1.0,2.0,1.0,,,,1.0,,,,,,,3.0,,,,1.0,,,,,1.0,,4.0,2.0,,,,,,,,,,
12764089,home,AFC Ajax,Jordan Henderson,jordan-henderson,J. Henderson,M,6,183,6336,M,42694,EUR,645580800,M,6,6,False,88.0,80.0,8.0,5.0,0.0,42.0,44.0,38.0,47.0,7.0,,,,,90.0,104.0,7.5,11.0,0.213186,0,,1.0,3.0,6.0,2.0,,,4.0,2.0,,1.0,1.0,,,2.0,,,jordanhenderson,,,,4.0,2.0,,,3.0,,True,,,,,,,,,
12764089,home,AFC Ajax,Kenneth Taylor,kenneth-taylor,K. Taylor,M,24,182,3635,M,959806,EUR,1021507200,M,8,8,False,26.0,23.0,,,0.0,10.0,11.0,13.0,15.0,6.0,,,,,78.0,43.0,6.8,5.0,0.29331,1,,,5.0,5.0,,,1.0,1.0,2.0,,4.0,1.0,0.2876,,,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
12764089,home,AFC Ajax,Bertrand Traoré,bertrand-traore,B. Traoré,F,25,180,34499,M,218160,EUR,810345600,F,20,20,False,37.0,27.0,5.0,3.0,0.0,7.0,10.0,20.0,29.0,8.0,,,,,90.0,70.0,8.4,22.0,0.15391,6,,2.0,8.0,10.0,1.0,,2.0,1.0,1.0,3.0,1.0,1.0,0.3175,0.9172,,,,bertrandtraore10,1.0,5.0,2.0,5.0,4.0,2.0,,2.0,,,3.0,1.0,1.0,1.0,,,,,
12764089,home,AFC Ajax,Brian Brobbey,brobbey-brian,B. Brobbey,F,9,180,7085,M,910048,EUR,1012521600,F,9,9,False,20.0,13.0,,,0.0,6.0,8.0,7.0,13.0,2.0,,,,,72.0,31.0,6.7,8.0,0.297686,3,,6.0,1.0,11.0,,,,,,,4.0,1.0,0.6621,,2.0,,,brianbrobbeyy,,1.0,1.0,,,,,1.0,,,3.0,,,,2.0,,,,
12764089,home,AFC Ajax,Mika Godts,mika-godts,M. Godts,F,11,176,3970,M,1149146,EUR,1118102400,F,11,11,False,26.0,21.0,,,0.0,6.0,7.0,15.0,19.0,4.0,,,,,57.0,36.0,6.4,9.0,0.0573318,1,,,4.0,2.0,,,,,1.0,1.0,1.0,1.0,0.2825,,,Mika Godts,,,,4.0,1.0,,,,,,,,,1.0,,,,1.0,,,
12764089,home,AFC Ajax,Kian Fitz-Jim,kian-fitz-jim,K. Fitz-Jim,M,28,173,1156,M,1001945,EUR,1057363200,M,28,28,True,22.0,17.0,3.0,1.0,0.0,6.0,6.0,11.0,16.0,2.0,,,,,33.0,35.0,7.1,7.0,0.834191,2,,,3.0,5.0,,,1.0,1.0,,,2.0,1.0,0.1571,0.0722,1.0,,,,,2.0,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,
12764089,home,AFC Ajax,Wout Weghorst,wout-weghorst,W. Weghorst,F,25,197,6763,M,252215,EUR,713145600,F,25,25,True,8.0,5.0,,,0.0,2.0,2.0,3.0,6.0,2.0,,,,,18.0,14.0,6.9,3.0,0.0515695,0,,,,2.0,,,,,,,1.0,,,,1.0,,,wout.weghorst,,,,1.0,1.0,,,,,,,,,,,,,,
12764089,home,AFC Ajax,Chuba Akpom,chuba-akpom,C. Akpom,F,29,186,1666,M,190867,EUR,813196800,F,10,10,True,10.0,10.0,,,0.0,4.0,4.0,6.0,6.0,1.0,,,,,18.0,12.0,6.5,,0.0247542,2,,,,,,,1.0,,,,,,0.3819,0.8278,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,
12764089,home,AFC Ajax,Anton Gaaei,anton-gaaei,A. Gaaei,D,3,183,906,M,1120315,EUR,1037664000,D,3,3,True,11.0,9.0,2.0,2.0,0.0,6.0,7.0,5.0,7.0,1.0,,,,,12.0,19.0,7.2,4.0,0.145867,0,,,,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,3.0,2.0,,,,1.0,,,,,,
12764089,home,AFC Ajax,Christian Rasmussen,kjelder-rasmussen-christian,C. Rasmussen,F,10,184,577,M,996989,EUR,1042934400,F,29,29,True,9.0,6.0,,,0.0,1.0,1.0,5.0,9.0,2.0,,,,,12.0,16.0,6.9,6.0,0.032081,0,,,1.0,2.0,,,,1.0,,2.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,
12764089,home,AFC Ajax,Diant Ramaj,ramaj-diant,D. Ramaj,G,41,189,933,M,981562,EUR,1000857600,G,40,40,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764089,home,AFC Ajax,Jay Gorter,jay-gorter,J. Gorter,G,1,190,471,M,981603,EUR,959644800,G,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764089,home,AFC Ajax,Daniele Rugani,daniele-rugani,D. Rugani,D,24,188,2113,M,139273,EUR,775440000,D,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
