match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_interceptionWon,stat_wasFouled,stat_accurateCross,stat_fouls,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceMissed,stat_hitWoodwork,captain,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
10411705,home,Spezia,Bartłomiej Drągowski,bartlomiej-dragowski,B. Drągowski,G,1,191,2915,M,329519,EUR,871948800,G,69,69,False,42.0,34.0,18.0,10.0,27.0,29.0,7.0,13.0,3.0,5.0,3.0,3.0,3.0,90.0,50.0,7.7,8.0,0.0,0.0,0.00803695,0,0.8625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411705,home,Spezia,Kelvin Amian,kelvin-amian,K. Amian,D,98,179,199,M,802143,EUR,886896000,D,27,27,False,50.0,40.0,5.0,1.0,15.0,17.0,25.0,34.0,1.0,7.0,,,,90.0,75.0,7.2,15.0,0.3287,0.5435,0.0459506,4,,1.0,1.0,1.0,4.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10411705,home,Spezia,Ethan Ampadu,ethan-ampadu,E. Ampadu,D,4,182,2540,M,847097,EUR,968889600,D,4,4,False,64.0,54.0,8.0,4.0,42.0,45.0,12.0,19.0,6.0,8.0,,,,90.0,75.0,7.1,10.0,0.0,0.0,0.0284589,0,,,4.0,4.0,4.0,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10411705,home,Spezia,Dimitrios Nikolaou,dimitris-nikolaou,D. Nikolaou,D,43,188,244,M,788185,EUR,902966400,D,43,43,False,71.0,65.0,10.0,8.0,46.0,48.0,19.0,24.0,4.0,5.0,,,,90.0,84.0,7.4,8.0,0.0,0.0,0.018146,0,,1.0,2.0,,2.0,3.0,,,2.0,2.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,
10411705,home,Spezia,Arkadiusz Reca,arkadiusz-reca,A. Reca,M,13,187,1086,M,580638,EUR,803347200,D,13,13,False,37.0,27.0,4.0,2.0,8.0,12.0,20.0,30.0,1.0,1.0,,,,90.0,71.0,6.6,27.0,0.0643,0.1936,0.10686,2,,5.0,,1.0,9.0,4.0,,,9.0,2.0,,2.0,1.0,1.0,3.0,1.0,,,1.0,,1.0,2.0,,,,,,,,,,
10411705,home,Spezia,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,,183,404,M,98003,EUR,681523200,M,6,6,False,39.0,33.0,2.0,,16.0,17.0,18.0,25.0,2.0,4.0,,,,75.0,54.0,7.1,11.0,0.0487,0.0,0.106503,2,,3.0,,,2.0,2.0,1.0,,3.0,2.0,1.0,,,,2.0,2.0,,,,,1.0,,1.0,1.0,,,,,,,,
10411705,home,Spezia,Albin Ekdal,albin-ekdal,A. Ekdal,M,8,186,177,M,21992,EUR,617587200,M,8,8,False,39.0,32.0,5.0,2.0,18.0,21.0,14.0,18.0,2.0,8.0,,,,90.0,50.0,6.8,8.0,0.0413,0.0,0.00827098,1,,,2.0,3.0,4.0,6.0,1.0,1.0,1.0,1.0,,,2.0,2.0,,,,,,,,,,1.0,,,,,,,,
10411705,home,Spezia,Kevin Agudelo,kevin-agudelo,K. Agudelo,M,20,178,358,M,931290,EUR,911001600,M,33,33,False,33.0,27.0,1.0,,5.0,8.0,23.0,26.0,,6.0,,,,75.0,48.0,7.0,14.0,0.0,0.0,0.177507,0,,1.0,1.0,1.0,5.0,5.0,,2.0,2.0,1.0,,,2.0,1.0,4.0,3.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,
10411705,home,Spezia,Daniele Verde,daniele-verde,D. Verde,F,7,168,327,M,605580,EUR,835228800,F,10,10,False,31.0,25.0,3.0,3.0,6.0,8.0,21.0,27.0,,2.0,,,,64.0,51.0,7.2,13.0,0.1787,0.0,0.26402,4,,4.0,1.0,,3.0,3.0,,2.0,,,2.0,,2.0,2.0,3.0,1.0,,,,1.0,2.0,,,2.0,,,,,,,,
10411705,home,Spezia,M'Bala Nzola,mbala-nzola,M. Nzola,F,8,185,2430,M,788061,EUR,840326400,F,18,18,False,30.0,24.0,,,3.0,4.0,21.0,26.0,,1.0,,,,90.0,46.0,7.0,15.0,0.1446,0.0,0.122159,1,,,,2.0,1.0,7.0,,1.0,3.0,3.0,1.0,,2.0,1.0,8.0,3.0,,,,,,1.0,,,,1.0,1.0,,,,,
10411705,home,Spezia,Emmanuel Gyasi,emmanuel-gyasi,E. Gyasi,M,11,182,716,M,541578,EUR,758246400,F,11,11,False,28.0,23.0,,,6.0,8.0,17.0,20.0,2.0,,,,,89.0,43.0,6.7,10.0,0.2875,0.0,0.0336837,3,,,,2.0,7.0,4.0,1.0,2.0,2.0,,3.0,,,,1.0,,,,,2.0,,2.0,,,,,,True,,,,
10411705,home,Spezia,Szymon Żurkowski,szymon-zurkowski,S. Żurkowski,F,14,185,1858,M,860435,EUR,875145600,M,77,77,True,11.0,11.0,,,3.0,3.0,9.0,10.0,,,,,,26.0,19.0,6.9,3.0,0.0167,0.0169,0.0390364,1,,2.0,,,,2.0,,,1.0,1.0,,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,
10411705,home,Spezia,Viktor Kovalenko,viktor-kovalenko,V. Kovalenko,M,21,182,749,M,287659,EUR,824256000,M,24,24,True,7.0,7.0,,,3.0,3.0,6.0,10.0,1.0,1.0,,,,15.0,18.0,7.1,4.0,0.0825,0.0,0.23241,2,,6.0,1.0,1.0,1.0,3.0,,,2.0,2.0,1.0,,,,,,,,,,2.0,,,1.0,,,,,,,,
10411705,home,Spezia,Eldor Shomurodov,shomurodov-eldor,E. Shomurodov,F,14,190,31540,M,791355,EUR,804384000,F,14,14,True,9.0,6.0,1.0,,1.0,1.0,5.0,8.0,,1.0,,,,15.0,14.0,6.7,5.0,0.0,0.0,0.0504997,0,,,1.0,3.0,2.0,4.0,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
