match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,captain,stat_interceptionWon,stat_lastManTackle,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_accurateCross,stat_hitWoodwork,stat_goalAssist,stat_blockedScoringAttempt,stat_goals
11396480,home,SV Werder Bremen,Jiří Pavlenka,jiri-pavlenka,J. Pavlenka,G,1,196,521,M,154040,EUR,703209600,G,1,1,False,30.0,23.0,15.0,8.0,17.0,19.0,6.0,11.0,8.0,1.0,3.0,6.0,90.0,43.0,7.3,7.0,0.0,0.0,0.00141047,0,-1.0812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396480,home,SV Werder Bremen,Amos Pieper,amos-pieper,A. Pieper,D,5,191,299,M,851254,EUR,884995200,D,5,5,False,20.0,13.0,7.0,4.0,6.0,8.0,7.0,12.0,3.0,,,,90.0,34.0,6.6,8.0,0.0,0.0,0.0110827,0,,1.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11396480,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,25.0,21.0,5.0,4.0,15.0,17.0,6.0,8.0,2.0,,,,90.0,33.0,6.5,4.0,0.0,0.0,0.00501481,0,,,3.0,2.0,,3.0,2.0,2.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11396480,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,36.0,25.0,9.0,3.0,18.0,21.0,7.0,15.0,10.0,,,,90.0,53.0,6.5,13.0,0.0,0.0,0.00288241,0,,,3.0,6.0,2.0,3.0,1.0,5.0,2.0,,1.0,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11396480,home,SV Werder Bremen,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,12.0,12.0,2.0,2.0,10.0,10.0,2.0,2.0,3.0,,,,68.0,22.0,6.6,1.0,0.0,0.0,0.00045023,0,,,7.0,3.0,2.0,,,2.0,2.0,1.0,4.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
11396480,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,12.0,5.0,3.0,1.0,1.0,4.0,4.0,9.0,6.0,,,,59.0,34.0,6.8,10.0,0.0434,0.0,0.00938354,1,,1.0,7.0,9.0,2.0,,,5.0,3.0,,2.0,2.0,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11396480,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,16.0,12.0,1.0,,4.0,6.0,8.0,11.0,7.0,,,,79.0,24.0,6.4,6.0,0.0683,0.0,0.00715044,1,,3.0,3.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,
11396480,home,SV Werder Bremen,Leonardo Bittencourt,leonardo-bittencourt,L. Bittencourt,M,10,171,295,M,111969,EUR,756259200,M,10,10,False,14.0,13.0,2.0,2.0,9.0,9.0,4.0,5.0,2.0,,,,68.0,24.0,6.3,2.0,0.2477,0.0,0.0197915,1,,1.0,6.0,5.0,4.0,,,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,
11396480,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,M,3,3,False,18.0,11.0,2.0,1.0,10.0,13.0,1.0,6.0,3.0,,,,79.0,29.0,6.5,9.0,0.0,0.0,0.00029944,0,,1.0,2.0,3.0,,2.0,,2.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
11396480,home,SV Werder Bremen,Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,9,188,9884,M,132645,EUR,729216000,F,11,11,False,22.0,15.0,1.0,1.0,4.0,4.0,11.0,18.0,,,,,90.0,35.0,7.2,10.0,0.1059,0.0,0.269106,1,,9.0,9.0,14.0,,1.0,,1.0,1.0,2.0,1.0,7.0,,,,5.0,,,,,1.0,,1.0,1.0,,niclas.fuellkrug24,1.0,1.0,,,,,,
