match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_wasFouled,stat_totalTackle,stat_fouls,stat_aerialLost,stat_interceptionWon,stat_lastManTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceMissed,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock
12624896,home,Al-Hilal,Bono,,,bono,Bono,G,37,195.0,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,16.0,15.0,2.0,1.0,0.0,15.0,15.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,90.0,25.0,6.8,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624896,home,Al-Hilal,Hamad Al Yami,Hamad,Al Yami,hamad-al-yami,H. A. Yami,D,88,170.0,585,M,,981158,EUR,926899200,D,88,88,False,46.0,44.0,,,0.0,13.0,14.0,37.0,1.0,7.0,,,,,76.0,59.0,6.8,8.0,,1,32.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12624896,home,Al-Hilal,Hassan Al Tambakti,,,hassan-al-tambakti,H. A. Tambakti,D,87,182.0,1188,M,,881837,EUR,918518400,D,87,87,False,56.0,52.0,5.0,4.0,0.0,26.0,26.0,30.0,6.0,6.0,,,,,90.0,69.0,7.0,4.0,,0,26.0,,,4.0,1.0,6.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12624896,home,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182.0,1057,M,,1138857,EUR,627609600,D,5,5,False,64.0,63.0,7.0,7.0,0.0,36.0,37.0,27.0,4.0,3.0,,,,,90.0,72.0,7.3,1.0,,0,27.0,,,2.0,2.0,5.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12624896,home,Al-Hilal,Moteb Al-Harbi,,,moteb-al-harbi,M. Al-Harbi,D,24,171.0,848,M,,1022679,EUR,950918400,D,24,24,False,59.0,53.0,,,0.0,21.0,21.0,44.0,3.0,3.0,,,,,83.0,85.0,7.0,15.0,1.0,0,32.0,6.0,,,3.0,1.0,2.0,,,,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,,
12624896,home,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181.0,15472,M,rubenneves,280955,EUR,858211200,M,8,8,False,112.0,101.0,10.0,5.0,0.0,29.0,30.0,92.0,4.0,4.0,,,,,90.0,139.0,8.1,21.0,3.0,1,74.0,10.0,2.0,1.0,4.0,2.0,2.0,,1.0,,1.0,2.0,,2.0,,,2.0,2.0,,,,,,,,,,,
12624896,home,Al-Hilal,Sergej Milinković-Savić,,,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191.0,13384,M,sms,331447,EUR,793843200,M,22,22,False,56.0,48.0,6.0,6.0,0.0,15.0,16.0,42.0,,5.0,,,,,90.0,76.0,6.9,19.0,1.0,0,33.0,2.0,,1.0,8.0,4.0,2.0,3.0,,,3.0,1.0,3.0,1.0,,1.0,5.0,,,,,,,,,,,,
12624896,home,Al-Hilal,Kaio César,Kaio César,,kaio-cesar,Kaio César,M,37,168.0,5030,M,,1396009,EUR,1076803200,M,27,27,False,20.0,17.0,,,0.0,3.0,3.0,19.0,1.0,1.0,,,,,45.0,32.0,6.7,8.0,,1,14.0,2.0,,,6.0,4.0,1.0,1.0,,2.0,1.0,3.0,,,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,
12624896,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171.0,13905,M,malcomoliveira_97,551772,EUR,856915200,M,77,77,False,63.0,56.0,4.0,3.0,0.0,9.0,9.0,58.0,,3.0,,,,,90.0,81.0,7.1,13.0,1.0,3,49.0,4.0,2.0,,4.0,5.0,1.0,4.0,2.0,2.0,,,,,,,1.0,,2.0,3.0,1.0,1.0,,,,,,,
12624896,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171.0,11126,M,29salem,160893,EUR,682560000,M,29,29,False,78.0,70.0,2.0,,0.0,11.0,11.0,70.0,,4.0,,,,,90.0,101.0,8.7,14.0,4.0,6,60.0,3.0,1.0,,3.0,7.0,,4.0,2.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,2.0,4.0,1.0,1.0,True,3.0,1.0,1.0,,,
