match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_shotOffTarget,stat_dispossessed,stat_goals,stat_bigChanceMissed,captain,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine,stat_outfielderBlock
11453229,home,Al-Hilal,Bono,,,bono,Bono,G,37,195.0,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,15.0,14.0,4.0,3.0,0.0,12.0,12.0,2.0,3.0,12.0,1.0,1.0,1.0,1.0,82.0,23.0,6.6,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453229,home,Al-Hilal,Saud Abdulhamid,,,abdulhamid-saud,S. Abdulhamid,D,23,178.0,8457,M,s.abdulhamed66,966849,EUR,932256000,D,66,66,False,55.0,46.0,3.0,,0.0,14.0,15.0,34.0,43.0,6.0,,,,,68.0,71.0,7.2,10.0,1,3.0,2.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,
11453229,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187.0,26133,M,kkoulibaly26,126071,EUR,677376000,D,3,3,False,49.0,46.0,,,0.0,32.0,33.0,14.0,16.0,5.0,,,,,90.0,55.0,6.8,3.0,0,,,,1.0,4.0,,,,,3.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,
11453229,home,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182.0,1057,M,,1138857,EUR,627609600,D,5,5,False,38.0,36.0,1.0,1.0,0.0,25.0,25.0,11.0,13.0,3.0,,,,,90.0,52.0,7.0,4.0,0,,,1.0,2.0,5.0,,1.0,,,4.0,1.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,
11453229,home,Al-Hilal,Renan Lodi,,,renan-lodi,R. Lodi,D,16,173.0,4256,M,renan_lodi,851150,EUR,891993600,D,6,6,False,38.0,32.0,1.0,,1.0,10.0,11.0,23.0,32.0,10.0,,,,,68.0,53.0,7.5,11.0,1,5.0,1.0,,,4.0,,,,,4.0,3.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,
11453229,home,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181.0,15472,M,rubenneves,280955,EUR,858211200,M,8,8,False,97.0,92.0,12.0,10.0,1.0,26.0,28.0,66.0,75.0,7.0,,,,,90.0,115.0,8.8,13.0,1,6.0,,,2.0,5.0,1.0,1.0,,,4.0,1.0,,,5.0,1.0,,1.0,,,,1.0,1.0,,,,,,,
11453229,home,Al-Hilal,Sergej Milinković-Savić,,,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191.0,13384,M,sms,331447,EUR,793843200,M,22,22,False,58.0,46.0,4.0,3.0,0.0,15.0,18.0,31.0,40.0,4.0,,,,,90.0,79.0,7.9,20.0,5,,,,5.0,6.0,,5.0,1.0,1.0,1.0,1.0,1.0,,3.0,3.0,1.0,1.0,3.0,,,1.0,4.0,1.0,,,,,,
11453229,home,Al-Hilal,Michael,,,michael,Michael,M,96,166.0,9025,M,Michael19,878084,EUR,826588800,M,96,96,False,42.0,36.0,1.0,,1.0,2.0,2.0,34.0,42.0,2.0,,,,,90.0,56.0,9.3,10.0,5,2.0,,,5.0,4.0,1.0,2.0,2.0,4.0,,,1.0,3.0,3.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,
11453229,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171.0,13905,M,malcomoliveira_97,551772,EUR,856915200,M,77,77,False,52.0,46.0,1.0,,0.0,12.0,13.0,34.0,39.0,7.0,,,,,90.0,68.0,7.6,10.0,7,,,1.0,5.0,2.0,,1.0,,3.0,2.0,2.0,,2.0,1.0,,,,2.0,2.0,,,2.0,1.0,1.0,2.0,,,,
11453229,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171.0,11126,M,29salem,160893,EUR,682560000,M,29,29,False,42.0,36.0,2.0,2.0,0.0,7.0,7.0,30.0,39.0,4.0,,,,,68.0,67.0,8.5,15.0,2,4.0,1.0,1.0,4.0,7.0,,3.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,,,,2.0,,,,1.0,1.0,1.0,,True,,,
