match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_dispossessed,stat_outfielderBlock,stat_keyPass,stat_challengeLost,stat_fouls,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,player_firstName,player_lastName,player_sofascoreId,stat_goodHighClaim,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_hitWoodwork,stat_bigChanceMissed
10388309,home,FC Augsburg,Rafał Gikiewicz,rafal-gikiewicz,R. Gikiewicz,G,12,190,723,M,44938,EUR,562204800,G,1,1,False,41.0,30.0,22.0,11.0,23.0,27.0,7.0,14.0,1.0,1.0,10.0,1.0,1.0,2.0,3.0,90.0,53.0,5.8,12.0,0.0,0.0,0.00186456,0,-1.5695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388309,home,FC Augsburg,Maximilian Bauer,maximilian-bauer,M. Bauer,D,5,189,96,M,940393,EUR,950054400,D,23,23,False,34.0,33.0,6.0,6.0,22.0,23.0,11.0,11.0,3.0,3.0,3.0,,1.0,,,90.0,43.0,6.5,1.0,0.0,0.0,0.00661022,0,,3.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388309,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,50.0,37.0,15.0,6.0,30.0,34.0,7.0,16.0,9.0,3.0,5.0,,,,,90.0,62.0,6.7,14.0,0.0,0.0,0.0122248,0,,6.0,6.0,7.0,,3.0,3.0,True,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10388309,home,FC Augsburg,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193,1726,M,792142,EUR,873763200,D,19,19,False,53.0,42.0,7.0,4.0,28.0,36.0,14.0,17.0,5.0,5.0,5.0,2.0,,,,90.0,68.0,6.3,14.0,0.0,0.0,0.0375609,0,,3.0,3.0,8.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
10388309,home,FC Augsburg,Carlos Gruezo,carlos-gruezo,C. Gruezo,M,11,172,502,M,155802,EUR,798249600,M,8,8,False,30.0,26.0,5.0,3.0,17.0,21.0,9.0,9.0,6.0,,4.0,,,,,90.0,38.0,6.4,4.0,0.0,0.0,0.0241853,0,,5.0,2.0,9.0,1.0,3.0,1.0,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10388309,home,FC Augsburg,Daniel Caligiuri,daniel-caligiuri,D. Caligiuri,M,,182,214,,40253,EUR,569203200,M,20,20,False,24.0,14.0,7.0,3.0,9.0,17.0,5.0,7.0,1.0,,8.0,1.0,,,,59.0,38.0,7.1,11.0,0.1572,0.1519,0.0226463,3,,1.0,,1.0,1.0,,,,,2.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
10388309,home,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,M,10,10,False,31.0,24.0,2.0,2.0,17.0,19.0,9.0,15.0,1.0,1.0,3.0,1.0,1.0,,,90.0,47.0,6.5,11.0,0.1361,0.0778,0.187255,3,,2.0,,5.0,1.0,,,,2.0,,,,1.0,,,,1.0,3.0,2.0,2.0,,,,,,,,,,
10388309,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,13,13,False,23.0,22.0,2.0,2.0,11.0,11.0,11.0,13.0,7.0,,1.0,1.0,7.0,,,75.0,37.0,7.0,3.0,0.0,0.0,0.0795356,0,,,,2.0,1.0,,,,,2.0,2.0,,2.0,,,,,1.0,,,,,,,,,,,,
10388309,home,FC Augsburg,Iago Borduchi,iago,I. Borduchi,D,25,181,849,M,869644,EUR,859075200,M,22,22,False,26.0,19.0,3.0,1.0,10.0,11.0,9.0,17.0,3.0,2.0,4.0,4.0,1.0,,,82.0,54.0,6.5,17.0,0.1224,0.0,0.0512867,1,,3.0,,6.0,1.0,2.0,1.0,,1.0,,2.0,2.0,,,,,,2.0,,1.0,,,,,,,,,,
10388309,home,FC Augsburg,André Hahn,andre-hahn,A. Hahn,M,,185,43,,40326,EUR,650505600,F,28,28,False,5.0,2.0,,,,,2.0,5.0,3.0,2.0,,5.0,,,,59.0,13.0,6.5,8.0,0.0,0.0,0.00169603,0,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
