match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_keyPass,player_firstName,player_lastName,captain,stat_accurateCross,stat_challengeLost,stat_wasFouled,player_sofascoreId,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_bigChanceCreated,stat_bigChanceMissed
10388237,home,SC Freiburg,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2843,M,171919,EUR,739929600,G,26,26,False,48.0,35.0,20.0,7.0,30.0,33.0,5.0,15.0,1.0,12.0,1.0,1.0,90.0,55.0,6.5,13.0,0.0,0.0,0.00433746,0,-0.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388237,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,False,40.0,34.0,2.0,1.0,20.0,22.0,14.0,19.0,1.0,4.0,,,65.0,57.0,6.9,10.0,0.0,0.0,0.0253509,0,,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388237,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,66.0,55.0,4.0,,47.0,52.0,8.0,14.0,5.0,6.0,,,90.0,82.0,7.1,14.0,0.0,0.0,0.00967852,0,,,3.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388237,home,SC Freiburg,Manuel Gulde,manuel-gulde,M. Gulde,D,,184,63,M,71952,EUR,666316800,D,5,5,False,66.0,55.0,10.0,3.0,40.0,44.0,15.0,22.0,5.0,9.0,,,90.0,84.0,7.2,12.0,0.0,0.0,0.0336342,0,,,1.0,10.0,1.0,4.0,3.0,1.0,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,
10388237,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,D,30,30,False,40.0,31.0,6.0,4.0,18.0,23.0,17.0,25.0,2.0,5.0,,,90.0,67.0,7.0,13.0,0.0,0.0,0.118334,0,,8.0,3.0,3.0,,,,,,2.0,1.0,,4.0,,,True,4.0,1.0,2.0,,,,,,,,,,,,,
10388237,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,M,42,42,False,22.0,16.0,1.0,1.0,5.0,5.0,11.0,17.0,,1.0,,,89.0,41.0,6.9,14.0,0.27,0.3868,0.0119768,3,,,10.0,8.0,,1.0,,2.0,2.0,2.0,1.0,5.0,,,,,,1.0,4.0,doanritsu,2.0,2.0,2.0,1.0,1.0,,,,,,,
10388237,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,35.0,27.0,1.0,,15.0,15.0,12.0,20.0,,4.0,,,90.0,44.0,7.2,9.0,0.1463,0.0845,0.0141603,2,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
10388237,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,56.0,42.0,5.0,1.0,22.0,31.0,20.0,25.0,5.0,9.0,,,90.0,83.0,7.7,17.0,0.0275,0.0,0.0134421,1,,,7.0,12.0,3.0,5.0,4.0,2.0,2.0,4.0,2.0,3.0,,,,,,,3.0,,,2.0,1.0,,,,3.0,,,,,
10388237,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,33.0,26.0,5.0,1.0,17.0,18.0,10.0,17.0,,5.0,,,65.0,44.0,6.7,12.0,0.0,0.0,0.0207539,0,,2.0,1.0,2.0,,1.0,1.0,3.0,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,
10388237,home,SC Freiburg,Lucas Höler,lucas-holer,L. Höler,F,9,184,586,M,280009,EUR,773798400,F,9,9,False,27.0,19.0,,,10.0,14.0,9.0,13.0,2.0,3.0,,,80.0,47.0,6.8,13.0,0.0529,0.0,0.00999289,1,,,4.0,10.0,1.0,1.0,1.0,3.0,1.0,,3.0,2.0,,,,,,1.0,6.0,,,,1.0,,,,,1.0,,,,
10388237,home,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1525,M,111483,EUR,766627200,F,38,38,False,21.0,15.0,1.0,,4.0,5.0,11.0,16.0,,4.0,,,80.0,34.0,6.9,10.0,0.092,0.6634,0.0165257,2,,,13.0,8.0,,,,2.0,1.0,10.0,3.0,,1.0,,,,,,5.0,,2.0,,1.0,1.0,,,,,,,,
